time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,payment_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693143913,0.8653685556597137,0.13020170636689957,0.6884211988371827,0.9050049861227231,0.9860815852627098,0.7522745785570543,0.9210466853737094,0.14681080068104438,1.0,0.7346780745030571,0.0,0.835857776351451,1.0,1.0,0.8547856062479379,0.0,0.0,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.0,0.0,0.975935828877,0,0.23076923076923098,0.0,0.0,0.0,0.5,0.3333333333333333,0.4,0.1392153616950836,0.2198028228952408,0.42508143322475545,0.2,0.29245283018867924,0,0,0,0,0,0.9307419489592537,0.9648341493881858,0.9599536479532021,0.6847224855963774,0.3232265868195492,0.9159663865546214,1.0,0.6421420857786722
1693143914,0.8653685556597137,0.13020170636689957,0.6884211988371827,0.9050049861227231,0.9860815852627098,0.7522745785570543,0.9210466853737087,0.49591363730009275,1.0,0.7346780745030571,0.0,0.835857776351451,1.0,1.0,0.8547856062479382,0.0,0.0,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.0,0.0,0.975935828877,0,0.23076923076923098,0.0,0.0,0.0,0.35294117647058826,0.4444444444444444,0.5333333333333333,0.07300115874855156,0.14887580679480816,0.42508143322475545,0.06666666666666667,0.12264150943396226,0,0,0,0,0,0.9307419489592537,0.9648341493881858,0.9599536479532021,0.6847224855963774,0.3232265868195492,0.9159663865546214,1.0,0.6399347543014531
1693143915,0.8653685556597137,0.13020170636689957,0.6884211988371827,0.9082850258814954,0.9860815852627098,0.7142989670620731,0.9210466853737087,0.4514999307870623,1.0,0.7346780745030571,0.0,0.835857776351451,1.0,1.0,0.8547856062479382,0.0,0.0,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.0,0.0,0.975935828877,0,0.23076923076923098,0.0,0.0,0.0,0.2647058823529412,0.14814814814814814,0.13333333333333333,0.1392153616950836,0.0779487906943755,0.42508143322475545,0.13333333333333333,0.16037735849056603,0,0,0,0,0,0.9307419489592537,0.9648341493881858,0.9599536479532021,0.6847224855963774,0.3232265868195492,0.9159663865546214,1.0,0.6399347543014531
1693143916,0.8653685556597137,0.16443800426418856,0.7273419526586257,0.9082850258814954,0.9860815852627098,0.7142989670620731,0.9210466853737087,0.40708622427403185,1.0,0.7346780745030571,0.0,0.835857776351451,1.0,1.0,0.8547856062479382,0.0,0.04658583280153161,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.0,0.0,0.975935828877,0,0.23076923076923098,0.0,0.0,0.0,0.38235294117647056,0.14814814814814814,0.3111111111111111,0.1392153616950836,0.3616568550961061,0.42508143322475545,0.13333333333333333,0.2358490566037736,0,0,0,0,0,1.0,0.9697905712791356,0.9599536479532021,0.6931731221206513,0.18033435436443582,0.9159663865546214,0.7445447349686521,0.6435917165234359
1693143917,0.8653685556597137,0.16443800426418856,0.7273419526586257,0.9082850258814954,0.9860815852627098,0.7142989670620731,0.9210466853737087,0.891659711495999,1.0,0.7346780745030571,0.0,0.835857776351451,0.30437957091519463,1.0,0.8547856062479382,0.0,0.04658583280153161,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.04651162790697299,0.0,0.975935828877,0,0.23076923076923098,0.0,0.0,0.0,0.6176470588235294,0.2222222222222222,0.35555555555555557,0.1392153616950836,0.14887580679480816,0.42508143322475545,0.13333333333333333,0.3018867924528302,0,0,0,0,0,0.9599104166421306,0.9397032008561327,1.0,0.7169826672208394,0.37940098138593115,1.0,0.9449912025703802,0.6809052525085272
1693143918,0.8653685556597137,0.16443800426418856,0.7273419526586257,0.9082850258814954,0.9860815852627098,0.7142989670620731,0.9669418965627833,0.891659711495999,0.825600237065647,0.7346780745030571,0.0,0.835857776351451,0.30437957091519463,1.0,0.8275315842736071,0.0,0.04658583280153161,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.04651162790697299,0.00569800569801133,0.975935828877,0,0.23076923076923098,0.0,0.0,0.0,0.8529411764705882,0.37037037037037035,0.5777777777777777,0.867571594106936,0.8581459677991347,0.42508143322475545,0.8,0.8962264150943396,0,0,0,0,0,0.9599104166421306,0.9397032008561327,1.0,0.7169826672208394,0.37940098138593115,0.9159663865546214,0.6239194461444314,0.720919407686141
1693143919,0.8653685556597137,0.16443800426418856,0.7273419526586257,0.9082850258814954,0.9860815852627098,0.7142989670620731,0.9669418965627833,0.891659711495999,0.825600237065647,0.7346780745030571,0.0,0.9170678684518428,0.30437957091519463,0.9508449119863123,0.8275315842736071,0.0,0.04658583280153161,0.0,0.0,0.018335684062058058,0.02412280701753765,0.0,0.04651162790697299,0.00569800569801133,0.975935828877,0,0.23076923076923098,0.0,0.032719836400817916,0.0,1.0,0.48148148148148145,0.6444444444444445,0.3378579705346797,0.2198028228952408,0.42508143322475545,0.4,0.6226415094339622,0,0,0,0,0,0.9599104166421306,0.9397032008561327,1.0,0.7169826672208394,0.37940098138593115,0.9159663865546214,0.6239194461444314,0.6975500835045357
1693143920,0.8653685556597137,0.12832008049367466,0.680360461135223,0.9082850258814954,0.9860815852627098,0.7142989670620731,0.9669418965627833,0.891659711495999,0.825600237065647,0.7346780745030571,0.0,0.9170678684518428,0.30437957091519463,0.9508449119863123,0.8275315842736071,0.0,0.04658583280153161,0.050000000000001085,0.0,0.018335684062058058,0.02412280701753765,0.0,0.04651162790697299,0.00569800569801133,0.975935828877,0,0.23076923076923098,0.0,0.032719836400817916,0.0,0.5419705882352941,0.4058703703703703,0.5102777777777777,0.19698725376593282,0.14887580679480816,0.42508143322475545,0.06666666666666667,0.34004716981132077,0,0,0,0,0,0.9598624815181755,0.9398621745846142,1.0,0.7169448418102331,0.37940098138593115,0.9159663865546214,0.6119093663407199,0.69725079756226
1693143921,0.8653685556597137,0.12832008049367466,0.680360461135223,0.35098508842572884,0.9860815852627098,0.7142989670620731,0.9669418965627833,0.891659711495999,0.825600237065647,0.7346780745030571,0.0,0.9170678684518428,0.30437957091519463,0.9508449119863123,0.8275315842736071,0.0,0.04658583280153161,0.050000000000001085,0.0,0.018335684062058058,0.02412280701753765,0.0,0.04651162790697299,0.00569800569801133,0.975935828877,0,0.23076923076923098,0.0,0.032719836400817916,0.0,0.24255882352941177,0.07407407407407407,0.28888888888888886,0.36242343982784314,0.32576778494928715,0.8436482084690545,0.34980000000000006,0.3195330188679245,0,0,0,0,0,0.760976115032488,1.0,1.0,0.6789999822640749,0.2131872671374978,0.9159663865546214,0.4996038999183234,0.7050787596119229
1693143922,0.8013217269501965,0.12832008049367466,0.680360461135223,0.8465542995420391,0.9860815852627098,0.735450413087312,0.9669418965627833,0.891659711495999,0.825600237065647,0.7346780745030571,0.0,0.9170678684518428,0.30437957091519463,0.9508449119863123,0.8275315842736071,0.0,0.04658583280153161,0.050000000000001085,0.0,0.018335684062058058,0.0,0.0,0.04651162790697299,0.00569800569801133,0.975935828877,0,0.23076923076923098,0.0,0.032719836400817916,0.0,0.3235294117647059,0.2222222222222222,0.35555555555555557,0.3378579705346797,0.29072983899567345,0.42508143322475545,0.3333333333333333,0.3584905660377358,0,0,0,0,0,0.6585832946760747,0.8835662218717815,0.9202340278761674,0.6663415291097278,0.4039171301846254,1.0,0.5282780359116364,0.7214392900999195
