time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,payment_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693143913,10.403671608938767,2.870625670945157,0.8426552472584318,0.4507218568589256,9.981356191883203,9.417578833035993,0.2986748402976101,0.44018355499999995,3.806210600297264,1.0848021826280656,0,0.288928105102423,5.586573227731613,3.491010802469135,1.2677105867829483,201142272,70774784,11493376,424927232,107167744,331755520,38273024,10792960,305889280,98455552,4673536,2949120,308166656,14725120,36384768,40,20,50,6,8,2,8,68,0,0,,0,0,0.008326647469557347,0.003092753623188406,0.03224043715846994,0.017478510028653298,0.0011824104234527694,0.0030168067226890756,0.00323574144486692,0.005992403583950136,0.0227316384180791,0.00476695652173913,0.08043956043956045,0.04713235294117648,0.004236482084690554,0.004630252100840336,0.005307692307692307,0.009290416828983248
1693143914,10.403671608938767,2.870625670945157,0.8426552472584318,0.4507218568589256,9.981356191883203,9.417578833035993,0.29867484029761004,0.522932799560568,3.806210600297264,1.0848021826280656,0,0.288928105102423,5.586573227731613,3.491010802469135,1.2677105867829486,201142272,70774784,11493376,424927232,107167744,331755520,38273024,10792960,305889280,98455552,4673536,2949120,308166656,14725120,36384768,30,26,62,4,6,2,4,32,0,0,,0,0,0.008326647469557347,0.003092753623188406,0.03224043715846994,0.017478510028653298,0.0011824104234527694,0.0030168067226890756,0.00323574144486692,0.0059806114839671895,0.0227316384180791,0.00476695652173913,0.08043956043956045,0.04713235294117648,0.004236482084690554,0.004630252100840336,0.005307692307692307,0.009290082028337062
1693143915,10.403671608938767,2.870625670945157,0.8426552472584318,0.4511137970411356,9.981356191883203,9.059797148766755,0.29867484029761004,0.5124052406965919,3.806210600297264,1.0848021826280656,0,0.288928105102423,5.586573227731613,3.491010802469135,1.2677105867829486,201142272,70774784,11493376,424927232,107167744,331755520,38273024,10792960,305889280,98455552,4673536,2949120,308166656,14725120,36384768,24,10,26,6,4,2,6,40,0,0,,0,0,0.008326647469557347,0.003092753623188406,0.03224043715846994,0.017478510028653298,0.0011824104234527694,0.0030168067226890756,0.00323574144486692,0.0059806114839671895,0.0227316384180791,0.00476695652173913,0.08043956043956045,0.04713235294117648,0.004236482084690554,0.004630252100840336,0.005307692307692307,0.009290082028337062
1693143916,10.403671608938767,2.9794167712432196,0.8521405579228755,0.4511137970411356,9.981356191883203,9.059797148766755,0.29867484029761004,0.5018776818326158,3.806210600297264,1.0848021826280656,0,0.288928105102423,5.586573227731613,3.491010802469135,1.2677105867829486,201142272,71073792,11493376,424927232,107167744,331755520,38273024,10792960,305889280,98455552,4673536,2949120,308166656,14725120,36384768,32,10,42,6,12,2,6,56,0,0,,0,0,0.008371040723981898,0.003093117408906883,0.03224043715846994,0.01760964912280702,0.0011279461279461282,0.0030168067226890756,0.0032277992277992278,0.00598876404494382,0.022979591836734696,0.004767611336032389,0.08043956043956045,0.047423076923076936,0.0042255892255892245,0.004630252100840336,0.00513265306122449,0.009290636704119849
1693143917,10.403671608938767,2.9794167712432196,0.8521405579228755,0.4511137970411356,9.981356191883203,9.059797148766755,0.29867484029761004,0.6167380776690841,3.806210600297264,1.0848021826280656,0,0.288928105102423,2.418309072463758,3.491010802469135,1.2677105867829486,201142272,71073792,11493376,424927232,107167744,331755520,38273024,10809344,305889280,98455552,4673536,2949120,308166656,14725120,36384768,48,14,46,6,6,2,6,70,0,0,,0,0,0.008373655913978494,0.0030909090909090908,0.032427536231884053,0.017478932584269663,0.001203821656050956,0.003018348623853211,0.003233918128654971,0.005992592592592592,0.022836065573770496,0.004763636363636364,0.08065006915629323,0.048242187500000006,0.004240764331210191,0.00463302752293578,0.005269999999999999,0.009296296296296294
1693143918,10.403671608938767,2.9794167712432196,0.8521405579228755,0.4511137970411356,9.981356191883203,9.059797148766755,0.30289928218514045,0.6167380776690841,3.3300791906025897,1.0848021826280656,0,0.288928105102423,2.418309072463758,3.491010802469135,1.249690073328226,201142272,71073792,11493376,424927232,107167744,331755520,38273024,10809344,305905664,98455552,4673536,2949120,308166656,14725120,36384768,64,22,66,28,26,2,26,196,0,0,,0,0,0.008373655913978494,0.0030909090909090908,0.032427536231884053,0.017478932584269663,0.001203821656050956,0.0030168067226890756,0.003224299065420561,0.006023464326592903,0.022836065573770496,0.004763636363636364,0.08065006915629323,0.048242187500000006,0.004240764331210191,0.004630252100840336,0.00505,0.009302365509347578
1693143919,10.403671608938767,2.9794167712432196,0.8521405579228755,0.4511137970411356,9.981356191883203,9.059797148766755,0.30289928218514045,0.6167380776690841,3.3300791906025897,1.0848021826280656,0,0.29859610019147365,2.418309072463758,3.420424512180816,1.249690073328226,201142272,71073792,11493376,424927232,107167744,331755520,38273024,10809344,305905664,98455552,4673536,2949120,308166656,14790656,36384768,74,28,72,12,8,2,14,138,0,0,,0,0,0.008373655913978494,0.0030909090909090908,0.032427536231884053,0.017478932584269663,0.001203821656050956,0.0030168067226890756,0.003224299065420561,0.00598563006632277,0.022836065573770496,0.004763636363636364,0.08065006915629323,0.048242187500000006,0.004240764331210191,0.004630252100840336,0.00505,0.00929882092851879
1693143920,10.403671608938767,2.864646515438578,0.8406907785937586,0.4511137970411356,9.981356191883203,9.059797148766755,0.30289928218514045,0.6167380776690841,3.3300791906025897,1.0848021826280656,0,0.29859610019147365,2.418309072463758,3.420424512180816,1.249690073328226,201142272,71073792,11509760,424927232,107167744,331755520,38273024,10809344,305905664,98455552,4673536,2949120,308166656,14790656,36384768,42.854,23.917,59.925,7.745,6,2,4,78.09,0,0,,0,0,0.008373439876909973,0.0030909207590788523,0.032427536231884053,0.017478168496522683,0.001203821656050956,0.0030168067226890756,0.003223954206692156,0.005985383757274708,0.022835893959385168,0.004763657366341935,0.08065006915629323,0.04824088620701966,0.004240764331210191,0.004630252100840336,0.005041770632252962,0.009298775533829363
1693143921,10.403671608938767,2.864646515438578,0.8406907785937586,0.38452062894069916,9.981356191883203,9.059797148766755,0.30289928218514045,0.6167380776690841,3.3300791906025897,1.0848021826280656,0,0.29859610019147365,2.418309072463758,3.420424512180816,1.249690073328226,201142272,71073792,11509760,424927232,107167744,331755520,38273024,10809344,305905664,98455552,4673536,2949120,308166656,14790656,36384768,22.494,6,40,12.742,10.988,2.257,12.494,73.741,0,0,,0,0,0.00827439570277529,0.0030953346855983775,0.032427536231884053,0.017521739130434782,0.0011404682274247493,0.0030168067226890756,0.0032026768642447415,0.006002043090638931,0.022123853211009178,0.00477160243407708,0.08065006915629323,0.046935483870967756,0.004228093645484951,0.004630252100840336,0.0049648183556405346,0.009299962852897477
1693143922,9.873907858333125,2.864646515438578,0.8406907785937586,0.4437374376342915,9.981356191883203,9.25907241217206,0.30289928218514045,0.6167380776690841,3.3300791906025897,1.0848021826280656,0,0.29859610019147365,2.418309072463758,3.420424512180816,1.249690073328226,201142272,71073792,11509760,424927232,107167744,331665408,38273024,10809344,305905664,98455552,4673536,2949120,308166656,14790656,36384768,28,14,46,12,10,2,12,82,0,0,,0,0,0.008236704446381866,0.00308678881388621,0.03204337899543379,0.017338709677419357,0.001213166144200627,0.003018348623853211,0.0032135922330097087,0.006001459321415541,0.021757272727272722,0.004756219864995179,0.08023076923076923,0.046500000000000014,0.004242633228840125,0.00463302752293578,0.004984466019417476,0.009302444363371031
