time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693187504,10.143533518082299,2.806487511581734,0.9012743082636951,0.41855329787717627,9.412544127967825,9.46814818932529,0.26360918845426357,0.6360235254810245,3.330227564036728,1.161939239069767,0,0.33044037618611816,3.4523337648727357,3.316908117356174,1.4201383947845605,200351744,70840320,10461184,424943616,106958848,330428416,38023168,9515008,277585920,93368320,4739072,2957312,300204032,12795904,36294656,40,22,64,12,10,2,8,86,0,0,0,0,0,0.008005346675121039,0.0030317753886599445,0.02883675464320625,0.017833827893175076,0.0016853932584269663,0.0030512820512820517,0.0035178947795158123,0.005882240122746452,0.021073283858998145,0.0046571956995879,0.07771428571428572,0.0418918918918919,0.004346067415730337,0.004692307692307693,0.007633890428316222,0.00929612581511316
1693187505,10.143533518082299,2.806487511581734,0.9012743082636951,0.41855329787717627,9.412544127967825,9.46814818932529,0.25830825596129137,0.6385574870605033,3.330227564036728,1.161939239069767,0,0.33044037618611816,4.04546898238132,3.316908117356174,1.4201383947845605,200351744,70840320,10461184,424943616,106958848,330428416,38023168,9515008,277585920,93368320,4739072,2957312,300204032,12795904,36294656,34,24,56,12,12,2,12,98,0,0,0,0,0,0.007974538662407245,0.0030317757009345795,0.02883675464320625,0.017833827893175076,0.0016853932584269663,0.0030512820512820517,0.0035180467091295116,0.005882240122746452,0.02097256637168141,0.0046571962616822424,0.07771428571428572,0.0418918918918919,0.004346067415730337,0.004692307692307693,0.007634453781512605,0.00929612581511316
1693187506,10.143533518082299,2.8064875115817345,0.9012743082636951,0.41855329787717627,9.412544127967823,9.46814818932529,0.29649859947283524,0.6385574870605033,3.330227564036728,1.161939239069767,0.000046005880477519674,0.33044037618611816,3.656480522962076,3.316908117356174,1.4201383947845605,200351744,70840320,10461184,424943616,106958848,330428416,38260736,9515008,277585920,93368320,4739072,2957312,300503040,12795904,36294656,40,14,44,12,8,2,8,94,0,0,0,0,0,0.007974538662407245,0.0030317757009345795,0.02883675464320625,0.017833827893175076,0.0016853932584269663,0.0030512820512820517,0.0035180467091295116,0.005888133030990174,0.02097256637168141,0.0046571962616822424,0.07771428571428572,0.0418918918918919,0.004346067415730337,0.004692307692307693,0.007634453781512605,0.009300075585789873
1693187507,10.143533518082299,2.8064875115817345,0.9149727712747564,0.41855329787717627,9.412544127967823,7.504013302168719,0.29649859947283524,0.6385574870605033,3.330227564036728,1.161939239069767,0.000046005880477519674,0.3354427890217449,3.656480522962076,3.316908117356174,1.4201383947845605,200351744,70840320,10461184,424943616,106958848,330858496,38260736,9515008,277585920,93368320,4739072,3088384,300503040,12795904,36294656,44,20,56,8,12,2,12,92,0,0,0,0,0,0.007974538662407245,0.0030317757009345795,0.02883675464320625,0.017833827893175076,0.0016853932584269663,0.0030512820512820517,0.0035180467091295116,0.005888133030990174,0.02097256637168141,0.0046571962616822424,0.07771428571428572,0.0418918918918919,0.004346067415730337,0.004692307692307693,0.007634453781512605,0.009300075585789873
1693187508,10.143533518082299,2.8064875115817345,0.9149727712747564,0.41855329787717627,9.412544127967823,8.878066762785759,0.29649859947283524,0.6385574870605033,3.330227564036728,1.161939239069767,0.000046005880477519674,0.3354427890217449,3.656480522962076,3.316908117356174,1.4201383947845605,200351744,70840320,10461184,424943616,106958848,330858496,38260736,9515008,277585920,93368320,4739072,3088384,300503040,12795904,36294656,56,24,60,14,12,2,12,92,0,0,0,0,0,0.00792025005009547,0.003034136546184739,0.028921052631578948,0.017799079754601224,0.0016853932584269663,0.0030560747663551406,0.0035180467091295116,0.005865720948309366,0.020767463235294117,0.00466144578313253,0.07777015437392797,0.04204128440366972,0.004346067415730337,0.004700934579439252,0.007634453781512605,0.009295958025650992
1693187509,9.99969586970344,2.8064875115817345,0.9149727712747564,0.41855329787717627,9.412544127967823,8.878066762785759,0.29649859947283524,0.6343094716043087,3.330227564036728,1.161939239069767,0.000046005880477519674,0.3354427890217449,3.656480522962076,3.316908117356174,1.4201383947845605,200351744,70840320,10461184,424943616,106958848,330858496,38260736,9527296,277585920,93368320,4739072,3088384,300503040,12795904,36294656,38,12,60,6,6,2,6,54,0,0,0,0,0,0.00794370399057558,0.003038321167883212,0.028665048543689318,0.018053097345132742,0.0016759002770083103,0.0030512820512820517,0.0035041666666666667,0.005930211032950759,0.020591071428571424,0.004668978102189781,0.07765990639625585,0.04260504201680672,0.004344044321329641,0.004692307692307693,0.00758050847457627,0.009311921510551649
1693187510,9.803641263533871,2.9408441136035357,0.9149727712747564,0.41855329787717627,9.412544127967823,8.878066762785759,0.29649859947283524,0.6343094716043087,3.330227564036728,0.9442370609347619,0.00006866160881862607,0.3354427890217449,3.656480522962076,3.316908117356174,1.4201383947845605,200515584,70983680,10461184,424943616,106958848,330858496,38260736,9527296,277585920,93368320,4739072,3088384,300503040,12795904,36294656,40,14,48,8,6,2,10,60,0,0,0,0,0,0.007948953306812945,0.003038321167883212,0.028665048543689318,0.018053097345132742,0.0016759002770083103,0.0030512820512820517,0.0035041666666666667,0.005930211032950759,0.02065202702702703,0.004668978102189781,0.07765990639625585,0.04260504201680672,0.004344044321329641,0.004692307692307693,0.00758050847457627,0.009311921510551649
1693187511,9.803641263533871,2.9408441136035357,0.9149727712747564,0.41855329787717627,9.412544127967823,8.878066762785759,0.29649859947283524,0.6343094716043087,3.330227564036728,0.9630660682916804,0.00006866160881862607,0.3347585800583412,3.656480522962076,3.316908117356174,1.4201383947845605,200515584,70983680,10461184,424943616,106958848,330858496,38260736,9527296,277585920,93368320,4739072,3088384,300503040,12795904,36294656,30,22,38,10,18,2,20,86,0,0,0,0,0,0.007948953306812945,0.003038321167883212,0.028665048543689318,0.018053097345132742,0.0016759002770083103,0.0030512820512820517,0.0035041666666666667,0.005940029433406917,0.02065202702702703,0.004668978102189781,0.07765990639625585,0.04260504201680672,0.004344044321329641,0.004692307692307693,0.00758050847457627,0.009311626195732156
1693187512,9.803641263533871,2.9408441136035357,0.9149727712747564,0.41855329787717627,9.412544127967823,8.878066762785759,0.29649859947283524,0.6343094716043087,2.7642025083758184,0.9818950756485991,0.00006866160881862607,0.3347585800583412,3.656480522962076,3.316908117356174,1.4201383947845605,200515584,70983680,10461184,424943616,106958848,330858496,38260736,9527296,277585920,93368320,4739072,3088384,300503040,12795904,36294656,64,18,78,14,16,2,16,126,0,0,0,0,0,0.007948953306812945,0.003038321167883212,0.028665048543689318,0.018053097345132742,0.0016759002770083103,0.0030512820512820517,0.0035041666666666667,0.005940029433406917,0.02065202702702703,0.004668978102189781,0.07765990639625585,0.04260504201680672,0.004344044321329641,0.004692307692307693,0.00758050847457627,0.009311626195732156
1693187513,9.803641263533871,2.869623445759461,0.9149727712747564,0.41855329787717627,9.412544127967823,8.878066762785759,0.29649859947283524,0.6343094716043087,2.7642025083758184,1.1297404414151253,0.00006866160881862607,0.3347585800583412,3.656480522962076,3.316908117356174,1.4349408552575196,200515584,70983680,10461184,424943616,106958848,330858496,38260736,9527296,277585920,93368320,4739072,3088384,300503040,12795904,36462592,16,14,32,8,6,2,6,48,0,0,0,0,0,0.007883524464279163,0.0030413385826771654,0.02893782383419689,0.01797872340425532,0.0016759002770083103,0.0030560747663551406,0.0035041666666666667,0.005901029748283751,0.02047069271758437,0.004674409448818897,0.07738382099827884,0.04265217391304348,0.004344044321329641,0.004700934579439252,0.00758050847457627,0.009306826849733028
