time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693074834,0.8677456830221302,0.35048817901573276,0.8147046891355161,0.902549582947764,0.9189930354197174,0.4522882565514754,0.7839885454202805,0.9459374894366339,0.1820330534700163,0.8315880620450312,0.0,0.8455419596962023,0.38015972322897656,0.9183848827617305,0.8629696753634666,0.0,0.0,0.9628252788104088,0,0.08900523560209597,0.05359179019383362,0.0,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.0,0.34924719732599757,0.5832094013355495,0.5118316590015672,0.4255724692550719,0.533519925363188,0.9259259259259258,0.6160786270971705,0.11711711711711711,0,0,0,0,0,0,0.15697567086942488,1.0,1.0,0.46480604533845304,0.39643312922921387,0.18179292859145327,0.493128451050665,0.592857845868616
1693074835,0.8677456830221302,0.35048817901573276,0.8147046891355161,0.902549582947764,0.9189930354197174,0.4522882565514754,0.7839885454202805,0.9459374894366339,0.26294539320998095,0.8315880620450312,0.0,0.44415657504025535,0.38015972322897656,0.9183848827617305,0.8629696753634666,0.0,0.0,0.9628252788104088,0,0.08900523560209597,0.05359179019383362,0.0,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.0,0.14218948738426954,0.17496282040066485,0.2292078826340536,0.11224836157602028,0.1336798613887778,0.9259259259259258,0.232157254194341,0.0990990990990991,0,0,0,0,0,0,0.17098095434071223,0.493074792243786,1.0,0.4018047702849408,0.015527521040152417,0.18179292859145327,0.526588167644633,0.40209496446711607
1693074836,0.8677456830221302,0.35048817901573276,0.8147046891355161,0.902549582947764,0.9189930354197174,0.34298889178842384,0.7839885454202805,0.9459374894366339,0.24982340930750807,0.8462463754666649,0.0,0.3960807115049888,0.24444775239905858,0.9183848827617305,0.3755783495552176,0.0,0.0,0.9628252788104088,0,0.08900523560209597,0.05359179019383362,0.0,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.3196675244771793,0.17496282040066485,0.28059402379178333,0.2166897308023708,0.20031987205117952,0.9259259259259258,0.15537297961377508,0.24324324324324326,0,0,0,0,0,0,0.15348320513783498,0.493074792243786,1.0,0.6197275762040796,0.20298408501888143,0.18179292859145327,0.5402017172921704,0.3967195396485757
1693074837,0.8602184510912403,0.35048817901573276,0.8147046891355161,0.902549582947764,1.0,0.32867957063244935,0.7839885454202805,0.9459374894366339,0.23670142540503536,0.8462463754666649,0.0,0.3480048479697211,0.2529243173576616,0.9183848827617305,0.4354691658265376,0.0,0.0,0.9628252788104088,0,0.08900523560209597,0.05359179019383362,0.0,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.37882687017481587,0.5248884612019946,0.40905937668610776,0.32113110002872136,0.33359989337598295,0.9259259259259258,0.6160786270971705,0.2882882882882883,0,0,0,0,0,0,0.15348320513783498,0.493074792243786,1.0,0.6197275762040796,0.20298408501888143,0.18179292859145327,0.5402017172921704,0.3967195396485757
1693074838,0.8602184510912403,0.35048817901573276,0.8147046891355161,0.902549582947764,1.0,0.31437024947647474,0.8967340492281268,0.9459374894366339,0.22357944150256231,0.8462463754666649,0.0,0.2999289844344537,0.26140088231626457,0.9183848827617305,1.0,0.0,0.0,0.9628252788104088,0,0.08900523560209597,0.05359179019383362,0.07634730538922258,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.46756588872127075,0.5832094013355495,0.6659900824747566,0.37335178464189667,0.26695988271358123,0.9259259259259258,0.30894152877490694,0.43243243243243246,0,0,0,0,0,0,0.15348320513783498,0.493074792243786,1.0,0.6197275762040796,0.20298408501888143,0.18179292859145327,0.5402017172921704,0.3967195396485757
1693074839,0.8602184510912403,0.35048817901573276,0.8147046891355161,0.8511744497075094,1.0,0.30006092832050035,0.9453921636459826,0.9459374894366339,0.21045745760008963,0.8462463754666649,0.0,0.8176123908501592,0.334892700507352,0.9183848827617305,1.0,0.0,0.0,0.9628252788104088,0,0.08900523560209597,0.05359179019383362,0.07634730538922258,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.28643476203153195,0.5967398594465344,0.553531512551065,0.2060106007989765,0.20031987205117952,0.9768518518518517,0.23004568664337544,0.1688468468468468,0,0,0,0,0,0,0.07772042693438325,0.017915780379269115,0.28949669220406,0.6752321575676453,0.4153716652332476,0.18179292859145327,0.5402370218056585,0.20896255558741858
1693074840,0.8602184510912403,0.35048817901573276,0.8147046891355161,0.8511744497075094,0.9140723946237423,0.28575160716452597,0.9453921636459826,0.9459374894366339,0.19733547369761675,0.8462463754666649,0.7447406692264309,0.8176123908501592,0.334892700507352,0.9183848827617305,1.0,0.0,0.0,0.9628252788104088,0,0.35078534031413783,0.05359179019383362,0.07634730538922258,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.20134883308190613,0.29253783570991165,0.0750494591608643,0.11224836157602028,0.20031987205117952,0.9259259259259258,0.232157254194341,0.052405405405405406,0,0,0,0,0,0,0.0883291107933454,0.017917420760892463,0.2894966922040621,0.6963096177443509,0.1698158185434733,0.18179292859145327,0.779968091302536,0.14303050816809354
1693074841,0.8602184510912403,0.37233691503109817,0.8147046891355161,0.8511744497075094,0.9140723946237423,0.8219597225983314,0.9453921636459826,0.9459374894366339,0.18421348979514388,0.8462463754666649,0.7447406692264309,0.8176123908501587,0.334892700507352,0.9183848827617305,1.0,0.0,0.0,0.9628252788104088,0,0.35078534031413783,1.0,0.07634730538922258,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.46367616174165105,0.23541247484909458,0.4604455178438375,0.5822345230945978,0.7334399573503931,0.9259259259259258,0.6928629016777365,0.5585585585585585,0,0,0,0,0,0,0.0741376424063126,0.01791749371416759,0.2894966922040621,0.8094584960381644,0.4493276072939421,0.18179292859145327,0.9681732121133257,0.10434306585467526
1693074842,0.8602184510912403,0.36591236503766106,0.29629443297795827,0.8511744497075094,0.9140723946237423,0.8219597225983314,0.9453921636459826,0.9459374894366339,0.2905979286936039,0.8462463754666649,0.7447406692264309,0.8176123908501587,0.334892700507352,0.9183848827617305,1.0,0.0,0.07726980038634815,0.9628252788104088,0,0.35078534031413783,1.0,0.07634730538922258,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.6154642529653621,0.6998512816026594,0.563217800159297,0.4255724692550719,0.6001599360255898,0.9259259259259258,0.5392943525166046,0.3963963963963964,0,0,0,0,0,0,0.0741376424063126,0.01791749371416759,0.2894966922040621,0.8094584960381644,0.4493276072939421,0.18179292859145327,0.9681732121133257,0.10434306585467526
1693074843,0.8602184510912403,0.36591236503766106,0.2303120852039456,0.8511744497075094,0.9140723946237423,0.8219597225983314,0.9453921636459826,0.9459374894366339,0.2905979286936039,0.8462463754666649,0.7447406692264309,0.8554342215387104,0.334892700507352,0.9183848827617305,1.0,0.0,0.07726980038634815,0.9628252788104088,0,0.35078534031413783,1.0,0.07634730538922258,0.0,0.0,0.2834645669291472,0,0.0,0.0,0.0,0.033232628398792007,0.2605081787795427,0.4082465809348847,0.28059402379178333,0.32113110002872136,0.40023990403838466,0.9259259259259258,0.30894152877490694,0.3333333333333333,0,0,0,0,0,0,0.0741376424063126,0.01791749371416759,0.2894966922040621,0.8094584960381644,0.4493276072939421,0.18179292859145327,0.9681732121133257,0.10434306585467526
