time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693190174,3.0454491107449253,8.160006888639977,1.0580278973563457,0.44284731332074007,9.121342788891598,4.522890324293571,0.28987790320997314,0.6502742634083738,0.8186600363254004,1.0503957671529487,0,0.3312041584449381,2.087260335137736,2.8725674259262655,1.364125499418806,211111936,82931712,13144064,426455040,109731840,327983104,43601920,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48205824,56,22,68,10,10,2,10,98,0,0,0,0,0.010758670520231214,0.0036875,0.03007553426676492,0.01607300884955752,0.0016794520547945204,0.0030168067226890756,0.0030306643952299826,0.0029241660667146626,0.02247543352601156,0.19944196428571423,0.0713184931506849,0.02411725663716814,0.004344657534246576,0.004630252100840336,0.004682453151618399,0.004632445404367651
1693190175,3.0454491107449253,8.160006888639977,1.0580278973563457,0.44284731332074007,9.121342788891598,4.522890324293571,0.28987790320997314,0.555407417078885,0.8186600363254004,1.0503957671529487,0,0.3312041584449381,2.4026054666666656,2.917569501805048,1.364125499418806,211111936,82931712,13144064,426455040,109731840,327983104,43601920,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48205824,36,10,46,10,10,2,10,78,0,0,0,0,0.010758670520231214,0.0036875,0.03007553426676492,0.01607300884955752,0.0016794520547945204,0.0030168067226890756,0.0030306643952299826,0.0029241660667146626,0.02247543352601156,0.19944196428571423,0.0713184931506849,0.02411725663716814,0.004344657534246576,0.004630252100840336,0.004682453151618399,0.004632445404367651
1693190176,3.0454491107449253,6.357010869129094,0.8571700068813033,0.44284731332074007,9.121342788891598,4.522890324293571,0.28987790320997314,0.6448748452642228,0.8186600363254004,1.0503957671529487,0,0.3312041584449381,2.4026054666666656,2.917569501805048,1.364125499418806,211111936,82931712,13144064,426455040,109731840,327983104,43601920,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48205824,34,18,54,12,10,2,12,88,0,0,0,0,0.010530303030303029,0.0035063291139240506,0.029956556082148506,0.015958429561200922,0.0016794520547945204,0.003,0.0030306643952299826,0.0029212871287128714,0.022445454545454546,0.17834394904458598,0.06680147058823539,0.02405080831408776,0.004344657534246576,0.0046,0.004682453151618399,0.004632574257425743
1693190177,3.0454491107449253,6.484996645876722,1.0153235758849881,0.44284731332074007,9.121342788891598,5.585576346058646,0.2916440966813878,0.6448748452642228,0.8186600363254004,1.0503957671529487,0,0.3312041584449381,2.4026054666666656,2.917569501805048,1.364125499418806,211111936,82931712,13144064,426455040,109731840,327983104,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48205824,28,22,46,6,6,2,6,42,0,0,0,0,0.010996701225259189,0.0034590909090909095,0.02974419448476052,0.01596938775510204,0.001700280112044818,0.003,0.0030327868852459017,0.002921697398332912,0.022516022620169652,0.16955414012738845,0.06558333333333333,0.024010204081632652,0.004349019607843138,0.0046,0.004682331511839708,0.004626370295529174
1693190178,3.2931005390313057,6.6129824226243485,1.0153235758849881,0.44284731332074007,8.970514780519075,5.585576346058646,0.2916440966813878,0.6448748452642228,0.8237330409284742,1.0503957671529487,0,0.3312041584449381,2.4026054666666656,2.917569501805048,1.3570910207472138,211103744,82931712,13144064,426455040,109731840,327983104,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48525312,30,16,44,8,8,2,8,60,0,0,0,0,0.010996701225259189,0.0034590909090909095,0.02974419448476052,0.01596938775510204,0.001700280112044818,0.003,0.003027972027972028,0.002915369649805448,0.022516022620169652,0.16955414012738845,0.06558333333333333,0.024010204081632652,0.004349019607843138,0.0046,0.004678321678321678,0.0046235408560311286
1693190179,3.2931005390313057,7.67914660485767,0.8559854627094373,0.44284731332074007,8.970514780519075,5.585576346058646,0.2916440966813878,0.6448748452642228,0.8237330409284742,1.0503957671529487,0,0.3312041584449381,2.4026054666666656,2.917569501805048,1.3570910207472138,211103744,82931712,13144064,426455040,109731840,327983104,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48525312,48,26,68,16,16,2,16,120,0,0,0,0,0.010996556036602418,0.0034590909090909095,0.02974419448476052,0.015969335027157826,0.0017003234337220274,0.003,0.003027973054948342,0.00291537106565169,0.02251599273893877,0.16955414012738845,0.06558333333333333,0.024010190558685394,0.004349027973408391,0.0046,0.00467832296715846,0.004623541940205516
1693190180,3.2931005390313057,7.67914660485767,1.0085545683826804,0.44284731332074007,9.00755766978391,5.585576346058646,0.2916440966813878,0.6448748452642228,0.8237330409284742,1.0503957671529487,0,0.25678767086977417,2.4026054666666656,2.917569501805047,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,327983104,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48525312,24,14,40,12,10,2,12,72,0,0,0,0,0.010996652924489871,0.0034590909090909095,0.02974419448476052,0.01596938775510204,0.001700280112044818,0.003,0.003027972027972028,0.002915369649805448,0.02251601238383168,0.16955414012738845,0.06558333333333333,0.024010204081632652,0.004349019607843138,0.0046,0.004678321678321678,0.0046235408560311286
1693190181,3.2931005390313057,7.67914660485767,1.0085545683826804,0.44284731332074007,9.00755766978391,5.585576346058646,0.29164409668138785,0.6448748452642228,0.8237330409284742,1.0763763783993523,0.0000458247933884409,0.2621888092200084,2.4026054666666656,2.917569501805047,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,327983104,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48525312,50,24,70,10,10,2,10,94,0,0,0,0,0.010764094955489615,0.0033613636363636367,0.029710424710424715,0.01588407494145199,0.001700280112044818,0.003,0.003027972027972028,0.0029128911138923655,0.02244955489614243,0.1429831932773109,0.060390070921985874,0.023963700234192038,0.004349019607843138,0.0046,0.004678321678321678,0.0046242302878598245
1693190182,3.2931005390313057,7.67914660485767,1.0085545683826804,0.44284731332074007,9.00755766978391,5.585576346058646,0.2565583207238995,0.6448748452642228,0.8237330409284742,1.0103186703973075,0.0000458247933884409,0.2675899475702426,2.4026054666666656,2.917569501805047,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,327983104,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48525312,66,28,76,14,14,2,14,150,0,0,0,0,0.010768500948766604,0.00323686920700309,0.029816433566433567,0.01597345132743363,0.0016869806094182824,0.003,0.0030291970802919714,0.0029249370277078086,0.022415559772296013,0.006523809523809524,0.059919871794871786,0.023938053097345133,0.004346260387811635,0.0046,0.004681751824817519,0.004626095717884131
1693190183,3.2931005390313057,7.67914660485767,1.0085545683826804,0.44284731332074007,9.00755766978391,5.753624804304266,0.29824367324200496,0.6448748452642228,0.8237330409284742,1.0103186703973075,0.0000458247933884409,0.2729910859204769,2.4026054666666656,2.917569501805047,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,328605696,43814912,10604544,293257216,94642176,4800512,2912256,301432832,17010688,48525312,20,12,30,6,6,2,6,34,0,0,0,0,0.010768451398037403,0.00323686920700309,0.029816433566433567,0.01597345132743363,0.0016869806094182824,0.003,0.0030346020761245675,0.0029183085055261896,0.022415549477083914,0.006523809523809524,0.059919871794871786,0.023938053097345133,0.004346260387811635,0.0046,0.004689965397923876,0.004622873618452667
1693190184,3.2931005390313057,7.67914660485767,1.0085545683826804,0.44284731332074007,9.00755766978391,5.753624804304266,0.29824367324200496,0.6448748452642228,0.8237330409284742,1.0103186703973075,0.0000458247933884409,0.2276984900000001,3.2629734647153152,2.917569501805047,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,328605696,43814912,10604544,293257216,94642176,4800512,2912256,301957120,17010688,48525312,36,22,62,10,10,2,10,70,0,0,0,0,0.010768500948766604,0.00323686920700309,0.029816433566433567,0.01597345132743363,0.0016869806094182824,0.003,0.0030346020761245675,0.0029183085055261896,0.022415559772296013,0.006523809523809524,0.059919871794871786,0.023938053097345133,0.004346260387811635,0.0046,0.004689965397923876,0.004622873618452667
1693190185,3.2931005390313057,7.67914660485767,1.0085545683826804,0.44284731332074007,9.00755766978391,5.753624804304266,0.29824367324200496,0.6448748452642228,0.7100006775969471,1.0103186703973075,0.0000458247933884409,0.2679734283931093,3.2629734647153152,2.4781835348332075,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,328605696,43814912,10604544,293257216,94642176,4800512,2912256,301957120,17010688,48525312,52,22,68,18,18,2,18,130,0,0,0,0,0.010768500948766604,0.00323686920700309,0.029816433566433567,0.01597345132743363,0.0016869806094182824,0.003,0.0030346020761245675,0.0029183085055261896,0.022415559772296013,0.006523809523809524,0.059919871794871786,0.023938053097345133,0.004346260387811635,0.0046,0.004689965397923876,0.004622873618452667
1693190186,3.2931005390313057,6.576378490474526,1.0085545683826804,0.44284731332074007,9.00755766978391,5.753624804304266,0.29824367324200496,0.5523872532202309,0.7671007527186402,1.0103186703973075,0.0000458247933884409,0.262572290042875,3.2629734647153152,2.90034193625894,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,328605696,43814912,10604544,293257216,94642176,4800512,2912256,301957120,17018880,48525312,14.012,10,44,6.036,6.024,2,6.024,20.036,0,0,0,0,0.010556379821958456,0.00315859938208033,0.029810549777117386,0.015895348837209302,0.0016869806094182824,0.003,0.0030346020761245675,0.0029153674832962137,0.02237240356083086,0.0048854788877445935,0.05470790378006878,0.023960465116279066,0.004346260387811635,0.0046,0.004689965397923876,0.004622667656520663
1693190187,3.408205609700807,6.448392713726898,1.0085545683826804,0.44284731332074007,9.00755766978391,5.753624804304266,0.29824367324200496,0.6388006335083198,0.7671007527186402,1.0103186703973075,0.0000458247933884409,0.3326541347951728,3.3041234982791496,2.90034193625894,1.3570910207472138,211103744,82931712,13152256,426455040,108773376,328605696,43814912,10608640,293257216,94642176,4800512,2912256,301957120,17018880,48525312,24,14,44,12,10,2,10,48,0,0,0,0,0.010809859154929578,0.0030747126436781605,0.029792524005486966,0.016044018058690747,0.0016759002770083103,0.003,0.0030397111913357403,0.0029182452642073776,0.022421126760563383,0.004734482758620689,0.055512422360248455,0.024129796839729118,0.004344044321329641,0.0046,0.004694584837545126,0.004622731804586241
1693190188,3.408205609700807,6.320406936979271,1.0085545683826804,0.45278023914411425,9.00755766978391,5.753624804304266,0.29824367324200496,0.6388006335083198,0.7671007527186402,1.0103186703973075,0.0000458247933884409,0.3326541347951728,3.3710831395453194,2.8296561715181054,1.0761671822384398,211103744,82931712,13152256,426455040,108773376,328605696,43814912,10608640,293257216,94642176,4800512,2912256,301957120,17018880,48525312,34,16,62,10,10,2,10,82,0,0,0,0,0.010809859154929578,0.0030747126436781605,0.029792524005486966,0.016044018058690747,0.0016759002770083103,0.003,0.0030275862068965516,0.0029163079866092777,0.022421126760563383,0.004734482758620689,0.055512422360248455,0.024129796839729118,0.004344044321329641,0.0046,0.004688275862068966,0.004621520803443328
