time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693205458,0.18156450597592005,0.32904306991979837,0.8937698872450336,0.9743638727003348,0.39744901062106264,0.253575095736142,0.9684583769721224,0.876686614072958,0.10496110950774869,0.6738787081233282,0.0,0.9112592250075683,0.4888572779562337,0.05845825901318487,0.5496809900791292,0.0,0.0,0.0,0.0,0.10402476780185839,0.03813559322033328,0.0,0.0,0.0,0.7475728155339781,0,0.0,0.15743073047858896,0.0,0.0,0.37980963953017416,0.45454545454545453,0.5441176470588235,0.14300405644746617,0.1875,0.28086419753086433,0.1736479170228529,0.34523809523809523,0,0,0,0,0,0.0,0.0009290444231467353,0.010802357844235055,0.0008392955714194772,0.0006613615910209747,0.28991779754100505,0.5957634157771629,0.03174599715912627,1.3444842243526611e-05
1693205459,0.18156450597592005,0.32904306991979837,0.8822665396491306,0.9743638727003348,0.0,0.016538056256551723,0.9684583769721224,0.876686614072958,0.10496110950774869,0.6738787081233282,0.0,0.9112592250075683,0.4888572779562337,0.05845825901318487,0.5496809900791292,0.0,0.0,0.0,0.0,0.10402476780185839,0.03813559322033328,0.0,0.0,0.0,0.7475728155339781,0,0.0,0.15743073047858896,0.0,0.0,0.31652490886998785,0.24242424242424243,0.35294117647058826,0.17157058789921728,0.21875,0.28086419753086433,0.202142816435858,0.3869047619047619,0,0,0,0,0,0.0,0.0009180696424412727,0.010802357844235055,0.0008392955714194772,0.0006613308527100421,0.2281377290012239,0.5957634157771629,0.031746229105551235,1.8082138623815315e-05
1693205460,0.2238758080046312,0.32904306991979837,0.8822665396491306,0.9582436430514596,0.0,0.02521405063354031,0.966055598395955,0.876686614072958,0.10496110950774869,0.6738787081233282,0.0,0.9380040762425917,0.4888572779562337,0.05845825901318487,0.5496809900791292,0.019332161687170293,0.0,0.0,0.0,0.10402476780185839,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7475728155339781,0,1.0,0.15743073047858896,0.0,0.0,0.3418388011340624,0.18181818181818182,0.36764705882352944,0.28583671370622177,0.3125,0.28086419753086433,0.2876275146748732,0.47023809523809523,0,0,0,0,0,0.0,0.0009290444231467353,0.010802357844235055,0.0008392955714194772,0.0006613615910209747,0.22810229684722885,0.5957634157771629,0.03174599715912627,1.2908870114440388e-05
1693205461,0.2238758080046312,0.32904306991979837,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.966055598395955,0.876686614072958,0.10496110950774869,0.6738787081233282,0.0,0.9380040762425917,0.4888572779562337,0.05845825901318487,0.5496809900791292,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7475728155339781,0,1.0,0.15743073047858896,0.0,0.0,0.15198460915350345,0.06060606060606061,0.1323529411764706,0.05730446209221276,0.0625,0.28086419753086433,0.059668319370832626,0.16666666666666666,0,0,0,0,0,0.0,0.0009290444231467353,0.010802357844235055,0.0008392955714194772,0.0006613615910209747,0.22810229684722885,0.5957634157771629,0.03174599715912627,1.2908870114440388e-05
1693205462,0.2238758080046312,0.32904306991979837,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.966055598395955,0.8766866140729591,0.10496110950774869,0.6738787081233282,0.0,0.9380040762425917,0.07294933356181395,0.05845825901318487,0.5496809900791292,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7475728155339781,0,1.0,0.15743073047858896,0.0,0.0,0.15198460915350345,0.2727272727272727,0.3088235294117647,0.02873793064046163,0.03125,0.28086419753086433,0.03117341995782755,0.1130952380952381,0,0,0,0,0,0.0,0.0004711810764437829,0.01241227112744537,0.0009549635375239305,0.0006784532484981712,0.2258630564957042,0.5957634157771629,0.0318090674382448,1.0142569622465352e-05
1693205463,0.2238758080046312,0.32904306991979837,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.966055598395955,0.8766866140729591,0.10496110950774869,0.4003152690722315,0.0,0.9380040762425917,0.07294933356181395,0.05845825901318487,0.5496809900791292,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7475728155339781,0,1.0,0.15743073047858896,0.0,0.0,0.25324017820980155,0.2727272727272727,0.35294117647058826,0.11443752499571502,0.15625,0.28086419753086433,0.11665811819684277,0.25595238095238093,0,0,0,0,0,0.0,0.0026047361270025624,0.010958279949825499,0.001138816968005808,0.0006640841559288438,0.24769211576846156,0.5957634157771629,0.0315673760533055,1.8200476346917794e-05
1693205464,0.2238758080046312,0.11014071442550293,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.966055598395955,0.8766866140729591,0.10496110950774869,0.37025940790311573,0.0,0.9380040762425917,0.07294933356181395,0.024732915732138178,0.5187640494640918,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7475728155339781,0,1.0,0.15743073047858896,0.0,0.0,0.18995544754961524,0.21212121212121213,0.2647058823529412,0.05730446209221276,0.0625,0.28086419753086433,0.059668319370832626,0.16666666666666666,0,0,0,0,0,0.0,0.0026047361270025624,0.010958279949825499,0.001138816968005808,0.0006640841559288438,0.2286694053752961,0.5957634157771629,0.0315673760533055,2.3090834783658178e-05
1693205465,0.2238758080046312,0.32564652510581465,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.9600624087817162,0.8766866140729591,0.10496110950774869,0.340203546734,0.0,0.9380040762425917,0.07294933356181395,0.02760448398289794,0.5744901305302883,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7475728155339781,0,1.0,0.15743073047858896,0.0,0.013399359161083356,0.1646415552855407,0.12121212121212122,0.25,0.05730446209221276,0.0625,0.28086419753086433,0.059668319370832626,0.13095238095238096,0,0,0,0,0,0.0,0.0026047361270025624,0.010958279949825499,0.001138816968005808,0.0006640841559288438,0.2286694053752961,0.5957634157771629,0.0315673760533055,1.8797282301629355e-05
1693205466,0.2238758080046312,0.32564652510581465,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.9600624087817162,0.8766866140729591,0.10496110950774869,0.5802328514067366,0.0,0.9380040762425917,0.07294933356181395,0.05626919615404505,0.5744901305302883,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7378640776699075,0,1.0,0.15743073047858896,0.0,0.013399359161083356,0.32933373835560953,0.36363636363636365,0.45588235294117646,0.029437810661029525,0.062875,0.28086419753086433,0.03151535875078361,0.18474107142857144,0,0,0,0,0,0.0,0.0026047361270025624,0.010958279949825499,0.001138816968005808,0.0006640841559288438,0.2286694053752961,0.5957634157771629,0.0315673760533055,1.8797282301629355e-05
1693205467,0.2238758080046312,0.32564652510581465,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.9600624087817162,0.8766866140729591,0.10496110950774869,0.5802328514067366,0.0,0.9380040762425917,0.07294933356181395,0.05626919615404505,0.5744901305302883,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7378640776699075,0,1.0,0.15743073047858896,0.0,0.013399359161083356,0.1646415552855407,0.15151515151515152,0.2647058823529412,0.20013711935096842,0.125,0.28086419753086433,0.14515301760984783,0.23214285714285715,0,0,0,0,0,0.0,0.00023328681551082088,0.008393452320081055,0.0008458515807658277,0.0004075817835310048,0.2681172138481583,0.5957634157771629,0.02607369588216403,1.3288415006688034e-05
1693205468,0.2238758080046312,0.32564652510581465,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.9600624087817162,0.8766866140729591,0.10496110950774869,0.5802328514067366,0.0,0.9380040762425917,0.07294933356181395,0.05626919615404505,0.5744901305302883,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7378640776699075,0,1.0,0.15743073047858896,0.0,0.013399359161083356,0.15198460915350345,0.21212121212121213,0.3382352941176471,0.0860423927326744,0.09375,0.28086419753086433,0.0881632187838377,0.16666666666666666,0,0,0,0,0,0.0,0.0026884521406397906,0.012219324016364368,0.0010259662254943928,0.0004050655614584122,0.2908748873933475,0.5957634157771629,0.016742151299830435,1.869834763085097e-05
1693205469,0.2238758080046312,0.32564652510581465,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.101752227028271,0.9600624087817162,0.8759929285729621,0.10496110950774869,0.5802328514067366,0.0,0.9380040762425917,0.07294933356181395,0.030163051294324957,0.5744901305302883,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.03813559322033328,0.020854021847070706,0.0,0.0,0.7378640776699075,0,1.0,0.15743073047858896,0.0,0.013399359161083356,0.21526933981368976,0.18181818181818182,0.3382352941176471,0.28583671370622177,0.3125,0.28086419753086433,0.2591326152618681,0.38095238095238093,0,0,0,0,0,0.0,0.0026884521406397906,0.012219324016364368,0.0010259662254943928,0.0004050655614584122,0.26910934577835305,0.5957634157771629,0.016742151299830435,2.2458753905951936e-05
1693205470,0.2238758080046312,0.32564652510581465,0.8822665396491306,0.8912280715353745,0.7600549928469587,0.11123503424576939,0.9600624087817162,0.8759929285729621,0.10496110950774869,0.5802328514067366,0.0,0.9380040762425917,0.04965916918583336,0.027291483043565143,0.5744901305302883,0.019332161687170293,0.0,0.0,0.0,0.4148606811145509,0.04025423728813203,0.020854021847070706,0.0,0.0,0.7378640776699075,0,1.0,0.15743073047858896,0.0,0.013399359161083356,0.34290831308221953,0.3939393939393939,0.4852941176470588,0.08587099354396388,0.125,0.28086419753086433,0.11665811819684277,0.30952380952380953,0,0,0,0,0,0.0,0.002678005771359776,0.012219324016364368,0.0010259662254943928,0.0004050655614584122,0.26910934577835305,0.5957634157771629,0.016742151299830435,1.888678420113079e-05
