time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693204628,12.84328086462935,3.0250174174114663,0.8845551649700054,0.4344237867564535,9.582193654426565,7.1153482889977235,0.30915206003145757,0.6998419358820628,3.0794394518881587,0.9417652327196953,0,0.3591019398482063,4.5902431721963355,3.493389429330583,1.3818838835056761,206884864,71729152,10289152,424816640,108724224,321843200,38174720,10424320,297975808,90157056,4743168,2945024,293883904,14106624,36323328,24,14,34,4,6,2,4,32,0,0,0,0,0,0,0.007799516908212558,0.003064635272391505,0.02805735930735931,0.01788793103448276,0.0016780626780626782,0.0030512820512820517,0.0032279411764705884,0.005957290132547865,0.021516574585635353,0.004716343490304709,0.08038028169014086,0.04676136363636364,0.004445014245014244,0.004692307692307693,0.005179487179487179,0.009316642120765833
1693204629,12.84328086462935,3.0250174174114663,0.8845551649700054,0.4344237867564535,9.582193654426565,7.260071407236677,0.30915206003145757,0.6998419358820628,3.02107665300576,0.9227766905298291,0,0.35936626811904965,4.954515486059676,3.493389429330583,1.442814712587706,206884864,71729152,10289152,424816640,108724224,321843200,38174720,10424320,297975808,90157056,4743168,3076096,293883904,14106624,36323328,44,18,46,14,16,2,14,102,0,0,0,0,0,0,0.007799516908212558,0.003064635272391505,0.02805735930735931,0.01788793103448276,0.0016780626780626782,0.0030512820512820517,0.0032279411764705884,0.005992287434161023,0.021516574585635353,0.004716343490304709,0.08038028169014086,0.04676136363636364,0.004445014245014244,0.004692307692307693,0.005179487179487179,0.009324868322046652
1693204630,12.84328086462935,3.0250174174114663,0.8845551649700054,0.42654686538323944,9.582193654426565,8.68338709433723,0.30915206003145757,0.5887298697826309,3.02107665300576,1.1219934519346138,0,0.35936626811904965,4.954515486059676,3.493389429330583,1.442814712587706,206884864,71729152,10289152,424816640,108724224,321843200,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,37.661,14,50,16,18,2,16,106.904,0,0,0,0,0,0,0.007799744466121424,0.003064635272391505,0.02805735930735931,0.01788793103448276,0.0016780626780626782,0.0030512820512820517,0.0032279411764705884,0.005963885907363513,0.021516706065585558,0.004716343490304709,0.08038028169014086,0.04676136363636364,0.004445014245014244,0.004692307692307693,0.005179487179487179,0.009319233194697669
1693204631,12.84328086462935,3.0250174174114663,0.8845551649700054,0.42654686538323944,9.582193654426565,8.68338709433723,0.30915206003145757,0.6004956820384658,3.02107665300576,1.1219934519346138,0,0.3524368647269977,4.954515486059676,3.493389429330583,1.442814712587706,206884864,71729152,10289152,424816640,108724224,321843200,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,46,27.119,64,20,18,2.137,18,128,0,0,0,0,0,0,0.007799516908212558,0.003064635272391505,0.02805735930735931,0.01788793103448276,0.0016780626780626782,0.0030512820512820517,0.0032279411764705884,0.005963844476744186,0.021516574585635353,0.004716343490304709,0.08038028169014086,0.04676136363636364,0.004445014245014244,0.004692307692307693,0.005179487179487179,0.00931922238372093
1693204632,12.84328086462935,2.9818386925406006,0.8845551649700054,0.42654686538323944,9.401899247130777,8.68338709433723,0.30915206003145757,0.7059487353500956,3.02107665300576,1.1219934519346138,0,0.3524368647269977,4.954515486059676,3.493389429330583,1.442814712587706,206884864,71729152,10289152,424816640,108888064,321843200,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,46,10,46,14,20,2,16,124,0,0,0,0,0,0,0.007832474226804123,0.0030683287165281627,0.02837003222341568,0.018091032608695653,0.00173224043715847,0.0030512820512820517,0.003221824686940966,0.005977369921596579,0.021838374291115306,0.0047229916897506925,0.08070530726256982,0.047994505494505506,0.004451366120218578,0.004692307692307693,0.004999284436493738,0.009322344975053458
1693204633,12.84328086462935,2.9319102053806323,0.8845551649700054,0.42654686538323944,9.401899247130777,8.68338709433723,0.30915206003145757,0.7059487353500956,3.02107665300576,1.1219934519346138,0,0.3524368647269977,4.954515486059676,3.493389429330583,1.442814712587706,206884864,71815168,10289152,424816640,108888064,321843200,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,40,10,32,6,10,2,8,72,0,0,0,0,0,0,0.007821285140562248,0.0030683287165281627,0.02837003222341568,0.018091032608695653,0.0016485013623978202,0.0030512820512820517,0.0032160278745644597,0.005977369921596579,0.02196745027124774,0.0047229916897506925,0.08070530726256982,0.047994505494505506,0.004425613079019074,0.004692307692307693,0.004988850174216027,0.009322344975053458
1693204634,12.84328086462935,2.9319102053806323,0.8845551649700054,0.4381915923106465,9.401899247130777,8.68338709433723,0.30915206003145757,0.7059487353500956,3.02107665300576,1.1219934519346138,0.00005386327332770955,0.3524368647269977,4.954515486059676,3.4522450868379497,1.442814712587706,206884864,71815168,10289152,424816640,108888064,321843200,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,26,14,44,10,14,2,12,78,0,0,0,0,0,0,0.007821285140562248,0.0030683287165281627,0.02837003222341568,0.018091032608695653,0.0016485013623978202,0.0030512820512820517,0.0032160278745644597,0.006034231609613984,0.02196745027124774,0.0047229916897506925,0.08070530726256982,0.047994505494505506,0.004425613079019074,0.004692307692307693,0.004988850174216027,0.009335032774945375
1693204635,12.84328086462935,2.9319102053806323,0.8845551649700054,0.4381915923106465,9.401899247130777,8.688325832218123,0.30915206003145757,0.7059487353500956,3.02107665300576,1.1219934519346138,0.00005386327332770955,0.3524368647269977,4.954515486059676,3.4522450868379497,1.442814712587706,206884864,71815168,10289152,424816640,108888064,322453504,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,10,16,48,6,4,2,4,22,0,0,0,0,0,0,0.007821285140562248,0.0030683287165281627,0.02837003222341568,0.018091032608695653,0.0016485013623978202,0.0030512820512820517,0.0032160278745644597,0.006018390006939625,0.02196745027124774,0.0047229916897506925,0.08070530726256982,0.047994505494505506,0.004425613079019074,0.004692307692307693,0.004988850174216027,0.009325815405968078
1693204636,12.84328086462935,2.9319102053806323,0.8845551649700054,0.4381915923106465,9.401899247130777,8.688325832218123,0.30915206003145757,0.7059487353500956,3.02107665300576,1.1219934519346138,0.00005386327332770955,0.3524368647269977,4.954515486059676,3.4522450868379497,1.442814712587706,206884864,71815168,10289152,424816640,108888064,322453504,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,44,26,70,14,14,2,14,94,0,0,0,0,0,0,0.007821285140562248,0.0030683287165281627,0.02837003222341568,0.018091032608695653,0.0016485013623978202,0.0030512820512820517,0.0032160278745644597,0.006018390006939625,0.02196745027124774,0.0047229916897506925,0.08070530726256982,0.047994505494505506,0.004425613079019074,0.004692307692307693,0.004988850174216027,0.009325815405968078
1693204637,12.618376186250805,2.9319102053806323,0.881560146863634,0.4381915923106465,9.401899247130777,8.688325832218123,0.30915206003145757,0.7059487353500956,3.02107665300576,1.1066680650986103,0.00005386327332770955,0.3524368647269977,4.954515486059676,3.4522450868379497,1.442814712587706,202977280,71815168,10297344,424816640,108888064,322453504,38174720,10424320,297975808,90185728,4743168,3076096,293883904,14106624,36323328,31.518,14.64,48.88,14.11,14,2.141,14.929,90.477,0,0,0,0,0,0,0.007775675675675676,0.003060885608856089,0.02849147121535181,0.017855361596009974,0.0016912928759894464,0.0030512820512820517,0.003196610169491525,0.006020267949158365,0.021865969581749054,0.004709594095940959,0.08035310734463277,0.04650602409638555,0.0044311345646438,0.004692307692307693,0.004953898305084746,0.009322226039161802
