time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693233083,10.262401819119175,2.3825895298866624,0.8459203769456257,0.3964978587643409,8.669737436246878,12.481301411509232,0.3032559416777422,0.586625033862491,3.768192319562481,0.8175073247704804,0,0.31217280965571825,4.683957426863164,2.524944159955309,1.2045393450403417,204476416,71802880,10477568,424927232,106872832,324276224,37318656,9347072,290652160,91242496,4743168,2965504,298545152,14073856,35725312,38,16,48,18,14,2,18,116.484,0,0,0,0,0,0.007979424432983825,0.003063432835820895,0.027577220077220077,0.01704485488126649,0.001681564245810056,0.0030512820512820517,0.0035094736842105263,0.0026655879180151024,0.022029359430604977,0.004714179104477612,0.06091780821917807,0.048461538461538466,0.004345251396648046,0.004692307692307693,0.007790941229020213,0.004542610571736785
1693233084,10.262401819119175,2.4319271882714024,0.8459203769456257,0.3964978587643409,8.669737436246878,12.481301411509232,0.3108602813984651,0.586625033862491,3.6902888190546768,0.8175073247704804,0,0.31217280965571825,5.343713017054945,2.524944159955309,1.2045393450403417,204476416,71802880,10477568,424927232,106872832,324276224,37318656,9347072,290652160,91242496,4743168,2965504,298545152,14073856,35725312,16,16,42,6,6,2,6,42,0,0,0,0,0,0.007979424432983825,0.003063432835820895,0.027577220077220077,0.01704485488126649,0.001681564245810056,0.0030512820512820517,0.003534216335540839,0.0026451781970649895,0.022029359430604977,0.004714179104477612,0.06091780821917807,0.048461538461538466,0.004345251396648046,0.004692307692307693,0.007890942380548625,0.004539098532494759
1693233085,10.293948256754495,2.4812648466561416,0.7061614200386468,0.3964978587643409,8.669737436246878,12.481301411509232,0.3108602813984651,0.586625033862491,3.612385318546872,0.8175073247704804,0,0.31217280965571825,4.694159938350784,2.524944159955309,1.2045393450403417,205021184,71802880,10477568,424927232,106872832,324276224,37318656,9347072,290652160,91242496,4743168,2965504,298909696,14073856,35725312,38,14,44,10,14,2,10,68,0,0,0,0,0,0.007979424432983825,0.003063432835820895,0.027577220077220077,0.01704485488126649,0.001681564245810056,0.0030512820512820517,0.0035115303983228514,0.0026451781970649895,0.022029359430604977,0.004714179104477612,0.06091780821917807,0.048461538461538466,0.004345251396648046,0.004692307692307693,0.0077973292187718665,0.004539098532494759
1693233086,10.293948256754495,2.530602505040882,0.6157018466666668,0.3964978587643409,8.669737436246878,12.481301411509232,0.3108602813984651,0.586625033862491,3.5744220352592038,0.8175073247704804,0,0.23746102491049517,4.694159938350784,2.524944159955309,1.2045393450403417,205021184,71802880,10477568,424927232,106872832,324276224,37318656,9347072,291446784,91242496,4743168,2965504,298909696,14073856,35725312,38,8,32,10,8,2,10,78,0,0,0,0,0,0.007984646946868125,0.003063432835820895,0.027577220077220077,0.01704485488126649,0.001681564245810056,0.0030512820512820517,0.0035115303983228514,0.0026451781970649895,0.021997232472324726,0.004714179104477612,0.06091780821917807,0.048461538461538466,0.004345251396648046,0.004692307692307693,0.0077973292187718665,0.004539098532494759
1693233087,10.293948256754495,2.960259503084389,0.6157018466666668,0.39074371974593514,8.669737436246878,10.179763056206092,0.3063039648363417,0.586625033862491,3.5744220352592038,0.7862778736225888,0,0.24239981254057288,4.694159938350784,2.524944159955309,1.2045393450403417,205021184,71802880,10477568,424927232,106872832,324276224,37462016,9347072,291446784,91267072,4743168,2965504,298909696,14073856,35725312,42,18,46,10,10,2,8,76,0,0,0,0,0,0.007913638870486054,0.0030622054665409987,0.027275413711583926,0.017064393939393938,0.0016703296703296702,0.0030560747663551406,0.0035260960334029226,0.002648557317390174,0.02186510791366906,0.004711969839773798,0.05998575498575498,0.047371794871794874,0.004342857142857143,0.004700934579439252,0.007847857454661817,0.004540525084481414
1693233088,10.293948256754495,2.960259503084389,0.8516259978889773,0.3842459493487996,8.669737436246878,10.179763056206092,0.3063039648363417,0.586625033862491,3.6974767095876064,0.7862778736225888,0,0.2543802148979206,4.694159938350784,2.524944159955309,0.9671421601234569,205021184,71802880,10489856,424927232,106872832,324276224,37462016,9347072,291446784,91267072,4743168,2969600,298909696,14073856,35725312,36,14,44,12,8,2,10,84,0,0,0,0,0,0.007913638870486054,0.0030622054665409987,0.027275413711583926,0.017064393939393938,0.0016703296703296702,0.0030512820512820517,0.0035260960334029226,0.0026686358754027927,0.02186510791366906,0.004711969839773798,0.05998575498575498,0.047371794871794874,0.004342857142857143,0.004692307692307693,0.007847857454661817,0.0045448979591836735
1693233089,10.293948256754495,2.960259503084389,0.8516259978889773,0.3842459493487996,8.669737436246878,10.179763056206092,0.3063039648363417,0.586625033862491,3.6974767095876064,0.8017288284538173,0,0.2594607952934822,4.694159938350784,2.524944159955309,0.9868007197942387,205021184,71802880,10489856,424927232,106872832,324276224,37462016,9347072,291446784,91267072,4743168,2969600,298909696,14073856,35725312,38,16,46,12,18,2,12,56,0,0,0,0,0,0.007913638870486054,0.0030622054665409987,0.027275413711583926,0.017064393939393938,0.0016703296703296702,0.0030512820512820517,0.0035587583148558753,0.0026403213267685932,0.02186510791366906,0.004711969839773798,0.05998575498575498,0.047371794871794874,0.004342857142857143,0.004692307692307693,0.00796959792600614,0.004539673490541592
1693233090,10.293948256754495,2.960259503084389,0.8516259978889773,0.3842459493487996,8.669737436246878,10.179763056206092,0.3063039648363417,0.586625033862491,3.6974767095876064,0.8017288284538173,0,0.26454137568904373,4.694159938350784,2.524944159955309,1.1795135802469137,205021184,71802880,10489856,424927232,106872832,324276224,37462016,9347072,291446784,91267072,4743168,2969600,298909696,14073856,35725312,30,8,24,14,12,2,14,92,0,0,0,0,0,0.007913638870486054,0.0030622054665409987,0.027275413711583926,0.017064393939393938,0.0016703296703296702,0.0030512820512820517,0.0035215605749486655,0.0026403213267685932,0.02186510791366906,0.004711969839773798,0.05998575498575498,0.047371794871794874,0.004342857142857143,0.004692307692307693,0.007852205328638406,0.004539673490541592
1693233091,10.527293156496084,2.960259503084389,0.8516259978889773,0.3842459493487996,8.669737436246878,10.179763056206092,0.3063039648363417,0.586625033862491,3.6974767095876064,0.8017288284538173,0,0.26962195608460526,4.694159938350784,2.524944159955309,1.1795135802469137,205021184,71802880,10489856,424927232,106872832,324276224,37462016,9347072,291446784,91267072,4743168,2969600,298909696,14073856,35725312,38,16,50,10,10,2,10,76,0,0,0,0,0,0.007872577852491531,0.0030622054665409987,0.027275413711583926,0.017064393939393938,0.0016703296703296702,0.0030512820512820517,0.0035215605749486655,0.0026403213267685932,0.02138317757009345,0.004711969839773798,0.05998575498575498,0.047371794871794874,0.004342857142857143,0.004692307692307693,0.007852205328638406,0.004539673490541592
1693233092,10.527293156496084,2.960259503084389,0.8516259978889773,0.3842459493487996,8.669737436246878,10.179763056206092,0.3063039648363417,0.5805354689711687,3.6974767095876064,0.8017288284538173,0,0.3048348237336929,4.694159938350784,2.524944159955309,1.1795135802469137,205021184,71802880,10489856,424927232,106872832,324276224,37462016,9351168,291446784,91267072,4743168,2969600,298909696,14073856,35725312,40,18,46,10,8,2,10,54,0,0,0,0,0,0.007693097245605535,0.0030258541089566017,0.026926877470355735,0.0167874109263658,0.0016559139784946236,0.0030560747663551406,0.003550308008213553,0.0026434827408552295,0.02057090909090909,0.004646537396121884,0.058014492753623186,0.03517045454545455,0.0043311827956989245,0.004700934579439252,0.007971105482646929,0.004541885625965998
