time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693197060,0.4059800332355406,0.09415570839319125,0.6612486361013507,0.9831649657663064,0.4013826928180205,0.3931964040615564,0.696513443506332,0.48290653476810624,0.4478692032102144,0.48090464301426417,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9791495149487731,0.8069287174407733,0.0,0.1264667535853974,0.0,0.0,0.5809367296631057,0.0,0.0,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.0,0.0,0.35,0.6,0.4966711661213937,0.007479352025805532,0.0,0.8100445524503849,0.003752532128980846,0.10909090909090909,0,0,0,0,0,0.34886907757165847,0.7066574237332552,0.27768998254863403,0.15553453023817299,0.0003614365708445916,0.0,0.8832575701284113,0.7577474935501889
1693197061,0.4059800332355406,0.09415570839319125,0.6612486361013507,0.9831649657663064,0.8267620537582129,0.3097901801853431,0.6775713175753044,0.48290653476810624,0.4478692032102144,0.48090464301426417,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9791495149487731,0.8069287174407733,0.0,0.1264667535853974,0.0,0.0,0.6540673788003275,0.0,0.0,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.0,0.0,0.4,0.2,0.313642499256446,0.14926801602211906,0.2727272727272727,0.8100445524503849,0.13658552784511674,0.2636363636363636,0,0,0,0,0,0.34886907757165847,0.7066574237332552,0.27768998254863403,0.15553453023817299,0.0003614365708445916,0.0,0.8832575701284113,0.7578245348512851
1693197062,0.5546741470642167,0.09415570839319125,0.6654697896305146,0.9831649657663064,0.8267620537582129,0.43206805898068995,0.6448807920559188,0.48290653476810624,0.4478692032102144,0.48090464301426417,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9791495149487731,0.8069287174407733,0.48275862068965614,0.1264667535853974,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.0,0.0,0.55,0.4,0.5195497494795122,0.29105668001843255,0.45454545454545453,0.8100445524503849,0.20300202570318468,0.45454545454545453,0,0,0,0,0,0.34886907757165847,0.7066574237332552,0.27768998254863403,0.15553453023817299,0.0003614365708445916,0.0,0.8832575701284113,0.7578245348512851
1693197063,0.5546741470642167,0.09415570839319125,0.6654697896305146,0.9877174423992556,0.8267620537582129,0.43206805898068995,0.6448807920559188,0.48290653476810624,0.4478692032102144,0.22564778081281492,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9791495149487731,0.8069287174407733,0.48275862068965614,0.1264667535853974,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.0,0.0,0.525,0.45,0.611064082911986,0.43284534401474606,0.5454545454545454,0.8181449979748887,0.4022515192773885,0.43636363636363634,0,0,0,0,0,0.27193985891180156,0.743206065413275,0.2751826663450403,0.14912731603902726,0.0003614365708445916,0.0,0.8832575701284113,0.6761855754579843
1693197064,0.5546741470642167,0.0,0.6654697896305146,0.9877174423992556,0.8267620537582129,0.43206805898068995,0.6448807920559188,0.48290653476810624,0.34909704310790335,0.195750633347441,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9791495149487731,0.8069287174407733,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.0,0.0,0.375,0.4,0.4509139994051568,0.14926801602211906,0.2727272727272727,0.8100445524503849,0.13658552784511674,0.24545454545454545,0,0,0,0,0,0.32824071678075,1.0,0.27098681331519386,0.15966821681826687,0.0002540217483717069,0.0,0.8456574516986144,0.7646326806796158
1693197065,0.581314045283222,0.009625649483806922,0.6654697896305146,0.9877174423992556,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.48290653476810624,0.3376210267524131,0.16585348588206736,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9322718323327924,0.8069287174407733,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.061643835616438616,0.0,0.525,0.8,0.7483355830606969,0.6455283400092162,0.5454545454545454,0.8100445524503849,0.6679175107096603,0.5454545454545454,0,0,0,0,0,0.5446935547682348,1.0,0.27098681331519386,0.1735593263723028,0.00035832486130864423,0.0,0.8697984368268367,0.7605110534336527
1693197066,0.581314045283222,0.01925129896761369,0.6654697896305146,0.9877174423992556,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.48290653476810624,0.32614501039692284,0.10488328221492535,0.6093324523466793,0.9769566170390779,0.7496523091865631,0.9322718323327924,0.7260361786832579,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.0,0.07403936269915262,0.3914728682170457,0,0.21874999999999914,0.07069102462272044,0.061643835616438616,0.027071369975389708,0.325,0.2,0.2678853325402091,0.3619510120165893,0.5454545454545454,0.8100445524503849,0.2694185235612526,0.38181818181818183,0,0,0,0,0,0.5446935547682348,1.0,0.27098681331519386,0.1735593263723028,0.00035832486130864423,0.0,0.8697984368268367,0.7858601181419568
1693197067,0.581314045283222,0.10834470631481649,0.6654697896305146,0.9877174423992556,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.48290653476810624,0.39695647151119023,0.4988018479225415,0.6093324523466793,0.9769566170390779,0.4833916567251153,0.9322718323327924,0.7260361786832579,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.0,0.0,0.4069767441860401,0,0.21874999999999914,0.07069102462272044,0.061643835616438616,0.027071369975389708,0.6,0.3,0.4509139994051568,0.2201623480202758,0.2727272727272727,0.8100445524503849,0.2694185235612526,0.3,0,0,0,0,0,0.5446935547682348,1.0,0.27098681331519386,0.1735593263723028,0.00035832486130864423,0.0,0.8697984368268367,0.7858601181419568
1693197068,0.581314045283222,0.10834470631481649,0.01457706463593362,0.9877174423992556,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.45907751029336175,0.39695647151119023,0.4988018479225415,0.6093324523466793,0.9769566170390779,0.49728171091894663,0.9322718323327924,0.1132964234570485,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.01136363636363782,0.0,0.4069767441860401,0,0.21874999999999914,0.07069102462272044,0.061643835616438616,0.027071369975389708,0.40485000000000004,0.6,0.5195497494795122,0.29105668001843255,0.45454545454545453,0.8019441069258809,0.2694185235612526,0.3,0,0,0,0,0,0.5460902301598695,0.9690931238811676,0.2521012468344449,0.16952353055495387,0.00035832486130864423,0.0,0.8697984368268367,0.6961826018281403
1693197069,0.581314045283222,0.10834470631481649,0.07571792478938437,0.9877174423992556,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.45907751029336175,0.39695647151119023,0.4988018479225415,0.6093324523466793,0.9769566170390779,0.6272405304699789,0.9322718323327924,0.15965434532701966,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.01136363636363782,0.0,0.4069767441860401,0,0.21874999999999914,0.07069102462272044,0.061643835616438616,0.027071369975389708,0.525,0.6,0.6339426662701045,0.5746340080110595,0.5454545454545454,0.8132847306601864,0.5350845149935244,0.5395681818181818,0,0,0,0,0,0.654851881844073,0.8694842465053265,0.2664894997343839,0.18295133098927652,0.00011198118971241617,0.0,0.8293294215345389,0.7962111659004293
1693197070,0.581314045283222,0.10834470631481649,0.13685878494283604,0.9877174423992556,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.45907751029336175,0.39695647151119023,0.4988018479225415,0.4529339063047374,0.9928167805347428,0.6272405304699789,0.9322718323327924,0.2060122671969913,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.01136363636363782,0.0,0.4069767441860401,0,0.21874999999999914,0.07069102462272044,0.061643835616438616,0.027071369975389708,0.3,0.6,0.611064082911986,0.14926801602211906,0.2727272727272727,0.8100445524503849,0.13658552784511674,0.2636363636363636,0,0,0,0,0,0.5669399684156444,0.8694842465053265,0.2664894997343839,0.18819065422091347,0.0003607258717530477,0.0,0.8539559153364421,0.7460428147360272
1693197071,0.581314045283222,0.10834470631481649,0.6106800708453656,0.9438278184149994,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.4514009135644395,0.3694294298647808,0.4988018479225415,0.4529339063047374,0.9928167805347428,0.6097512770918034,0.9322718323327924,0.25237018906696296,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.01136363636363782,0.0,0.4069767441860401,0,0.21874999999999914,0.0270055599682335,0.061643835616438616,0.027071369975389708,0.325,0.0,0.1306138323914983,0.14926801602211906,0.18181818181818182,0.8100445524503849,0.13658552784511674,0.21818181818181817,0,0,0,0,0,0.5669399684156444,0.8694842465053265,0.2664894997343839,0.18819065422091347,0.0003607258717530477,0.0,0.8539559153364421,0.7313395557225614
1693197072,0.581314045283222,0.10834470631481649,0.6106800708453656,0.9438278184149994,0.8267620537582129,0.39739811932352614,0.6448807920559188,0.4514009135644395,0.3694294298647808,0.4988018479225415,0.4529339063047374,0.9928167805347428,0.6097512770918034,0.9322718323327924,0.29872811093693363,0.48275862068965614,0.14950021729682764,0.0232558139534889,0.0,0.6540673788003275,0.1711924439197239,0.03784570596797668,0.01136363636363782,0.0,0.4069767441860401,0,0.21874999999999914,0.0270055599682335,0.061643835616438616,0.027071369975389708,0.375,0.4,0.5653069161957491,0.2201623480202758,0.2727272727272727,0.8100445524503849,0.2694185235612526,0.2727272727272727,0,0,0,0,0,0.5668923055391014,0.8694929298086128,0.26648949973438574,0.18819258483418083,0.00036001512082686467,0.0,0.8538259844588523,0.7308433400183704
