timestamp,db_009##ACS,db_009##AIOS,db_009##AWS,db_009##Asm_Free_Tb,db_009##CPU_Used_Pct,db_009##CPU_free_pct,db_009##CPU_pused,db_009##Call_Per_Sec,db_009##DFParaWrite_Per_Sec,db_009##DbFile_Used_Pct,db_009##DbTime,db_009##Exec_Per_Sec,db_009##Hang,db_009##LFParaWrite_Per_Sec,db_009##LFSync_Per_Sec,db_009##Logic_Read_Per_Sec,db_009##Login_Per_Sec,db_009##MEM_Total,db_009##MEM_Used,db_009##MEM_Used_Pct,db_009##MEM_real_util,db_009##New_Tbs_Free_Gb,db_009##New_Tbs_Used_Pct,db_009##On_Off_State,db_009##PGA_Used_Pct,db_009##PGA_used_total,db_009##Physical_Read_Per_Sec,db_009##Proc_Used_Pct,db_009##Proc_User_Used_Pct,db_009##Redo_Per_Sec,db_009##Row_Lock,db_009##SEQ_Used_Pct,db_009##SctRead_Per_Sec,db_009##SeqRead_Per_Sec,db_009##Sess_Active,db_009##Sess_Connect,db_009##Sess_Used_Temp,db_009##Sess_Used_Undo,db_009##Session_pct,db_009##TPS_Per_Sec,db_009##Tbs_Free_Gb,db_009##Tbs_Used_Pct,db_009##TempTbs_Pct,db_009##Total_Tbs_Size,db_009##UndoTbs_Pct,db_009##Used_Tbs_Size,db_009##User_Commit,db_009##cost,db_009##count,db_009##proc,db_009##succ_rate,db_009##tnsping_result_time
1590768000,0.5,0.0,0.0,0.0,0.6122460537934022,0.9776113891051,0.0,0.209688995215311,0.0,0.0,0.2455610124669437,0.022494060557043928,1.0,0.3113207547169811,0.2629107981220657,0.7432510935846953,0.4117647058823529,1.0,0.9969761790668192,0.9970688280803556,0.9397715472481828,0.0,0.0,1.0,0.0,0.0,0.0,0.9241293532338308,0.9241293532338308,0.0015186974131107722,0.0,0.0,0.0,0.0015082956259426848,0.24050632911392406,0.8956661316211878,0.0,0.0,0.2707525213343677,0.1965141612200436,0.0,0.0,0.0,0.0,0.0,0.0,0.03505933117583603,0.013894616094934571,0.3727701606958573,0.013894616094934571,1.0,0.0
1590768060,0.5,0.0,0.13333333333333333,1.0,0.6179595316283265,0.9771958274155624,0.0,0.2358851674641148,0.0,0.0,0.2444276539478655,0.02690862525063607,1.0,0.3207547169811321,0.2910798122065728,0.7453801209131982,0.35294117647058826,1.0,0.9969102618084212,0.9970295044152128,0.9408099688473521,0.9999890333520596,0.8922509225092251,1.0,0.0,0.6666666666666666,0.0,0.9253731343283584,0.9253731343283584,0.0016893099494839391,0.0,0.0,0.0,0.0,0.24050632911392406,0.8972712680577849,0.0066157760814249365,0.0,0.2692009309542281,0.1830065359477124,0.0,0.0,0.015063731170336037,0.0,0.0,0.0,0.03505933117583603,0.015772271737817166,0.35419430930266843,0.015772271737817166,1.0,0.0
1590768120,0.625,0.0,0.0,0.0,0.0,0.974920030234934,0.0,0.13905502392344501,0.0,0.0,0.25777609872811985,0.013766028071239618,1.0,0.33962264150943394,0.25821596244131456,0.7514161214377769,0.23529411764705885,1.0,0.9969877511199714,0.9971141860675148,0.9397715472481828,0.0,0.0,1.0,0.0,0.0,0.1308978248241141,0.927860696517413,0.927860696517413,0.002687319535450089,0.0,0.0,0.002912621359223301,0.0007541478129713424,0.2531645569620253,0.9036918138041734,0.0,0.0,0.28238944918541503,0.16165577342047932,0.0,0.0,0.0,0.0,0.0,0.0,0.03667745415318231,0.35634412461380544,0.11867905056759545,0.35634412461380544,1.0,0.14285714285714285
1590768180,0.5,0.0,0.0,0.0,0.6577931036615025,0.9742986706543798,0.0,0.13438995215311006,0.0,0.0,0.2521093061327289,0.013867124972619587,1.0,0.2641509433962264,0.25352112676056343,0.7444348634912309,0.29411764705882354,1.0,0.9970390947005092,0.9971655783766908,0.9408099688473521,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.9291044776119404,0.9291044776119404,0.0067993275014329975,0.0,0.0,0.0,0.0,0.2531645569620253,0.9052969502407704,0.0066157760814249365,0.0,0.2754072924747866,0.16339869281045752,0.0,0.0,0.015063731170336037,0.0,0.0,0.0,0.034519956850053934,0.904435120328226,0.07246056317263748,0.904435120328226,1.0,0.0
1590768240,0.5,0.0,0.0,0.0,0.6172101954134497,0.9772503075367064,0.0,0.1388157894736842,0.0,0.0,0.2441757964991815,0.0134627373670997,1.0,0.3113207547169811,0.2723004694835681,0.7435792649679278,0.23529411764705885,1.0,0.9969939913397596,0.9971563860928188,0.9418483904465212,0.0,0.0,1.0,0.0,0.0,0.0,0.9266169154228856,0.9266169154228856,0.0013075705453337175,0.0,0.0,0.0,0.0007541478129713424,0.24050632911392406,0.9052969502407704,0.0,0.0,0.2668735453840186,0.16122004357298475,0.0,0.0,0.0,0.0,0.0,0.0,0.033980582524271837,0.10337972913838632,0.3947368421052632,0.10337972913838632,1.0,0.14285714285714285
1590768300,0.5,0.0,0.0,0.0,0.6167294228719843,0.9772852647626564,0.0,0.3326555023923445,0.0,0.0,0.2495907316458884,0.039057102899796116,1.0,0.3018867924528302,0.27699530516431925,0.7444642131583349,0.4117647058823529,1.0,0.996980681503882,0.9971003071268764,0.9408099688473521,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.9266169154228856,0.9266169154228856,0.0016208682634230027,0.0,0.0,0.0,0.0,0.2531645569620253,0.9020866773675762,0.0066157760814249365,0.0,0.2730799069045772,0.207843137254902,0.0,0.0,0.015063731170336037,0.0,0.0,0.0,0.033980582524271837,0.018707842224480697,0.412280701754386,0.018707842224480697,1.0,0.0
1590768360,0.625,0.0,0.13333333333333333,1.0,0.6162052248071885,0.9773233906260459,0.0,0.24647129186602876,0.0,0.0,0.2446795113965496,0.028138637550759068,1.0,0.3113207547169811,0.24882629107981225,0.7412008273881682,0.35294117647058826,1.0,0.9969958081126096,0.9971168009403888,0.9408099688473521,0.0,0.0,1.0,0.0,0.0,0.0,0.927860696517413,0.927860696517413,0.0016814430890171644,0.0,0.0,0.0,0.0007541478129713424,0.24050632911392406,0.9036918138041734,0.0,0.0,0.2676493405740884,0.1877995642701525,0.0,0.0,0.0,0.0,0.0,0.0,0.03505933117583603,0.018241530371163054,0.465796845053811,0.018241530371163054,1.0,0.0
1590768420,0.5,0.0,0.0,0.0,0.6194171676412115,0.9770897291683808,0.0,0.22757177033492826,0.0,0.0,0.2439239390504974,0.024970934640853256,1.0,0.3113207547169811,0.2863849765258216,0.7462336141861183,0.29411764705882354,1.0,0.9969890149619538,0.9971103643302376,0.9408099688473521,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.9266169154228856,0.9266169154228856,0.00154072462241774,0.0,0.0,0.0,0.0007541478129713424,0.24050632911392406,0.9020866773675762,0.0066157760814249365,0.0,0.2676493405740884,0.1821350762527233,0.0,0.0,0.015063731170336037,0.0,0.0,0.0,0.033980582524271837,0.018523599622714684,0.3864071944567301,0.018523599622714684,1.0,0.0
1590768480,0.5,0.0,0.0,0.0,0.6185790128802351,0.9771507509926268,0.0,0.24061004784689,0.0,0.0,0.2479536582294421,0.027329862339719287,1.0,0.3018867924528302,0.27699530516431925,0.7455791289935207,0.35294117647058826,1.0,0.9969969139743442,0.997117002084456,0.9408099688473521,0.0,0.0,1.0,0.0,0.0,0.0,0.9266169154228856,0.9266169154228856,0.0015708153637031515,0.0,0.0,0.0,0.0007541478129713424,0.2531645569620253,0.9020866773675762,0.0,0.0,0.27230411171450736,0.18649237472766886,0.0,0.0,0.0,0.0,0.0,0.0,0.034519956850053934,0.019522512236897813,0.43535308860386257,0.019522512236897813,1.0,0.0
1590768540,0.5,0.0,0.0,0.0,0.0,0.9773426579859628,0.0,0.23235645933014354,0.0,0.0,0.2434202241531293,0.026099850039596292,1.0,0.3962264150943396,0.4788732394366198,0.7442157936131409,0.29411764705882354,1.0,0.9969926880027152,0.9971210853090208,0.9408099688473521,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.9266169154228856,0.9266169154228856,0.0014476989973981342,0.0,0.0,0.0,0.0,0.24050632911392406,0.9020866773675762,0.0066157760814249365,0.0,0.2660977501939488,0.18431372549019606,0.0,0.0,0.015063731170336037,0.0,0.0,0.0,0.033980582524271837,0.019718950489932798,0.4183252248267728,0.019718950489932798,1.0,0.0
