timestamp,docker_005##container_cpu_used,docker_005##container_fgc,docker_005##container_fgct,docker_005##container_mem_used,docker_005##container_session_used,docker_005##container_thread_idle,docker_005##container_thread_running,docker_005##container_thread_total,docker_005##container_thread_used_pct,docker_005##cost,docker_005##count,docker_005##proc,docker_005##succ_rate
1590768000,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008419087830254706,0.2843440594059406,0.012757870897551364,1.0
1590768060,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008028822684912857,0.25340346534653463,0.018572663545307597,1.0
1590768120,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008105996008072353,0.08818069306930693,0.012297036884183923,1.0
1590768180,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.007709955340679265,0.050433168316831686,0.009181155345974464,1.0
1590768240,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008521954508695376,0.30167079207920794,0.015795223980223268,1.0
1590768300,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008411406643188119,0.3118811881188119,0.018314359349459384,1.0
1590768360,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008091213115606014,0.33044554455445546,0.016344384378541476,1.0
1590768420,0.10784313725490197,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008106520178503506,0.2862004950495049,0.017960952094077044,1.0
1590768480,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00853422717147731,0.3319925742574257,0.017722067517190188,1.0
1590768540,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00845985478356649,0.3301361386138614,0.017933097131630736,1.0
1590768600,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008193691650666069,0.31280940594059403,0.01766233630211904,1.0
1590768660,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008595881190951237,0.3236386138613861,0.017754925677634727,1.0
1590768720,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008846399926731908,0.3443688118811881,0.01848765449816001,1.0
1590768780,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00888119905497538,0.3155940594059406,0.01695062232310528,1.0
1590768840,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008397382029173717,0.32271039603960394,0.016947608117870033,1.0
1590768900,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008720674272261711,0.3551980198019802,0.0167344525471142,1.0
1590768960,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008726862699118841,0.2920792079207921,0.018448643048711997,1.0
1590769020,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00845911965865507,0.3143564356435644,0.017405916362199715,1.0
1590769080,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008346145816624729,0.36169554455445546,0.012540748419203942,1.0
1590769140,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008503757112156651,0.3972772277227723,0.017007499459447156,1.0
1590769200,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008414174777587734,0.3143564356435644,0.0209426083439606,1.0
1590769260,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008563694553862791,0.3858292079207921,0.01894805546500184,1.0
1590769320,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008259103939973674,0.3632425742574257,0.019071992373547144,1.0
1590769380,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00834130608350273,0.3536509900990099,0.016572406537230067,1.0
1590769440,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00862207170419963,0.3551980198019802,0.018753009295696156,1.0
1590769500,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008166746396312208,0.395420792079208,0.0155704154295887,1.0
1590769560,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008681723585572721,0.3493193069306931,0.01684302738193465,1.0
1590769620,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.00818432314933429,0.3412747524752475,0.01546966463769263,1.0
1590769680,0.0,0.0,0.0,0.9587628865979382,0.0,0.0,0.0,0.0,0.0,0.008674560458975206,0.33508663366336633,0.017698844138398045,1.0
