timestamp,db_003##ACS,db_003##AIOS,db_003##AWS,db_003##Asm_Free_Tb,db_003##CPU_Used_Pct,db_003##CPU_free_pct,db_003##CPU_pused,db_003##Call_Per_Sec,db_003##DFParaWrite_Per_Sec,db_003##DbFile_Used_Pct,db_003##DbTime,db_003##Exec_Per_Sec,db_003##Hang,db_003##LFParaWrite_Per_Sec,db_003##LFSync_Per_Sec,db_003##Logic_Read_Per_Sec,db_003##Login_Per_Sec,db_003##MEM_Total,db_003##MEM_Used,db_003##MEM_Used_Pct,db_003##MEM_real_util,db_003##New_Tbs_Free_Gb,db_003##New_Tbs_Used_Pct,db_003##On_Off_State,db_003##PGA_Used_Pct,db_003##PGA_used_total,db_003##Physical_Read_Per_Sec,db_003##Proc_Used_Pct,db_003##Proc_User_Used_Pct,db_003##Redo_Per_Sec,db_003##Row_Lock,db_003##SEQ_Used_Pct,db_003##SctRead_Per_Sec,db_003##SeqRead_Per_Sec,db_003##Sess_Active,db_003##Sess_Connect,db_003##Sess_Used_Temp,db_003##Sess_Used_Undo,db_003##Session_pct,db_003##TPS_Per_Sec,db_003##Tbs_Free_Gb,db_003##Tbs_Used_Pct,db_003##TempTbs_Pct,db_003##Total_Tbs_Size,db_003##UndoTbs_Pct,db_003##Used_Tbs_Size,db_003##User_Commit,db_003##cost,db_003##count,db_003##proc,db_003##succ_rate,db_003##tnsping_result_time
1590768000,0.0,0.6,0.0,0.0,0.5975093530777682,0.9711355883870672,0.0,0.4137457044673539,0.05266955266955267,0.0,0.06526258047752402,0.1170725967760913,1.0,0.3318129988597492,0.25686448184233834,0.0309535907452356,0.7916666666666666,1.0,0.9257873199390376,0.9259180906183776,0.99154563190982,0.0,0.0,1.0,0.0,0.7580645161290323,0.6566197837963501,0.6928571428571428,0.6928571428571428,0.0235801586460904,0.0,0.0,0.3365217391304348,0.2692307692307693,0.06493506493506494,0.6800947867298578,0.0,0.0,0.0661653503612838,0.3831168831168831,0.0,0.0,0.0,0.0,0.0,0.0,0.10955302366345313,0.01626749116567377,0.3736945507186434,0.01626749116567377,1.0,0.0
1590768060,0.33333333333333337,0.3,0.0,1.0,0.6605039878384646,0.9675114236151192,0.0,0.43757159221076747,0.05627705627705628,0.0,0.015359297860669228,0.14072243793387454,1.0,0.14937286202964653,0.07307351638618248,0.2411164270339168,0.27083333333333337,1.0,0.92580065974035,0.9259510006308656,0.9950140906134836,0.9999409924595198,0.9958315964985412,1.0,0.0,0.0,0.2067185865395792,0.6857142857142857,0.6857142857142857,0.009474516762218823,0.0,0.0,0.4782608695652174,0.21153846153846154,0.015873015873015876,0.6753554502369669,0.0,0.0,0.015627625609141323,0.4301948051948052,0.0,0.0,0.0,0.0,0.0,0.0,0.0990359333917616,0.01459870723311532,0.35466859683590113,0.01459870723311532,1.0,0.0
1590768120,0.33333333333333337,0.1,0.0,0.0,0.4779264568272836,0.9780153979995148,0.0,0.13516609392898052,0.05194805194805195,0.0,0.020570488206253432,0.08553947523238029,1.0,0.1402508551881414,0.06775907883082374,0.996283042953318,0.3125,1.0,0.9259144332433364,0.9260455181867312,0.9917624105787991,0.0,0.0,1.0,0.0,0.7580645161290323,0.11086830175520168,0.7000000000000001,0.7000000000000001,0.0048210187218517275,0.0,0.0,0.5217391304347826,0.21301775147928995,0.0202020202020202,0.6895734597156398,0.0,0.0,0.020626785414216097,0.12175324675324675,0.0,0.0,0.0,0.0,0.0,0.0,0.09640666082383874,0.4732719189036861,0.12635715024299451,0.4732719189036861,1.0,0.00010000100001000009
1590768180,0.33333333333333337,0.1,0.0,0.0,0.3981060694772099,0.9826076289357224,0.0,0.10194730813287514,0.11327561327561328,0.0,0.014940670381384068,0.04035768913989881,1.0,0.15849486887115166,0.08281665190434014,0.12835280139313252,0.2916666666666667,1.0,0.9258515861550864,0.9259915147921214,0.99154563190982,0.0,0.0,1.0,0.0,0.0,0.1853771940020923,0.7000000000000001,0.7000000000000001,0.0051226388111859636,0.0,0.0,0.5252173913043479,0.22781065088757396,0.014430014430014432,0.6919431279620853,0.0,0.0,0.0148294404301798,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.09290096406660824,0.7935206176197221,0.0714507289835591,0.7935206176197221,1.0,0.0
1590768240,0.33333333333333337,0.1,0.0,0.0,0.4623187103850885,0.9789133599083296,0.0,0.14387170675830468,0.10533910533910534,0.0,0.015619135606432431,0.04871161313095658,1.0,0.1539338654503991,0.07705934455270151,0.001956331097572104,0.2916666666666667,1.0,0.9259636161582052,0.9260947205912836,0.9917624105787991,0.0,0.0,1.0,0.0,0.7580645161290323,0.07828664419388585,0.7071428571428572,0.7071428571428572,0.00509778001261446,0.0,0.0,0.5739130434782609,0.2248520710059172,0.015873015873015876,0.6943127962085308,0.0,0.0,0.015501596370357919,0.1331168831168831,0.0,0.0,0.0,0.0,0.0,0.0,0.10166520595968448,0.12151831515022643,0.3908592699824217,0.12151831515022643,1.0,0.0
1590768300,0.33333333333333337,0.0,0.0,0.0,0.4753473039052049,0.9781638114835034,0.0,0.7780068728522337,0.11544011544011545,0.0,0.015460345872910472,0.16401929638781035,1.0,0.15507411630558726,0.08370239149689991,0.0026702346636801023,0.2916666666666667,1.0,0.9257512740929382,0.9258818199128498,0.9913288532408409,0.0,0.0,1.0,0.0,0.0,0.07943740555620132,0.6642857142857144,0.6642857142857144,0.0047776539287881035,0.0,0.0,0.5391304347826087,0.220414201183432,0.015873015873015876,0.6990521327014217,0.0,0.0,0.015249537892791125,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.09290096406660824,0.014288969067568448,0.4127804777168855,0.014288969067568448,1.0,0.0
1590768360,0.33333333333333337,0.0,0.0,1.0,0.4337005470104233,0.9805598446203329,0.0,0.5134020618556699,0.12265512265512266,0.0,0.015850102491555274,0.11460171784915875,1.0,0.1573546180159635,0.0779450841452613,0.0023273304280924056,0.2916666666666667,1.0,0.9255937914537368,0.9257198716772792,0.9911120745718621,0.0,0.0,1.0,0.0,0.7258064516129032,0.0775775892130652,0.6642857142857144,0.6642857142857144,0.00504170961139207,0.0,0.0,0.5991304347826086,0.21597633136094674,0.015873015873015876,0.7014218009478673,0.0,0.0,0.015627625609141323,0.5064935064935064,0.0,0.0,0.0,0.0,0.0,0.0,0.09640666082383874,0.014324622476172184,0.4663426739737359,0.014324622476172184,1.0,0.0
1590768420,0.33333333333333337,0.0,0.0,0.0,0.38934792540468255,0.9831114806477262,0.0,0.4366552119129439,0.10678210678210677,0.0,0.015344862430349047,0.10212966231321333,1.0,0.15279361459521096,0.08193091231178035,0.17825449257377005,0.2916666666666667,1.0,0.9256870078768892,0.9258206614943484,0.9913288532408409,0.0,0.0,1.0,0.0,0.0,0.08968964314773918,0.6642857142857144,0.6642857142857144,0.004767227043831725,0.0,0.0,0.5739130434782609,0.21745562130177515,0.015873015873015876,0.7014218009478673,0.0,0.0,0.015039489161485462,0.426948051948052,0.0,0.0,0.0,0.0,0.0,0.0,0.09290096406660824,0.014372148350373206,0.38682659497466654,0.014372148350373206,1.0,0.00010000100001000009
1590768480,0.33333333333333337,0.1,0.0,0.0,0.0,0.9793125077173,0.0,0.4799541809851088,0.10678210678210677,0.0,0.01629760083148079,0.10942463819272856,1.0,0.16419612314709234,0.09123117803365813,0.03889153564427096,0.2916666666666667,1.0,0.9256221740097204,0.9257422349987066,0.9913288532408409,0.0,0.0,1.0,0.0,0.7258064516129032,0.1921190282459607,0.6642857142857144,0.6642857142857144,0.00503625448614999,0.0,0.0,0.5617391304347826,0.22189349112426035,0.015873015873015876,0.7037914691943128,0.0,0.0,0.01596370357923038,0.4724025974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.09640666082383874,0.01475475498820756,0.4353220969910041,0.01475475498820756,1.0,0.0
1590768540,0.33333333333333337,0.1,0.0,0.0,0.0,0.9786046276852683,0.0,0.4623138602520046,0.10894660894660896,0.0,0.015157201836186738,0.10683609836451348,1.0,0.1562143671607754,0.08591674047829938,0.00496850948077383,0.2916666666666667,1.0,0.9255967918953694,0.925729798885752,0.9947973119445046,0.0,0.0,1.0,0.0,0.0,0.20696268743461585,0.6642857142857144,0.6642857142857144,0.0048413891262367075,0.0,0.0,0.5139130434782608,0.2263313609467456,0.015873015873015876,0.7037914691943128,0.0,0.0,0.014871450176440931,0.4561688311688312,0.0,0.0,0.0,0.0,0.0,0.0,0.10341805433829973,0.01455009814647776,0.4187777892668804,0.01455009814647776,1.0,0.0
