timestamp,os_018##Agent_ping,os_018##Buffers_used,os_018##CPU_frequency,os_018##CPU_idle_pct,os_018##CPU_iowait_time,os_018##CPU_kernel_number,os_018##CPU_number,os_018##CPU_pused,os_018##CPU_system_time,os_018##CPU_user_time,os_018##CPU_util_pct,os_018##Cache_used,os_018##Cpu_num,os_018##Disk_avgqu_sz,os_018##Disk_await,os_018##Disk_io_util,os_018##Disk_rd_ios,os_018##Disk_rd_kbs,os_018##Disk_svctm,os_018##Disk_wr_ios,os_018##Disk_wr_kbs,os_018##FS_max_avail,os_018##FS_max_util,os_018##FS_total_space,os_018##FS_used_pct,os_018##FS_used_space,os_018##Free_disk_space,os_018##Free_inodes,os_018##ICMP_ping,os_018##Incoming_network_traffic,os_018##Memory_available,os_018##Memory_available_pct,os_018##Memory_free,os_018##Memory_total,os_018##Memory_used,os_018##Memory_used_pct,os_018##Num_of_processes,os_018##Num_of_running_processes,os_018##Outgoing_network_traffic,os_018##Page_pi,os_018##Page_po,os_018##Processor_load_15_min,os_018##Processor_load_1_min,os_018##Processor_load_5_min,os_018##Received_errors_packets,os_018##Received_packets,os_018##Received_queue,os_018##Recv_total,os_018##Send_total,os_018##Sent_errors_packets,os_018##Sent_packets,os_018##Sent_queue,os_018##Shared_memory,os_018##Swap_used_pct,os_018##System_block_queue_length,os_018##System_wait_queue_length,os_018##Total_disk_space,os_018##Total_inodes,os_018##Used_disk_space,os_018##Used_disk_space_pct,os_018##Used_inodes,os_018##Used_inodes_pct,os_018##Zombie_Process,os_018##ss_total
1590768000,1.0,0.9860529986052998,0.0,0.9987563878837146,0.0038736159689887937,0.0,0.0,0.0,0.2474949222645829,0.20900339911367055,0.3229419688495366,0.1301346458698649,0.0,0.00920858936491505,0.0,0.0,0.0,0.0,0.0,0.060606060606060615,0.02413981253882931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01486969352694886,0.9728117124881814,0.9717783772566922,0.9138840351806612,0.0,0.7863266114968769,0.7870485678704858,0.0,0.0,0.08681912850680353,1.4523212120687634e-05,0.20065430752453653,0.6074737007379495,0.21689866614385087,0.4423076923076923,0.0,0.0,0.0,0.04736830580320725,0.046269710387800006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6453900709219859
1590768060,1.0,0.0,0.0,0.9916943050509776,0.00968821707844142,0.0,0.0,0.0,0.2759019942947742,0.29218117954484346,0.4140025008237511,0.0,0.0,0.05230357193735577,0.0,0.0,0.0,0.00020418683880222343,0.0,0.09090909090909093,0.2719623997190783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013844026280736851,0.9728896733474388,0.9719858891886284,0.0,0.0,0.785360347506262,0.7858032378580324,0.9285714285714286,0.25,0.15463968029753072,0.00018573444475814525,0.2857142857142857,0.6074737007379495,0.1661945550545238,0.4294923076923077,0.0,0.0,0.0,0.07097998299380195,0.07540311571099713,0.0,0.0,0.0,0.25544297220057155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347517730496454
1590768120,1.0,0.0,0.0,0.993938478722582,0.011624560934494769,0.0,0.0,0.0,0.2696020121929006,0.2655387542195425,0.3850653403570433,0.0,0.0,0.02721548441016972,0.0,0.0,0.0,1.4792899408284024e-05,0.0,0.09090909090909093,0.2563798924934497,0.870934351484067,0.9595959595959596,1.0,0.9352628417610288,0.9352655118557432,0.0,0.0,1.0,0.005051485478305239,0.9728613143243224,0.9720896451545964,0.0,0.0,0.7856856590253337,0.7858032378580324,0.0,0.0,0.03912481270227261,1.4595220878514218e-05,0.1395856052344602,0.5981427898526345,0.15493148184454794,0.4166615384615384,0.0,0.0,0.0,0.01893495145856891,0.019556387355131526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6205673758865248
1590768180,1.0,0.0,0.0,0.998752958147492,0.0012912053229962648,0.0,0.0,0.0,0.2478344059009964,0.22122929886515816,0.3229867207103692,0.0,0.0,0.01031787488247082,0.0,0.0,0.0,0.0,0.011695906432748536,0.060606060606060615,0.09840576969827934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003387458412583241,0.9728645549776168,0.9720896451545964,0.0,0.0,0.7856287453628841,0.7858032378580324,0.0,0.0,0.029672013517621186,0.0,0.07742639040348964,0.5701051970482023,0.09013838842053314,0.3589692307692308,0.0,0.0,0.0,0.014077888918757359,0.014523656330744813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5797872340425532
1590768240,1.0,0.0,0.0,0.996969546501848,0.0038736159689887937,0.0,0.0,0.0,0.2563576626419641,0.23046597722298914,0.3459824445974603,0.0,0.0,0.010549609185795828,0.0019032258064516129,0.0,0.0,0.0,0.005847953216374269,0.060606060606060615,0.07950946759947057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0067958971443159814,0.9728368969937848,0.9720896451545964,0.0,0.0,0.7859015821681092,0.7870485678704858,0.0,0.0,0.03556659931696677,0.0,0.09378407851690294,0.5607518560886438,0.1042273707552208,0.33333846153846153,0.0,0.09979423456790124,0.0,0.01730472528410951,0.017847184471273342,0.0,0.09821428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6365248226950354
1590768300,1.0,0.9860529986052998,0.0,0.9915165730485184,0.05943443164687622,0.0,0.0,0.0,0.26749515457064826,0.2885375335623461,0.4162939545120437,0.13070166153623905,0.0,0.044701927003694464,0.0,0.0,0.0,1.4568764568764569e-05,0.0,0.060606060606060615,0.202236568434132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026175600469435255,0.9727802847648026,0.9719858891886284,0.9135438247036004,1.0,0.7867118488220932,0.7870485678704858,0.0,0.0,0.2501808965258283,1.4477230624726073e-05,0.4143947655398037,0.5701051970482023,0.20563559293387507,0.38461538461538464,0.0,0.0,0.0,0.12194128508774407,0.1253403734875364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6205673758865248
1590768360,1.0,0.0,0.0,0.9922875982273894,0.00839608349856306,0.0,0.0,0.0,0.28157686189351616,0.2876803819514537,0.4063528368719427,0.0,0.0,0.051477306183696926,0.016086021505376344,0.0,0.0,2.891339429800968e-05,0.0074853801169590655,0.09090909090909093,0.3609021906485508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018729556706159903,0.972800601676886,0.9719858891886284,0.0,0.0,0.7863358064618408,0.7870485678704858,0.9285714285714286,0.25,0.15273957837895832,2.9143592685671393e-05,0.3413304252998909,0.5701051970482023,0.16056301844953585,0.3718,0.0,0.0,0.0,0.0747950301230341,0.07756421721916486,0.0,0.0,0.0,0.25544297220057155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
1590768420,1.0,0.0,0.0,0.9918412206175266,0.011630130475787348,0.0,0.0,0.0,0.27266396452475195,0.29167078276969205,0.4121077413590625,0.0,0.0,0.04874018215835811,0.01581720430107527,0.0,0.0,0.00014636005020620408,0.005847953216374269,0.09090909090909093,0.3300180978363631,0.8705833473615593,0.9595959595959596,1.0,0.9355458659923522,0.935545932131194,0.0,0.0,1.0,0.015473400849127622,0.9728113685821176,0.9719858891886284,0.0,0.0,0.7863938298614414,0.7870485678704858,0.0,0.0,0.13311042251506428,0.00015780979550315285,0.31624863685932386,0.5701051970482023,0.1690137036310904,0.38461538461538464,0.0,0.0,0.0,0.06649919205606529,0.06666172365942305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595744680851063
1590768480,1.0,0.0,0.0,0.99076981197367,0.015500961674129853,0.0,0.0,0.0,0.2705674022849413,0.28252601878202865,0.4259231292402058,0.0,0.0,0.03692743107329072,0.0,0.0,0.0,2.93616639770486e-05,0.0,0.060606060606060615,0.27840414899651544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016933520598257687,0.9728064216256598,0.9719858891886284,0.0,0.0,0.7861235295982751,0.7870485678704858,0.0,0.0,0.14401630697158802,1.4442961396603784e-05,0.23446019629225734,0.5794361079335173,0.23943833366009315,0.4102615384615385,0.0,0.0,0.0,0.06937747944752119,0.07241974143386799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6063829787234043
1590768540,1.0,0.0,0.0,0.9936288810408788,0.03552810390536235,0.0,0.0,0.0,0.26910915375652106,0.2850225963318436,0.0,0.0,0.0,0.02767705355531707,0.0,0.0,0.0,1.4568764568764569e-05,0.0,0.060606060606060615,0.2958191296831528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016330048064428185,0.972778776868984,0.0,0.0,0.0,0.786517169219062,0.7870485678704858,0.0,0.0,0.13764251971319758,1.4441226245812784e-05,0.3620501635768811,0.5701051970482023,0.1661945550545238,0.38461538461538464,0.0,0.1851851851851852,0.0,0.06710945472174533,0.06904104371012285,0.0,0.2103174523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6560283687943262
