timestamp,os_021##Agent_ping,os_021##Buffers_used,os_021##CPU_frequency,os_021##CPU_idle_pct,os_021##CPU_iowait_time,os_021##CPU_kernel_number,os_021##CPU_number,os_021##CPU_pused,os_021##CPU_system_time,os_021##CPU_user_time,os_021##CPU_util_pct,os_021##Cache_used,os_021##Cpu_num,os_021##Disk_avgqu_sz,os_021##Disk_await,os_021##Disk_io_util,os_021##Disk_rd_ios,os_021##Disk_rd_kbs,os_021##Disk_svctm,os_021##Disk_wr_ios,os_021##Disk_wr_kbs,os_021##FS_max_avail,os_021##FS_max_util,os_021##FS_total_space,os_021##FS_used_pct,os_021##FS_used_space,os_021##Free_disk_space,os_021##Free_inodes,os_021##ICMP_ping,os_021##Incoming_network_traffic,os_021##Memory_available,os_021##Memory_available_pct,os_021##Memory_free,os_021##Memory_total,os_021##Memory_used,os_021##Memory_used_pct,os_021##Num_of_processes,os_021##Num_of_running_processes,os_021##Outgoing_network_traffic,os_021##Page_pi,os_021##Page_po,os_021##Processor_load_15_min,os_021##Processor_load_1_min,os_021##Processor_load_5_min,os_021##Received_errors_packets,os_021##Received_packets,os_021##Received_queue,os_021##Recv_total,os_021##Send_total,os_021##Sent_errors_packets,os_021##Sent_packets,os_021##Sent_queue,os_021##Shared_memory,os_021##Swap_used_pct,os_021##System_block_queue_length,os_021##System_wait_queue_length,os_021##Total_disk_space,os_021##Total_inodes,os_021##Used_disk_space,os_021##Used_disk_space_pct,os_021##Used_inodes,os_021##Used_inodes_pct,os_021##Zombie_Process,os_021##cost,os_021##count,os_021##proc,os_021##ss_total,os_021##succ_rate
1590768000,1.0,0.0,0.0,0.9626483453686592,0.0013499063332817554,0.0,0.0,0.0,0.4658975734811901,0.3917782506760195,0.4096389042097929,0.0,0.0,0.0028734385348429194,0.0,0.0,0.0,0.0,0.0,0.3636363636363637,0.4735386507529941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4397717032141784,0.5762270910632936,0.5762117732382449,0.0,0.0,0.9966408019211332,0.9969518003429224,0.0,0.0,0.4137725038694436,0.0,0.7470946319867183,0.6676022346368715,0.18451368358465325,0.42348150434047577,0.0,0.0,0.0,0.4985061913852913,0.4737119088342155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03479765523852549,0.5085714285714286,0.00455774702305965,0.7964071856287425,1.0
1590768060,1.0,0.0,0.0,0.9560619733936052,0.0012854958117120045,0.0,0.0,0.0,0.5506055978243423,0.4633305557741911,0.4596967596693404,0.0,0.0,0.00251911771297249,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.4721298033940315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4195404025232802,0.5764399745277502,0.5764535235102138,0.0,0.0,0.9963422368075724,0.9965707753857878,0.0,0.0,0.4073279568432581,0.0,0.7432208079690094,0.6648044692737429,0.23483822485011646,0.4318672767036536,0.0,0.0,0.0,0.4832618364407551,0.457164833162971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024216878977031696,0.4942857142857143,0.004137771049748648,0.7724550898203593,1.0
1590768120,1.0,0.9894000345099421,0.0,0.9581261334818983,0.0009640601628821164,0.0,0.0,0.0,0.4969043655325179,0.44661650408409626,0.4440089178606992,0.9856618858437614,0.0,0.0020619584149651946,0.0,0.0,0.0,0.0,0.0,0.3636363636363637,0.4695438436407191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15354460799038752,0.5763974823581617,0.5764535235102138,0.08726046359021505,0.0,0.9963607930698264,0.9965707753857878,0.9726962457337884,0.1111111111111111,0.12561435903005946,0.0,0.7315993359158827,0.6620156424581006,0.2425801443506697,0.4423461378486804,0.0,0.0,0.0,0.1816302614340351,0.14858970336710214,0.0,0.0,7.215267506042787e-05,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42211837299116856,0.18285714285714288,0.011546913547879558,0.8263473053892215,1.0
1590768180,1.0,0.0,0.0,0.9619178545486652,0.0009641835546858901,0.0,0.0,0.0,0.5888745190301263,0.41942769502381255,0.4151908959758296,0.0,0.0,0.002578342655297505,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.47924272917991495,0.9943951833607008,0.9268292682926829,1.0,0.9202445946511759,0.920244628514222,0.0,0.0,1.0,0.13050465605286873,0.5764341155260663,0.5764535235102138,0.0,0.0,0.9963405113476236,0.9965707753857878,0.0,0.0,0.0909568161041265,0.0,0.7426674045379081,0.6815642458100558,0.33935207359571895,0.4905676832458977,0.0,0.4395604395604396,0.0,0.1528988022545299,0.11076926190934024,0.0,0.3775510204081632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7866079741723642,0.10285714285714287,0.0037183344769521924,0.9281437125748504,1.0
1590768240,1.0,0.0,0.0,0.9717004949009229,0.0012210852901422533,0.0,0.0,0.0,0.3678599764273169,0.3221210560765859,0.3408411643777249,0.0,0.0,0.00225985202889712,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.4655418061083312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26453890057074203,0.5764988911118945,0.5764535235102138,0.0,0.0,0.9962506058029336,0.9965707753857878,0.0,0.0,0.18680135045844987,0.0,0.7238516878804648,0.6787754189944134,0.2993542206880605,0.4905676832458977,0.0,0.0,0.0,0.4317052495020858,0.3798540618769545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11041825564290868,0.5314285714285715,0.0038357966616890267,0.8163672654690619,1.0
1590768300,1.0,0.0,0.0,0.959343855376236,0.001028594076255641,0.0,0.0,0.0,0.5041504432489946,0.4346269168812764,0.4347538985509519,0.0,0.0,0.002231402585302928,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.4701295076698489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7297236407329529,0.5765074587012418,0.5765743986461985,0.0,0.0,0.9962472759679452,0.9963802629072204,0.0,0.0,0.7667110181841222,0.0,0.7360265633646929,0.6899486033519552,0.3329025385237914,0.5199178865170198,0.0,0.0,0.0,0.6736397247132627,0.6696151160319403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03722010456666538,0.5657142857142857,0.004281385050621669,0.8143712574850299,1.0
1590768360,1.0,0.0,0.0,0.9508939084069624,0.0009645537300972106,0.0,0.0,0.0,0.6046599617517164,0.5045302096103546,0.4989742698688906,0.0,0.0,0.002381433141615694,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.4712910746609566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5486782817662962,0.5764317719253929,0.5764535235102138,0.0,0.0,0.9963182317244276,0.9965707753857878,0.0,0.0,0.5305889700491488,0.0,0.7493082457111234,0.6815642458100558,0.2670941582572216,0.5031463417906643,0.0,0.0,0.0,0.6200443717709658,0.5950672509589208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027154140520409237,0.6485714285714286,0.004930381690417847,0.7884231536926147,1.0
1590768420,1.0,0.9894019141364075,0.0,0.9623098351500982,0.0012212086819460267,0.0,0.0,0.0,0.4849276997372152,0.4011006453250601,0.4122120950166118,0.9846287944266996,0.0,0.0024809614623658143,0.0,0.0,0.0,0.0,0.0,0.3636363636363637,0.4677308157974557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4519375187744067,0.5764593956775936,0.5764535235102138,0.08760209962909822,1.0,0.9963161430097532,0.9965707753857878,0.9726962457337884,0.1111111111111111,0.4307890044442031,0.0,0.7238516878804648,0.6759776536312849,0.2554833435182585,0.4905676832458977,0.0,0.0,0.0,0.5151711692357838,0.4847635336862027,0.0,0.0,0.0009740611133157762,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022851307524061903,0.5314285714285715,0.003691009603309336,0.8283433133732535,1.0
1590768480,1.0,0.0,0.0,0.96798044041196,0.001027853725433,0.0,0.0,0.0,0.409451545294865,0.3602925024394404,0.3691146642903835,0.0,0.0,0.002189936179309507,0.0005683508353261619,0.0,0.0,0.0,0.0,0.4545454545454545,0.4693330768944334,0.9940229885057472,0.9268292682926829,1.0,0.9203556416422576,0.9203553126744928,0.0,0.0,1.0,0.5113397416641634,0.5764098534961432,0.5764535235102138,0.0,0.0,0.9963585227277888,0.9965707753857878,0.0,0.0,0.4929806935129117,0.0,0.7387935805201993,0.6927374301675977,0.3329025385237914,0.5303967476620467,0.0,0.7307692307692307,0.0,0.575398443766919,0.5493527917497393,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027384094627873792,0.6,0.004571382529458911,0.9520958083832336,1.0
1590768540,1.0,0.0,0.0,0.9541296798084704,0.0008998964249199127,0.0,0.0,0.0,0.5291998587473459,0.5138574448992387,0.0,0.0,0.0,0.00211098450015267,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.4709819742011381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4879693601682186,0.5764325018993731,0.0,0.0,0.0,0.9963426303335252,0.9965707753857878,0.0,0.0,0.469058028077226,0.0,0.7371333702268954,0.7066994413407822,0.3470939930962723,0.5555540647515799,0.0,0.0,0.0,0.5519736429590386,0.5269661670495602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024940553465079254,0.5742857142857143,0.0038391811820982077,0.7884231536926147,1.0
