timestamp,docker_008##container_cpu_used,docker_008##container_fgc,docker_008##container_fgct,docker_008##container_mem_used,docker_008##container_session_used,docker_008##container_thread_idle,docker_008##container_thread_running,docker_008##container_thread_total,docker_008##container_thread_used_pct,docker_008##cost,docker_008##count,docker_008##proc,docker_008##succ_rate
1590768000,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.010098997647083156,0.501952035694367,0.023531535381621827,1.0
1590768060,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009874633960145854,0.445064138315672,0.018046849637148928,1.0
1590768120,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.6926809795038894,0.18070273284997213,0.7177825478387829,0.9876543
1590768180,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,1.0,0.10485220301171222,0.8238239693222952,1.0
1590768240,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.1553348912496869,0.5365309537088678,0.19166447837308884,1.0
1590768300,0.020618556701030927,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009371073693482829,0.5644171779141104,0.025249476180795784,1.0
1590768360,0.020618556701030927,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008873798434031554,0.615170105967652,0.0213607774344309,1.0
1590768420,0.20618556701030927,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009390909815284029,0.4896820970440602,0.018003327306098618,1.0
1590768480,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009297610504029604,0.5895147796988288,0.020092056382898123,1.0
1590768540,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00915829494336997,0.5437813720022309,0.019192067798591516,1.0
1590768600,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009680765915731715,0.5359732292247629,0.020380197654332115,1.0
1590768660,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009615785928186384,0.6068042387060792,0.025398889352449074,1.0
1590768720,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00940921197371765,0.6213050752928053,0.020153570000997587,1.0
1590768780,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009262426130780916,0.5672058003346346,0.02167445082115859,1.0
1590768840,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009142922164418334,0.5716675962074735,0.022964332043097155,1.0
1590768900,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.010129284474368292,0.6709425543781372,0.023970949588572238,1.0
1590768960,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00922356528353198,0.5437813720022309,0.01550682250516534,1.0
1590769020,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00941131802454686,0.5716675962074735,0.022479375047351133,1.0
1590769080,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009183968611158584,0.6575571667596207,0.02404093070297017,1.0
1590769140,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009309983635514394,0.6307863915225879,0.023325950056512824,1.0
1590769200,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009139605648114108,0.5660903513664249,0.0212327011964538,1.0
1590769260,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00900752570117837,0.6848856664807585,0.019646179068006333,1.0
1590769320,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009526738492921428,0.6581148912437256,0.023273377446017998,1.0
1590769380,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009020942245947756,0.6675962074735081,0.024887637481115246,1.0
1590769440,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009185806185253187,0.6196319018404908,0.023675468891892697,1.0
1590769500,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009452941861992884,0.6503067484662577,0.02382844946773044,1.0
1590769560,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00945757623446597,0.5956497490239822,0.021240279519937524,1.0
1590769620,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009401056910040936,0.6787506971556051,0.02389325731041464,1.0
1590769680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00954404629307875,0.6597880646960401,0.020818211681922445,1.0
1590769740,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009345622099042591,0.6319018404907976,0.0219884445243581,1.0
1590769800,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009635144095109441,0.6988287785833798,0.025111677962946645,1.0
1590769860,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009399629343008923,0.6185164528722811,0.02388914676090841,1.0
1590769920,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008788479179397216,0.6865588399330731,0.018115374864974287,1.0
1590769980,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00959973698560686,0.7010596765197992,0.023506220738715347,1.0
1590770040,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009553180468204863,0.6648075850529839,0.020752698928741733,1.0
1590770100,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008985228874096078,0.6982710540992749,0.02001657096738917,1.0
1590770160,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009298223028727806,0.6742889012827663,0.02459276420731036,1.0
1590770220,0.010309278350515464,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00879772008231165,0.3184606804238706,0.011771084515726058,1.0
1590770280,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00928067724548969,0.2660345789180145,0.012114364678953334,1.0
1590770340,0.010309278350515464,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00891909211642265,0.2822085889570552,0.01157673437121298,1.0
1590770400,0.061855670103092786,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008653397596278076,0.290574456218628,0.014609469300526525,1.0
1590770460,0.10309278350515463,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009269695552686206,0.7406581148912438,0.022904526065319026,1.0
1590770520,0.010309278350515464,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009175744605308045,0.6659230340211936,0.02310097969274986,1.0
1590770580,0.010309278350515464,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009083053841318713,0.6809815950920245,0.022257616418646733,1.0
1590770640,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008889329647401882,0.728388176240937,0.021862241977047257,1.0
1590770700,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009020818282615977,0.6971556051310652,0.024398902036552844,1.0
1590770760,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00913377141665428,0.7071946458449526,0.024033957659776,1.0
1590770820,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.0094810768979681,0.6291132180702733,0.022542730217340403,1.0
1590770880,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009014683754956707,0.7116564417177914,0.021490498106469,1.0
1590770940,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009228470121456223,0.8427216954824317,0.021159977573133287,1.0
1590771000,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009062556802716532,0.7356385945343001,0.023012891591707614,1.0
1590771060,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009230405805567424,0.86781929726715,0.02263139788765106,1.0
1590771120,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009856250264333576,0.7239263803680982,0.023385210746384087,1.0
1590771180,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009623099101855829,0.7752370329057445,0.02222430993333304,1.0
1590771240,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009135115789043842,0.7975460122699386,0.02044445699523181,1.0
1590771300,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009501183485220454,0.7997769102063581,0.021304079276334167,1.0
1590771360,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009466607990689624,0.6999442275515895,0.02063710539153257,1.0
1590771420,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009225475777233516,0.7568321249302844,0.020639551152419385,1.0
1590771480,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009324749524464724,0.8137200223089793,0.01853284685795895,1.0
1590771540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01149002400115717,0.7272727272727273,0.01978851528108831,1.0
1590771600,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009414171832799849,0.728388176240937,0.020370142502477685,1.0
1590771660,0.15463917525773194,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008831035724906407,0.8477412158393753,0.016527506121794138,1.0
1590771720,0.1134020618556701,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00875855363561913,0.8114891243725599,0.021734354286558587,1.0
1590771780,0.1958762886597938,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00901699530649635,0.7992191857222533,0.02107822402492666,1.0
1590771840,0.17525773195876287,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009473522426690272,0.8588957055214724,0.01920257075073096,1.0
1590771900,0.020618556701030927,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009015420905892208,0.7847183491355271,0.02143194232709424,1.0
1590771960,0.020618556701030927,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009029713148850262,0.7395426659230341,0.021551078628759247,1.0
1590772020,0.030927835051546393,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009011724544726436,0.8192972671500279,0.02189185250307075,1.0
1590772080,0.020618556701030927,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009122135767557748,0.7718906860011154,0.019613786395235987,1.0
1590772140,0.030927835051546393,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.009279676258158209,0.7389849414389291,0.019318033590249285,1.0
1590772200,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.00890709220074423,0.7590630228667038,0.022310591835139563,1.0
1590772260,0.0,0.0,0.0,0.8630136986301371,0.0,0.0,0.0,0.0,0.0,0.008936662427164913,0.7651979921918572,0.022041922377055892,1.0
