timestamp,docker_002##container_cpu_used,docker_002##container_fgc,docker_002##container_fgct,docker_002##container_mem_used,docker_002##container_session_used,docker_002##container_thread_idle,docker_002##container_thread_running,docker_002##container_thread_total,docker_002##container_thread_used_pct,docker_002##cost,docker_002##count,docker_002##proc,docker_002##succ_rate
1590768000,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.03694981171869671,0.28160101249802244,0.020306174887892374,1.0
1590768060,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0459665991479209,0.2626166745768075,0.02768923168908819,1.0
1590768120,0.010416666666666666,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.03391521276953845,0.094921689606075,0.017384155455904337,1.0
1590768180,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.02256290543973832,0.07277329536465749,0.01191590328849028,1.0
1590768240,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04009406852003932,0.32273374466065496,0.021696855007473842,1.0
1590768300,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.055426180246732834,0.32273374466065496,0.03266068759342302,1.0
1590768360,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.05095111311536052,0.3385540262616675,0.029866028400597912,1.0
1590768420,0.8020833333333334,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.05425385908547453,0.3069134630596425,0.033087544095665174,1.0
1590768480,0.010416666666666666,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04846426199481828,0.3258978009808575,0.031591853512705534,1.0
1590768540,0.010416666666666666,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.053500529054165864,0.31324157570004746,0.03663918684603886,1.0
1590768600,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.054984557602608994,0.272108843537415,0.032871868460388635,1.0
1590768660,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.054064075485637166,0.34171808258187,0.03385927055306427,1.0
1590768720,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0543464814113288,0.34171808258187,0.037266789237668164,1.0
1590768780,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.03964210612180055,0.31640563202025,0.024621823617339316,1.0
1590768840,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.05477082898094782,0.3322259136212625,0.0338344379671151,1.0
1590768900,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.044430528981143726,0.39234298370511,0.02805764573991031,1.0
1590768960,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.05717048723742536,0.2847650688182249,0.035333,1.0
1590769020,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.055362172796339336,0.3448821389020725,0.04065838415545591,1.0
1590769080,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.02631916864494276,0.37652270210409744,0.010767356502242151,1.0
1590769140,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04097110870909893,0.3955070400253125,0.02413273542600897,1.0
1590769200,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.057079868567307776,0.34171808258187,0.033273127055306426,1.0
1590769260,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04596287234825069,0.39867109634551495,0.025977533632287,1.0
1590769320,0.03125,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.06133193772032421,0.38601487106470495,0.03791565620328849,1.0
1590769380,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.03753096360524099,0.3701945894636925,0.019845285500747385,1.0
1590769440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051715069646182894,0.3733586457838949,0.033484077727952165,1.0
1590769500,0.03125,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0385114788101384,0.34804619522227503,0.024116726457399103,1.0
1590769560,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.049394395498845264,0.32906185730106,0.02661909118086696,1.0
1590769620,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04534960141499058,0.3638664768232874,0.030758430493273543,1.0
1590769680,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04821276579829117,0.3955070400253125,0.02862301943198805,1.0
1590769740,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04583610950967072,0.41132732162632496,0.031719559043348285,1.0
1590769800,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.040212560267738284,0.4081632653061225,0.031663594917787745,1.0
1590769860,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.05268636536315058,0.41765543426673,0.03509874439461883,1.0
1590769920,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04834124554720907,0.39234298370511,0.028735715994020927,1.0
1590769980,0.03125,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04521986158924274,0.4018351526657175,0.027484318385650224,1.0
1590770040,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.03888364495077864,0.3322259136212625,0.020076874439461885,1.0
1590770100,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.048663559842607056,0.4208194905869325,0.0269457264573991,1.0
1590770160,0.03125,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04868451541007175,0.42398354690713497,0.02894607623318385,1.0
1590770220,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.02332498209622285,0.1740230976111375,0.009798885949177877,1.0
1590770280,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.020303711465024986,0.15187470336971998,0.00943261091180867,1.0
1590770340,0.02083333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.025351015550683854,0.17718715393134,0.01049807817638266,1.0
1590770400,0.1875,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.026601540731115283,0.19300743553235247,0.014140263079222719,1.0
1590770460,0.3333333333333333,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.03743963074316749,0.3701945894636925,0.02597383408071749,1.0
1590770520,0.10416666666666667,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.04620053263403076,0.4524600537889574,0.028856345291479825,1.0
1590770580,0.2708333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04595086733359016,0.38917892738490745,0.02426750224215246,1.0
1590770640,0.010416666666666666,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04094645038583285,0.4018351526657175,0.024552451420029896,1.0
1590770700,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.05081447715182385,0.3828508147445024,0.03518017638266069,1.0
1590770760,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.052841507981584886,0.37652270210409744,0.03196166367713004,1.0
1590770820,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.03979347563385427,0.3385540262616675,0.024459718983557543,1.0
1590770880,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04214448067647692,0.3828508147445024,0.02447837668161435,1.0
1590770940,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.05718991824550285,0.42398354690713497,0.03593077279521674,1.0
1590771000,0.010416666666666666,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.06272410444157936,0.4366397721879449,0.04210318086696562,1.0
1590771060,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.053460003558492585,0.4682803353899699,0.03380448729446936,1.0
1590771120,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04437726290652616,0.39867109634551495,0.025368946188340805,1.0
1590771180,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04116037135844475,0.4081632653061225,0.026004334828101643,1.0
1590771240,0.6458333333333334,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04272505551016904,0.5030849549121974,0.02391911210762332,1.0
1590771300,0.03125,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.049320876472041336,0.4461319411485524,0.0294787399103139,1.0
1590771360,0.21875,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.041727442442985305,0.38917892738490745,0.02550524215246637,1.0
1590771420,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.04007957095764236,0.41449137794652746,0.02365784603886397,1.0
1590771480,0.11458333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.11890793816344382,0.4682803353899699,0.03783076831091181,1.0
1590771540,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.11965372554404595,0.40499920898592,0.0350540687593423,1.0
1590771600,0.02083333333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.11329698523724265,0.4301534567315298,0.03869025560538116,1.0
1590771660,0.4895833333333333,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.1042351636416808,0.5064072140484099,0.04985736322869955,1.0
