time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693118092,3.2176576240049237,9.022562257469566,0.9874593050473821,0.43081628897846547,9.817773358873815,2.826894565746746,0.32759465305155144,0.6248234654864798,0.8310780757274236,0.9658312093201341,0,0.29353064079843266,3.1511431916821686,2.650096071203075,1.0158289714728885,211845120,82923520,13185024,427192320,109850624,332218368,42254336,10731520,292454400,96362496,4636672,2920448,303554560,17027072,48279552,32,10,52,12,10,2,8,70,0,0,0,0,0,0,0.010683760683760686,0.0032151639344262296,0.030897484756097562,0.015898520084566596,0.0014476744186046515,0.003,0.003056761268781302,0.0032005828071879554,0.022364672364672367,0.004987295081967213,0.07177947598253274,0.023661733615221982,0.004298837209302325,0.0046,0.004702170283806344,0.00496104905293832
1693118093,3.2176576240049237,9.022562257469566,0.9874593050473821,0.43081628897846547,9.817773358873815,2.826894565746746,0.2722891541675194,0.6248234654864798,0.8502689195557076,0.9658312093201341,0,0.29353064079843266,3.1511431916821686,2.650096071203075,1.0158289714728885,211845120,82923520,13185024,427192320,109850624,332218368,42254336,10731520,292728832,96362496,4636672,2920448,303554560,17027072,48279552,38,14,36,16,16,2,18,112,0,0,0,0,0,0,0.010683760683760686,0.0031942369263607256,0.030897484756097562,0.015898520084566596,0.0014476744186046515,0.003,0.003056761268781302,0.0032005828071879554,0.022364672364672367,0.004949626467449306,0.07177947598253274,0.023661733615221982,0.004298837209302325,0.0046,0.004702170283806344,0.00496104905293832
1693118094,3.2176576240049237,9.022562257469566,0.9982287374242518,0.43081628897846547,9.817773358873813,2.826894565746746,0.32159186736712825,0.6236904612597541,0.7420331318073858,0.73174811005043,0,0.29353064079843266,2.6627159969714325,2.1786112174166488,1.0158289714728885,211845120,82923520,13185024,427192320,109850624,332218368,42254336,10735616,292728832,96362496,4636672,2920448,303554560,17027072,48279552,24,6,26,10,10,2,12,74,0,0,0,0,0,0,0.010448207171314741,0.0031473899692937564,0.03092105263157895,0.015780898876404492,0.0015438066465256798,0.003,0.0030604026845637584,0.003201305220883534,0.02232868525896415,0.004865301944728761,0.07070921985815605,0.023641573033707865,0.004318429003021148,0.0046,0.004708724832214765,0.00496234939759036
1693118095,3.2176576240049237,9.022562257469566,0.9982287374242518,0.42646010977453297,9.817773358873813,2.826894565746746,0.2742615842873712,0.6236904612597541,0.7567266147229955,0.747114674379128,0,0.29353064079843266,2.61019694377673,2.2226460274443225,1.0158289714728885,211845120,82923520,13185024,427192320,109850624,332218368,42254336,10735616,292728832,96362496,4636672,2920448,303554560,17027072,48279552,20,14,46,4,4,2,4,42,0,0,0,0,0,0,0.010743565300285987,0.0031452404317958782,0.030867346938775513,0.015903225806451614,0.0014678362573099417,0.003,0.0030604026845637584,0.0031977112247382517,0.022377502383222114,0.004861432777232581,0.07088486140724946,0.023722580645161286,0.004302923976608187,0.0046,0.004708724832214765,0.004955880204528853
1693118096,3.2176576240049237,9.022562257469566,0.9982287374242518,0.42646010977453297,8.11524873627811,2.826894565746746,0.2689017198312524,0.6233797458825678,0.8816089749365816,0.7624812387078259,0,0.29353064079843266,1.813956882499994,2.6420886016604213,1.0158289714728885,211845120,82923520,13185024,427192320,109850624,332218368,42254336,10735616,292728832,96362496,4636672,2920448,303554560,17027072,48279552,28,14,42,12,8,2,10,72,0,0,0,0,0,0,0.010743565300285987,0.0031452404317958782,0.030867346938775513,0.015903225806451614,0.0014678362573099417,0.003,0.003068610634648371,0.0032057142857142857,0.022377502383222114,0.004861432777232581,0.07088486140724946,0.023722580645161286,0.004302923976608187,0.0046,0.004723499142367067,0.0049702857142857135
1693118097,3.2176576240049237,9.022562257469566,0.9837679146919444,0.43056775360690347,9.720506259738782,2.826894565746746,0.2635418553751335,0.6233797458825678,0.8816089749365816,0.7778478030365238,0,0.29353064079843266,3.056648903716238,2.6420886016604213,1.0158289714728885,211845120,82923520,13185024,427192320,109088768,332218368,42254336,10735616,292728832,96362496,4636672,2920448,303747072,17027072,48279552,32,10,44,14,14,2,14,102,0,0,0,0,0,0,0.010743565300285987,0.0031452404317958782,0.030867346938775513,0.015903225806451614,0.0014678362573099417,0.003,0.003068610634648371,0.0031998512273741634,0.022377502383222114,0.004861432777232581,0.07088486140724946,0.023722580645161286,0.004302923976608187,0.0046,0.004723499142367067,0.004959732209273493
1693118098,3.2176576240049237,9.022562257469566,0.9837679146919444,0.43056775360690347,9.720506259738782,2.6773715623905856,0.2581819909190148,0.6233797458825678,0.8816089749365816,0.7932143673652217,0,0.2920035620413042,3.6214193036127043,2.6420886016604213,1.0158289714728885,211845120,82923520,13185024,427192320,109088768,332218368,42254336,10735616,292728832,96362496,4636672,2920448,303747072,17027072,48279552,42,26,64,10,10,2,10,76,0,0,0,0,0,0,0.010743565300285987,0.003136456211812628,0.030867346938775513,0.015903225806451614,0.0014678362573099417,0.003,0.003068610634648371,0.0031998512273741634,0.022377502383222114,0.00484562118126273,0.07088486140724946,0.023722580645161286,0.004302923976608187,0.0046,0.004723499142367067,0.004959732209273493
1693118099,3.2176576240049237,7.744290749642568,0.9837679146919444,0.43056775360690347,9.720506259738782,2.6773715623905856,0.3342331102450575,0.6233797458825678,0.8816089749365816,0.8085809316939196,0,0.2900731389723597,3.6214193036127043,2.65435629923823,1.0078627127794733,211845120,82923520,13185024,427192320,109088768,332218368,42237952,10735616,292728832,96362496,4636672,2920448,303747072,17027072,48279552,38,14,40,8,8,2,6,58,0,0,0,0,0,0,0.01057291666666667,0.003112983151635282,0.03099716828478965,0.015926339285714287,0.0015285285285285286,0.003,0.0030757314974182446,0.003201066260472201,0.022352678571428575,0.004803369672943509,0.07033029612756263,0.023828125,0.004315315315315315,0.0046,0.00473631669535284,0.004961919268849963
1693118100,3.2176576240049237,7.593914712018075,0.9837679146919444,0.43056775360690347,9.720506259738782,4.891010140239617,0.3342331102450575,0.6233797458825678,0.8816089749365816,0.9219938597218745,0,0.2900731389723597,3.6214193036127043,2.65435629923823,1.0078627127794733,211845120,82923520,13185024,427192320,109088768,332152832,42237952,10735616,292728832,96362496,4636672,2920448,303747072,17027072,48279552,20,18,60,6,8,2,6,46,0,0,0,0,0,0,0.010779036827195467,0.003110687022900763,0.03094141488577745,0.01602564102564102,0.0014431486880466474,0.003,0.0030757314974182446,0.0031996549174266703,0.02242776203966006,0.004799236641221373,0.06990486257928118,0.023871794871794867,0.00429795918367347,0.0046,0.00473631669535284,0.004959378851368006
1693118101,3.2176576240049237,7.443538674393582,0.9837679146919444,0.43056775360690347,9.720506259738782,4.891010140239617,0.3342331102450575,0.6233797458825678,0.8816089749365816,0.9219938597218745,0,0.2900731389723597,3.6214193036127043,2.65435629923823,1.0078627127794733,211845120,82923520,13185024,427192320,109088768,332152832,42237952,10735616,292728832,96362496,4636672,2920448,303747072,17027072,48279552,34,22,52,10,12,2,12,100,0,0,0,0,0,0,0.010779036827195467,0.0031107340894167158,0.03094141488577745,0.01602564102564102,0.0014431486880466474,0.003,0.003064625850340136,0.003203641959476789,0.02242776203966006,0.004799321360950088,0.06990486257928118,0.023871794871794867,0.00429795918367347,0.0046,0.004716326530612245,0.00496655552705822
