time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693113580,0.5541102989031715,0.08427585036728524,0.005371031387384122,0.6443336306222207,0.851836501274759,0.5737213069049866,0.8398162248693389,0.9510632643451723,0.47042657845616775,0.7716949360241496,0.612240945928428,0.8267832446106749,0.5577284813397857,0.8770302014770598,0.8823310074684209,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.0,0.40904311251314734,0.0,0,1.0,0.058902275769749005,0.033519553072625906,0.0,0.15423650622789484,0.1891891891891892,0.2727272727272727,0.1875,0.11764705882352941,0.452513966480447,0.12913660114456332,0.11403508771929824,0,0.0,0,0,0,0,0.3156177739129268,0.00011415630889506444,0.020090501582238324,1.0,0.5373601045270654,0.661016949152552,1.0,0.03466635889187655
1693113581,0.6963275593945448,0.08427585036728524,0.005371031387384122,0.6443336306222207,0.851836501274759,0.5737213069049866,0.8398162248693389,0.9510632643451723,0.47042657845616775,0.7716949360241496,0.612240945928428,0.8267832446106749,0.5577284813397857,0.8770302014770598,0.8823310074684209,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.0,0.40904311251314734,0.0,0,1.0,0.058902275769749005,0.033519553072625906,0.0,0.026090522323030402,0.32432432432432434,0.38636363636363635,0.1875,0.23529411764705882,0.452513966480447,0.19134112963423738,0.17543859649122806,0,0.0,0,0,0,0,0.3156177739129268,0.00011415630889506444,0.020090501582238324,1.0,0.5373601045270654,0.661016949152552,1.0,0.020264599059401207
1693113582,0.6963275593945448,0.08427585036728524,0.005371031387384122,0.6443336306222207,0.851836501274759,0.4457060670597886,0.8398162248693389,0.9510632643451723,0.47042657845616775,0.7716949360241496,0.612240945928428,0.2075079180587596,0.5577284813397857,0.8770302014770598,0.8823310074684209,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.0,0.40904311251314734,0.0,0,1.0,0.058902275769749005,0.033519553072625906,0.0,0.30801168691373215,0.16216216216216217,0.2727272727272727,0.1875,0.17647058823529413,0.452513966480447,0.12913660114456332,0.15789473684210525,0,0.0,0,0,0,0,0.3156177739129268,0.00011415630889506444,0.020090501582238324,1.0,0.5373601045270654,0.661016949152552,1.0,0.020264599059401207
1693113583,0.6963275593945448,0.08427585036728524,0.005371031387384122,0.6443336306222207,0.851836501274759,0.4457060670597886,0.8398162248693389,0.9448571839684609,0.47042657845616775,0.7716949360241496,0.612240945928428,0.8245906956774963,0.5738905973850807,0.8770302014770598,0.8823310074684209,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.004587155963302365,0.40904311251314734,0.0,0,0.1794871794871784,0.02811244979920641,0.033519553072625906,0.0,0.5386744579424881,0.2972972972972973,0.5,0.375,0.35294117647058826,0.452513966480447,0.31575018661358545,0.41228070175438597,0,0.0,0,0,0,0,0.3156177739129268,0.00011415630889506444,0.020090501582238324,1.0,0.5373601045270654,0.661016949152552,1.0,0.020264599059401207
1693113584,0.6963275593945448,0.09439233614518505,0.005371031387384122,0.6443336306222207,0.851836501274759,0.4457060670597886,0.8398162248693389,0.9448571839684609,0.46979822858741765,0.7716949360241496,0.612240945928428,0.8245906956774963,0.5738905973850807,0.8770302014770598,0.8785761709016032,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.004587155963302365,0.40904311251314734,0.0,0,0.1794871794871784,0.02811244979920641,0.033519553072625906,0.0,0.23112409657081348,0.10810810810810811,0.13636363636363635,0.1875,0.17647058823529413,0.452513966480447,0.12913660114456332,0.10526315789473684,0,0.0,0,0,0,0,0.14418408300950394,0.00010410752332838072,0.015546301670880131,0.7802926742934271,0.6704365854986039,0.3277310924369695,0.9453248596819595,0.022172180689821738
1693113585,0.6963275593945448,0.09439233614518505,0.005371031387384122,0.6443336306222207,0.851836501274759,0.4457060670597886,0.8398162248693389,0.9448571839684609,0.46979822858741765,0.7716949360241496,0.612240945928428,0.8245906956774963,0.5738905973850807,0.9114107502231574,0.8785761709016032,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.004587155963302365,0.40904311251314734,0.0,0,0.1794871794871784,0.02811244979920641,0.0,0.0,0.17986570300886773,0.24324324324324326,0.22727272727272727,0.375,0.17647058823529413,0.452513966480447,0.2535456581239114,0.3508771929824561,0,0.0,0,0,0,0,0.21407613781664428,0.00010410752332838072,0.015546301670880131,0.7802926742934271,0.6704365854986039,0.3277310924369695,0.9487589350970103,0.06003968997447611
1693113586,0.6963275593945448,0.09439233614518505,0.005371031387384122,0.6171641098983595,0.851836501274759,0.4457060670597886,0.8398162248693389,0.9448571839684609,0.44447882220339935,0.7679477596377478,0.7908814291530253,0.8245906956774963,0.5738905973850807,0.9114107502231574,0.8785761709016032,0.0,0.13281249999999972,0.0,0.0,0.25470219435736874,0.0,0.0,0.004587155963302365,0.4584647739221964,0.0,0,0.1794871794871784,0.02811244979920641,0.0,0.0,0.3848992772566508,0.24324324324324326,0.5,0.3125,0.17647058823529413,0.452513966480447,0.19134112963423738,0.19298245614035087,0,0.0,0,0,0,0,0.21407613781664428,0.00010410752332838072,0.015546301670880131,0.7802926742934271,0.6704365854986039,0.3277310924369695,0.9487589350970103,0.023016552862532784
1693113587,0.6963275593945448,0.0,0.0052165576156053516,0.6171641098983595,0.8855032283616473,0.4457060670597886,0.8398162248693389,0.9448571839684609,0.44447882220339935,0.7679477596377478,0.7908814291530253,0.8245906956774963,0.5738905973850807,0.9114107502231574,0.8785761709016032,0.0,0.13281249999999972,2.7046032347058278e-05,0.0,0.25470219435736874,0.0,0.0,0.004587155963302365,0.4584647739221964,0.0,0,0.1794871794871784,0.02811244979920641,0.0,0.0,0.23112409657081348,0.2702702702702703,0.2727272727272727,0.125,0.0,0.452513966480447,0.0047275441652152245,0.05263157894736842,0,0.0,0,0,0,0,0.21407613781664428,0.00010410752332838072,0.015546301670880131,0.7802926742934271,0.6704365854986039,0.3277310924369695,0.9487589350970103,0.023016552862532784
1693113588,0.6963275593945448,0.08641691224464691,0.0052165576156053516,0.6171641098983595,0.8855032283616473,0.4457060670597886,0.8398162248693389,0.9448571839684609,0.44447882220339946,0.7679477596377478,0.7908814291530253,0.8245906956774963,0.5738905973850807,0.8524920882858499,0.8785761709016032,0.0,0.14470108695652156,2.7046032347058278e-05,0.0,0.25470219435736874,0.0,0.0,0.004587155963302365,0.4584647739221964,0.0,0,0.1794871794871784,0.02811244979920641,0.0,0.0,0.564303654723461,0.32432432432432434,0.5909090909090909,0.5625,0.5294117647058824,0.452513966480447,0.5645683005722817,0.5701754385964912,0,0.0,0,0,0,0,0.21407613781664428,0.00010410752332838072,0.015546301670880131,0.7802926742934271,0.6704365854986039,0.3277310924369695,0.9487589350970103,0.023016552862532784
1693113589,0.9622772131149466,0.08641691224464691,0.0052165576156053516,0.6171641098983595,0.8855032283616473,0.4457060670597886,0.8326504078156362,0.9448571839684609,0.44447882220339946,0.7679477596377478,0.561988755627613,0.8245906956774963,0.5738905973850807,0.8524920882858499,0.8785761709016032,0.38743093922652067,0.14470108695652156,2.7046032347058278e-05,0.0,0.25470219435736874,0.0,0.07202216066481985,0.004587155963302365,0.4584647739221964,0.0,0,0.1794871794871784,0.02811244979920641,0.0,0.0,0.5899328515044339,0.21621621621621623,0.45454545454545453,0.6875,0.5294117647058824,0.452513966480447,0.6267728290619557,0.5701754385964912,0,0.0,0,0,0,0,0.31138209684297125,9.821366461016294e-05,0.015085066785010193,0.16753575645468294,0.5930181386271232,0.3277310924369695,0.8025654388565938,0.023615315775712884
