time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693102117,0.9165007255043439,0.0,0.8239280428853252,0.967997970288146,0.7448307760075512,0.6984939570723012,0.7943764426133807,0.8913285654404559,0.5011953278452996,1.0,0.0,0.7464027497213913,1.0,0.9625902472744179,0.9015578827073742,0.0,0.0,0.0,0.0,0.09090909090908958,0.0,0.0,0.0,0.671772428884011,0.970464135021097,0.16981132075471875,0.19512195121951156,0.0,0.0,0.0,0.15384615384615385,0.09523809523809523,0.041666666666666664,0.13333333333333333,0.15384615384615385,0.06572769953051646,0.15384615384615385,0.09183673469387756,0,0,0,0,0,0.8409780191391082,0.9185598221167915,0.8824520074795695,0.6854776421960562,0.7526940818529858,0.4537815126050455,1.0,0.650315733171219
1693102118,0.9165007255043439,0.13020694551661996,0.8239280428853252,0.967997970288146,0.7448307760075512,0.6984939570723012,0.7943764426133807,0.8913285654404559,0.38882741147778044,1.0,0.0,0.7464027497213913,1.0,0.9625902472744179,0.9015578827073742,0.0,0.025604551920342306,0.0,0.0,0.09090909090908958,0.0,0.0,0.0,0.671772428884011,0.970464135021097,0.16981132075471875,0.19512195121951156,0.0,0.0,0.0,0.21153846153846154,0.23809523809523808,0.3541666666666667,0.13333333333333333,0.07692307692307693,0.06572769953051646,0.15384615384615385,0.15306122448979592,0,0,0,0,0,0.8409780191391082,0.9185598221167915,0.8824520074795695,0.6854776421960562,0.7526940818529858,0.4537815126050455,1.0,0.650315733171219
1693102119,0.9165007255043439,0.13020694551661996,0.5251103944657307,0.967997970288146,0.2978702720134591,0.6984939570723012,0.7943764426133807,0.8913285654404559,0.4049915701643441,1.0,0.0,0.7464027497213913,1.0,0.9625902472744179,0.9015578827073742,0.0,0.025604551920342306,0.0,0.0,0.09090909090908958,0.0,0.0,0.0,0.671772428884011,0.970464135021097,0.16981132075471875,0.19512195121951156,0.0,0.0,0.0,0.25006730769230767,0.23809523809523808,0.3333333333333333,0.37576666666666664,0.36365384615384616,0.06572769953051646,0.4405769230769231,0.23028061224489796,0,0,0,0,0,0.8666036877033482,0.9737517260163704,0.8824520074795695,0.6856269681440063,0.7497765807410476,0.4537815126050455,0.9991728533557351,0.6499845360317483
1693102120,0.9165007255043439,0.13020694551662007,0.8330568267734936,0.967997970288146,0.14016398806579955,0.6984939570723012,0.7943764426133807,0.8913285654404559,0.5407247046818671,0.9463510098779145,0.0,0.7464027497213913,1.0,0.9625902472744179,0.9015578827073742,0.0,0.025604551920342306,0.25609756097561187,0.0,0.09090909090908958,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.0,0.0,0.0,0.3269230769230769,0.5714285714285714,0.4791666666666667,0.4666666666666667,0.5384615384615384,0.06572769953051646,0.5384615384615384,0.45918367346938777,0,0,0,0,0,0.8925549989272152,0.9482500530597792,0.8824520074795695,0.6854776421960562,0.7526940818529858,0.4954128440367013,1.0,0.650315733171219
1693102121,0.9165007255043439,0.1369521997574128,0.8330568267734936,0.600034548485999,0.687414671822818,0.6984939570723012,0.7943764426133807,0.8913285654404559,0.5407247046818671,0.9463510098779145,0.0,0.7464027497213913,1.0,0.9625902472744179,0.9015578827073742,0.0,0.025604551920342306,0.25609756097561187,0.0,0.9258741258741245,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.0,0.0,0.0,0.21153846153846154,0.38095238095238093,0.3125,0.0,0.0,0.06572769953051646,0.0,0.15306122448979592,0,0,0,0,0,0.9512458868571859,0.9746693655516988,0.9938486006384957,0.8043566098680022,0.6691850555120822,0.4537815126050455,0.8622260860986768,0.7960677322399342
1693102122,0.9165007255043439,0.1369521997574128,0.8330568267734936,0.5585239906171454,0.687414671822818,0.6984939570723012,0.7943764426133807,0.9328616070777452,0.5407247046818671,0.9463510098779145,0.0,0.7464027497213913,1.0,0.9625902472744179,0.8892583867384365,0.0,0.025604551920342306,0.25609756097561187,0.0,0.9258741258741245,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.0,0.0,0.04591104734576747,0.3269230769230769,0.2857142857142857,0.2708333333333333,0.2,0.23076923076923078,0.06572769953051646,0.23076923076923078,0.25510204081632654,0,0,0,0,0,0.9512458868571859,0.9746693655516988,0.9938486006384957,0.8043566098680022,0.6691850555120822,0.4537815126050455,0.8622260860986768,0.7864759161071507
1693102123,0.9165007255043439,0.1369521997574128,0.8330568267734936,0.5170134327482908,0.687414671822818,0.6984939570723012,0.7943764426133807,0.9328616070777452,0.5407247046818671,0.9463510098779141,0.0,0.6399320306781021,1.0,0.9625902472744179,0.8892583867384365,0.0,0.025604551920342306,0.25609756097561187,0.0,0.9258741258741245,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.0,0.0,0.04591104734576747,0.23076923076923078,0.38095238095238093,0.3541666666666667,0.13333333333333333,0.15384615384615385,0.06572769953051646,0.15384615384615385,0.16326530612244897,0,0,0,0,0,0.9512458868571859,0.9746693655516988,0.9938486006384957,0.8043566098680022,0.6691850555120822,0.4537815126050455,0.8622260860986768,0.7864759161071507
1693102124,0.9165007255043439,0.1369521997574128,0.8330568267734941,0.34599688412415636,0.687414671822818,0.6984939570723012,0.7943764426133807,0.9328616070777452,0.5407247046818671,0.9906178731519064,0.0,0.3927594582016751,1.0,0.9377248162073017,0.8892583867384365,0.0,0.025604551920342306,0.25609756097561187,0.0,0.9258741258741245,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.0,0.24703344120819845,0.04591104734576747,0.36538461538461536,0.7142857142857143,0.5208333333333334,0.3333333333333333,0.38461538461538464,0.06572769953051646,0.38461538461538464,0.35714285714285715,0,0,0,0,0,1.0,1.0,0.9938486006384957,0.8043566098680022,0.6691850555120822,0.4537815126050455,0.8622260860986768,0.7864759161071507
1693102125,0.9165007255043439,0.1369521997574128,0.8330568267734941,0.38533347679350666,0.687414671822818,0.6984939570723012,0.7943764426133807,0.9328616070777452,0.5407247046818671,0.9906178731519064,0.0,0.36547470574815627,0.8796853617829371,0.9377248162073017,0.44531082085257917,0.0,0.025604551920342306,0.25609756097561187,0.0,0.9258741258741245,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.07761194029850338,0.24703344120819845,0.04591104734576747,0.3076923076923077,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.06572769953051646,0.38461538461538464,0.3673469387755102,0,0,0,0,0,0.9574960249365564,0.9668844601622998,0.9938486006384931,0.8043731566579315,0.6691850555120822,0.4954128440367013,0.8622260860986768,0.7865098807425268
1693102126,0.8578437753673014,0.1369521997574128,0.8330568267734941,0.42467006946285724,0.687414671822818,0.6984939570723012,0.7943764426133807,0.9328616070777452,0.5407247046818671,0.9906178731519064,0.0,0.33818995329463747,0.8796853617829371,0.9377248162073017,0.48375681287510364,0.1349072512647559,0.025604551920342306,0.25609756097561187,0.0,0.9258741258741245,0.0,0.0,0.0,0.671772428884011,0.9873417721518861,0.16981132075471875,0.19512195121951156,0.07761194029850338,0.24703344120819845,0.04591104734576747,0.19230769230769232,0.42857142857142855,0.3958333333333333,0.4,0.46153846153846156,0.06572769953051646,0.46153846153846156,0.5612244897959183,0,0,0,0,0,0.9602071923127039,0.8544874037019731,1.0,1.0,0.63995485327316,0.4537815126050455,0.6117193885706347,0.8565245777373989
