time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693186429,0.18245462915220598,0.34829095632184226,0.37903920762181864,0.5513331793650339,0.8613148002465371,0.0428253249531177,0.9180043087997518,0.8686360634986219,0.11280804835033144,0.837238512665839,0.0,0.9011108864369701,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.0,0.0,0.0,0.2564102564101743,0.845342706502637,0.16923076923080732,0.0,0.0,0.07130124777184119,0.4380952380952428,0,0.0,0.0,0.0,0.0,0.41025641025641024,0.7,0.7804878048780488,0.5454545454545454,0.5004282043962318,0.4220299641274531,0.5454545454545454,0.5730337078651685,0,0,0,0,0,0.0,2.9700511636108883e-05,0.010336902108402778,0.018305052018055715,0.4383174685878559,0.8678080361895715,0.46911421551491334,0.40897772379381075
1693186430,0.18245462915220598,0.34829095632184226,0.37903920762181864,0.5513331793650339,0.8613148002465371,0.0428253249531177,0.9180043087997518,0.8686360634986219,0.06717545578555333,0.8315913630606948,0.0,0.9011108864369701,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.0,0.0,0.0,0.2564102564101743,0.845342706502637,0.16923076923080732,0.0,0.0,0.07130124777184119,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.38461538461538464,0.6,0.4878048780487805,0.2727272727272727,0.426812731944048,0.4220299641274531,0.2727272727272727,0.4157303370786517,0,0,0,0,0,0.005299554370753138,2.9700511636108883e-05,0.0,0.021477752912683844,0.45157620849779523,0.8678080361895715,0.41843094846019513,0.3811970219574273
1693186431,0.18245462915220598,0.34829095632184226,0.37903920762181864,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.8959296603935104,0.06220927361569434,0.8315913630606948,0.0,0.9011108864369701,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.0,0.0,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.07130124777184119,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.1794871794871795,0.1,0.21951219512195122,0.0,0.07222380816443048,0.4220299641274531,0.09090909090909091,0.07865168539325842,0,0,0,0,0,0.002742782764951282,2.9700511636108883e-05,0.0,0.019629914269235313,0.4091802614246623,0.8528738159282319,0.39276484496848435,0.3695757635374677
1693186432,0.18245462915220598,0.34829095632184226,0.13723821887884502,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.8959296603935104,0.05724309144583527,0.8315913630606948,0.0,0.9011108864369701,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.0,0.0,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.07130124777184119,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.46153846153846156,0.55,0.5853658536585366,0.45454545454545453,0.35769340565229807,0.4220299641274531,0.45454545454545453,0.48314606741573035,0,0,0,0,0,0.002742782764951282,2.9700511636108883e-05,0.0,0.019629914269235313,0.4091802614246623,0.8528738159282319,0.3716183851786114,0.3721093741961322
1693186433,0.18245462915220598,0.34829095632184226,0.10936704793217746,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.9122807394991286,0.0,0.8315913630606948,0.0,0.9011108864369701,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.0,0.0,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.07130124777184119,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.47096153846153843,0.35,0.2926829268292683,0.0,0.24925064230659436,0.36062460434690863,0.09090909090909091,0.42696629213483145,0,0,0,0,0,0.002587323907560801,2.9700511636108883e-05,0.0,0.019566144754424395,0.47567596554815156,0.8528738159282319,0.3731424441328988,0.33681038562269305
1693186434,0.18245462915220598,0.3728500481972208,0.09652740996898154,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.9122807394991286,0.1222657784425256,0.9319708754234077,0.0,0.9011108864369701,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.0,0.024489795918367058,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.0,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.24192307692307694,0.4502,0.386,0.09881818181818179,0.07222380816443048,0.4220299641274531,0.09090909090909091,0.15192696629213484,0,0,0,0,0,0.002742782764951282,2.9700511636108883e-05,0.0,0.019629914269235313,0.4091802614246623,0.8528738159282319,0.3716183851786114,0.3370406453173465
1693186435,0.18503947291529937,0.3728500481972208,0.12417888366031016,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.9122807394991286,0.17757291083076027,0.9319708754234077,0.0,0.5634717446188261,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.015141087405364287,0.024489795918367058,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.0,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.5641025641025641,0.95,0.9512195121951219,0.6363636363636364,0.35769340565229807,0.4220299641274531,0.6363636363636364,0.6629213483146067,0,0,0,0,0,0.00338648083910592,3.006210587686535e-05,0.0060878264920146315,0.0023135571744537283,0.38275493366771585,0.8515037504844625,0.34641482537420343,0.2714305875682509
1693186436,0.18503947291529937,0.3728500481972208,0.36585737230147014,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.9122807394991286,0.17757291083076027,0.9319708754234077,0.0,0.5209327434868334,0.09795029731850877,0.8490461775484464,0.7156176200455335,0.015141087405364287,0.024489795918367058,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.0,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.41025641025641024,0.55,0.5121951219512195,0.36363636363636365,0.28632600628033117,0.4220299641274531,0.2727272727272727,0.39325842696629215,0,0,0,0,0,0.0016766682792763033,3.006210587686535e-05,0.0060878264920146315,0.001387585703055521,0.4091802614246623,0.8528738159282319,0.35218727726301113,0.27269154677490165
1693186437,0.18503947291529937,0.39042326145741874,0.36585737230147014,0.5513331793650339,0.8546087414146606,0.0428253249531177,0.9180043087997518,0.9122807394991286,0.17757291083076027,0.9319708754234077,0.0,0.4783937423548415,0.09120715652449278,0.8490461775484464,0.7156176200455335,0.015141087405364287,0.024489795918367058,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.0,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.41025641025641024,0.5,0.6097560975609756,0.7272727272727273,0.5004282043962318,0.4220299641274531,0.6363636363636364,0.6629213483146067,0,0,0,0,0,0.0016766682792763033,3.006210587686535e-05,0.0060878264920146315,0.001387585703055521,0.4091802614246623,0.8528738159282319,0.3337104857578914,0.2973024080797293
1693186438,0.18503947291529937,0.39042326145741874,0.36585737230147014,0.33387168996493966,0.8546087414146606,0.017740074582150156,0.9180043087997518,0.9122807394991286,0.17757291083076027,0.9319708754234077,0.0,0.9294183086157098,0.09120715652449278,0.8490461775484464,0.7487885698057782,0.015141087405364287,0.024489795918367058,0.0,0.2564102564101743,0.6634446397188067,0.16923076923080732,0.0,0.0,0.0,0.5142857142857284,0,0.0,0.0,0.0,0.0,0.2564102564102564,0.4,0.2926829268292683,0.45454545454545453,0.35769340565229807,0.4220299641274531,0.45454545454545453,0.34831460674157305,0,0,0,0,0,0.0016766682792763033,3.006210587686535e-05,0.0060878264920146315,0.001387585703055521,0.4091802614246623,0.8528738159282319,0.3337104857578914,0.2566603484004292
