time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,payment_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693220691,0.4007111177887547,0.4457682156800109,0.8762600917046677,0.8378198116839478,0.8440354738877756,0.48923993200440685,0.6647566072469246,0.9010001984204574,0.4022837848204544,1.0,0.0,0.8765616263659878,0.5708985798437473,0.7877762448263661,0.259073263980781,0.001356852103122114,0.0,0.0,0.0,0.4561403508771939,0.07673860911268661,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.0,0.8333333333333334,0.3157894736842105,0.5121951219512195,0.6251874062968515,0.615739317553028,0.5859947260474655,0.5625,0.8021978021978022,0,0,0,0,0,0,0.0,0.3427857935626952,0.0,0.002601365954871774,0.37846712633535085,0.041326749677973416,0.3601376154432132,0.0
1693220692,0.4007111177887547,0.4199489037158961,0.8762600917046677,0.8378198116839478,0.8440354738877756,0.48923993200440685,0.6647566072469246,0.9010001984204574,0.4022837848204544,1.0,0.0,0.8765616263659878,0.5708985798437473,0.7877762448263661,0.22148968790349108,0.001356852103122114,0.0,0.0,0.0,0.4561403508771939,0.07673860911268661,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.0,0.2916666666666667,0.21052631578947367,0.0975609756097561,0.25037481259370314,0.15462649861666153,0.5859947260474655,0.1875,0.15384615384615385,0,0,0,0,0,0,0.002375536776504704,0.3434885818734452,0.0007452877321179454,0.001342247185603668,0.3316202808194515,0.03584462982273226,0.35501443554679174,9.171709696034915e-06
1693220693,0.4007111177887547,0.4199489037158961,0.8762600917046677,0.8378198116839478,0.8440354738877756,0.4171329757396743,0.6647566072469246,0.8739083700286562,0.4022837848204544,1.0,0.0,0.8765616263659878,0.5866598234997673,0.8041494003776295,0.672835604754189,0.001356852103122114,0.0,0.0,0.0,0.4561403508771939,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.37302083333333336,0.05263157894736842,0.14634146341463414,0.375312343828086,0.5388871810636335,0.5859947260474655,0.375,0.5494505494505495,0,0,0,0,0,0,0.0023759011655386237,0.23257076201581256,0.0007452877321179454,0.001342247185603668,0.3316202808194515,0.03584462982273226,0.3445690181266353,9.171709696034915e-06
1693220694,0.4007111177887547,0.4199489037158961,0.8762600917046677,0.5474540783854198,0.8440354738877756,0.4171329757396743,0.6647566072469246,0.8739083700286562,0.4022837848204546,1.0,0.0,0.8765616263659878,0.5866598234997673,0.8041494003776295,0.672835604754189,0.001356852103122114,0.0,0.0,0.0,0.4561403508771939,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.8333333333333334,0.47368421052631576,0.4146341463414634,0.3128435782108946,0.46203504457423916,0.5859947260474655,0.375,0.5494505494505495,0,0,0,0,0,0,0.0011424418235481792,0.23257076201581256,0.0007452877321179454,0.0,0.21242767387393172,0.03584462982273226,0.38409676520768443,1.3210222274341438e-05
1693220695,0.4007111177887547,0.4199489037158961,0.8762600917046677,0.8390240960584205,0.8440354738877756,0.4171329757396743,0.6326431496456776,0.8739083700286562,0.4022837848204546,1.0,0.0,0.8765616263659878,0.5866598234997673,0.8041494003776295,0.672835604754189,0.001356852103122114,0.0,0.0,0.0,0.4561403508771939,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.6634375,0.47368421052631576,0.4634146341463415,0.3128435782108946,0.3851829080848448,0.5859947260474655,0.25,0.5714285714285714,0,0,0,0,0,0,0.0011426294275474834,0.23257076201581256,0.0007452877321179454,0.0,0.21242767387393172,0.03584462982273226,0.38409676520768443,1.3210222274341438e-05
1693220696,0.40717211871120995,0.47616676713703204,0.8762600917046677,0.8390240960584205,0.8440354738877756,0.4171329757396743,0.6326431496456776,0.8739083700286562,0.4022837848204546,1.0,0.0,0.8765616263659878,0.5818541593926904,0.8041494003776295,0.672835604754189,0.002713704206244228,0.0492368291482009,0.0,0.0,0.4561403508771939,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.7083333333333334,0.47368421052631576,0.4878048780487805,0.375312343828086,0.5388871810636335,0.5859947260474655,0.4375,0.4725274725274725,0,0,0,0,0,0,0.0011424418235481792,0.23257076201581256,0.0007452877321179454,0.0,0.21242767387393172,0.041326749677973416,0.38409676520768443,1.3864598048969059e-05
1693220697,0.40717211871120995,0.47616676713703204,0.8762600917046677,0.8390240960584205,0.8440354738877756,0.4649535600100768,0.6326431496456776,0.8739083700286562,0.4022837848204546,1.0,0.0,0.8765616263659878,0.5818541593926904,0.8041494003776295,0.672835604754189,0.002713704206244228,0.0492368291482009,0.0,0.0,0.4561403508771939,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.5833333333333334,0.3157894736842105,0.3902439024390244,0.06296851574212894,0.30833077159545036,0.5859947260474655,0.125,0.2967032967032967,0,0,0,0,0,0,0.010348023176547452,0.23393628637897554,0.004600917085435768,0.001592101805494756,0.23953615590845045,0.05109489051094914,0.39027610288427694,3.787831641371978e-05
1693220698,0.1992163417857798,0.47616676713703204,0.8762600917046677,0.8390240960584205,0.8503071503033579,0.4649535600100768,0.6326431496456776,0.8739083700286562,0.4157195008644905,1.0,0.0,0.8765616263659878,0.5818541593926904,0.8041494003776295,0.672835604754189,0.002713704206244228,0.0492368291482009,0.0,0.0,0.5211558307533518,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.3333333333333333,0.21052631578947367,0.21951219512195122,0.5627186406796602,0.615739317553028,0.5859947260474655,0.625,0.4725274725274725,0,0,0,0,0,0,0.010348023176547452,0.30393540454397233,0.004600917085435768,0.001592101805494756,0.23953615590845045,0.05109489051094914,0.2681937756277844,3.787831641371978e-05
1693220699,0.21499295388169387,0.47616676713703204,0.8762600917046677,0.8390240960584205,0.8503071503033579,0.4649535600100768,0.6326431496456776,0.8739083700286562,0.4157195008644905,1.0,0.0,0.8765616263659878,0.5818541593926904,0.8041494003776295,0.6428304012803479,0.002713704206244228,0.0492368291482009,0.0,0.0,0.5211558307533518,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.5383749999999999,0.5263157894736842,0.6341463414634146,0.25037481259370314,0.30833077159545036,0.5859947260474655,0.25,0.37362637362637363,0,0,0,0,0,0,0.010371558972723184,0.30393540454397233,0.004600917085435768,0.0026164697745615522,0.21307516946392777,0.05109489051094914,0.2681937756277844,3.305555046842643e-05
1693220700,0.23076956597760795,0.47616676713703204,0.8602349607400936,0.8390240960584205,0.8503071503033579,0.4649535600100768,0.6326431496456776,0.8739083700286562,0.4157195008644905,1.0,0.0,0.47754514577264245,0.5818541593926904,0.8041494003776295,0.6428304012803479,0.002713704206244228,0.0492368291482009,0.0,0.0,0.5211558307533518,0.0,0.0,0.9986754966887418,0.1911764705882263,0.8450704225352065,0,0.0,0.28235294117658394,0.0,0.02336065573770555,0.16666666666666666,0.15789473684210525,0.14634146341463414,0.18790604697651175,0.23147863510605593,0.5859947260474655,0.25,0.23076923076923078,0,0,0,0,0,0,0.010371234593105606,0.30393540454397233,0.004600917085435768,0.0026164697745615522,0.21307516946392777,0.05109489051094914,0.2681937756277844,3.305555046842643e-05
