time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693253337,3.577054428920725,8.667590147141533,0.9853207952218418,0.4408894388450016,8.613617622519069,3.081453161399593,0.29816185903280085,0.6281982300471685,0.8960906012665723,0.9330947839806967,0,0.43056526734879086,1.8750118131664641,4.585905662521302,1.6761420882209195,212492288,86016000,11984896,425717760,111202304,321589248,41459712,11812864,291831808,94932992,4169728,2945024,304308224,24633344,54718464,30,16,36,6,10,2,10,58,0,0,0,0,0,0.01129699248120301,0.0030275988960441584,0.03209852598913887,0.01786743515850144,0.001836461126005362,0.0030168067226890756,0.0029658703071672354,0.0062212554381603485,0.022845864661654135,0.004649678012879484,0.08641604010025067,0.23714285714285718,0.0044273458445040215,0.004630252100840336,0.004647781569965871,0.1753250773993809
1693253338,3.607452771864087,8.629470925169546,0.8286263368659421,0.4408894388450016,8.613617622519069,3.081453161399593,0.3001643773272657,0.6281982300471685,0.8960906012665723,0.9330947839806967,0,0.3615890324244393,1.8750118131664641,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425717760,111202304,321589248,41459712,11812864,291831808,94932992,4169728,2945024,304308224,24633344,54718464,24,12,22,8,14,2,12,88,0,0,0,0,0,0.01129699248120301,0.0030275988960441584,0.03209852598913887,0.01786743515850144,0.001836461126005362,0.0030168067226890756,0.0029658703071672354,0.0062212554381603485,0.022845864661654135,0.004649678012879484,0.08641604010025067,0.23714285714285718,0.0044273458445040215,0.004630252100840336,0.004647781569965871,0.1753250773993809
1693253339,3.607452771864087,8.629470925169546,0.8451233074778584,0.4408894388450016,8.613617622519069,3.081453161399593,0.3001643773272657,0.6281982300471685,0.8960906012665723,0.7951833749083497,0,0.3688785827593321,1.8750118131664641,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425717760,111202304,321589248,41459712,11812864,291831808,94932992,4169728,2945024,304308224,24633344,54718464,41.6,21.645,64.327,19.696,10,2,12,94.733,0,0,0,0,0,0.011296475064817615,0.0030275983650385604,0.03209852598913887,0.017867144187833205,0.001836461126005362,0.0030168067226890756,0.0029658703071672354,0.0062211876114225345,0.02284575017015988,0.00464967705706941,0.08641604010025063,0.23713892629229366,0.0044273458445040215,0.004630252100840336,0.004647781569965871,0.1753232951160242
1693253340,3.607452771864087,8.629470925169546,0.9898182367149758,0.4408894388450016,8.613617622519069,3.081453161399593,0.3001643773272657,0.6281982300471685,0.8960906012665723,0.7894283155277241,0,0.4373730200935686,1.8750118131664641,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425717760,111202304,321589248,41459712,11812864,291831808,94932992,4169728,2945024,304308224,24633344,54718464,24.153,15.348,34.137,4.041,4.04,2,4.098,36.898,0,0,0,0,0,0.0113297373358349,0.003019286403085824,0.03161821705426357,0.017378706199460914,0.0018707865168539324,0.003018348623853211,0.0029658703071672354,0.006064705882352941,0.022851313320825517,0.004634715525554485,0.07959016393442622,0.19136363636363649,0.004437078651685394,0.00463302752293578,0.004647781569965871,0.13928057553956855
1693253341,3.607452771864087,8.629470925169546,0.9898182367149758,0.4408894388450016,8.613617622519069,3.081453161399593,0.3001643773272657,0.6293636875704103,0.8960906012665723,0.7738329754803566,0,0.4373730200935686,1.8750118131664641,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425717760,111202304,321589248,41459712,11943936,291831808,94932992,4169728,2945024,304308224,24633344,54718464,28,26,60,12,10,2,10,82,0,0,0,0,0,0.011439468503937008,0.0030205032618825724,0.03161821705426357,0.016964285714285716,0.0017595628415300545,0.0030168067226890756,0.0029524617996604416,0.005920823665893272,0.02290206692913386,0.004636905871388629,0.07959016393442622,0.1345652173913042,0.004404371584699453,0.004630252100840336,0.004623089983022071,0.11685185185185216
1693253342,3.607452771864087,8.629470925169546,0.9898182367149758,0.4408894388450016,8.613617622519069,3.081453161399593,0.30893283323829607,0.6293636875704103,0.8960906012665723,0.7582376354329889,0,0.3714955313295586,1.8750118131664641,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425717760,111202304,321589248,41664512,11943936,291831808,94932992,4169728,2945024,304308224,24633344,54718464,22,16,42,2,4,2,4,36,0,0,0,0,0,0.011314285714285716,0.0030205032618825724,0.03161821705426357,0.016964285714285716,0.0017595628415300545,0.0030168067226890756,0.002962328767123288,0.005550166297117516,0.022868571428571433,0.004636905871388629,0.07959016393442622,0.1345652173913042,0.004404371584699453,0.004630252100840336,0.004625342465753425,0.07585526315789477
1693253343,3.607452771864087,8.629470925169546,0.9898182367149758,0.4408894388450016,8.613617622519069,3.081453161399593,0.30893283323829607,0.6293636875704103,0.8960906012665723,0.9502943863609346,0,0.3642059809946658,2.111532237827949,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425717760,111202304,321589248,41664512,11943936,291831808,94945280,4169728,2945024,304308224,24633344,54718464,36,22,54,10,6,2,4,60,0,0,0,0,0,0.011314285714285716,0.0030205032618825724,0.03161821705426357,0.016964285714285716,0.0017595628415300545,0.0030168067226890756,0.002962328767123288,0.005550166297117516,0.022868571428571433,0.004636905871388629,0.07959016393442622,0.1345652173913042,0.004404371584699453,0.004630252100840336,0.004625342465753425,0.07585526315789477
1693253344,3.607452771864087,8.629470925169546,0.9898182367149758,0.45401543332371275,8.613617622519069,3.5389828709266395,0.30893283323829607,0.6293636875704103,0.8960906012665723,0.9502943863609346,0,0.4306116150302214,2.111532237827949,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425971712,111202304,322142208,41664512,11943936,291831808,94945280,4169728,2945024,304308224,24633344,54718464,42,14,50,14,12,2.008,14,90,0,0,0,0,0,0.011314285714285716,0.0030205032618825724,0.03161821705426357,0.016964285714285716,0.0017595628415300545,0.0030168067226890756,0.002962328767123288,0.005550166297117516,0.022868571428571433,0.004636905871388629,0.07959016393442622,0.1345652173913042,0.004404371584699453,0.004630252100840336,0.004625342465753425,0.07585526315789477
1693253345,3.607452771864087,8.629470925169546,0.9898182367149758,0.45401543332371275,8.613617622519069,3.5389828709266395,0.30893283323829607,0.6293636875704103,0.7645469901411985,0.9502943863609346,0,0.4306116150302214,2.111532237827949,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425971712,111202304,322142208,41664512,11943936,291831808,94945280,4169728,2945024,304308224,24633344,54718464,24,12,42,8,10,2,10,64,0,0,0,0,0,0.011355932203389832,0.003013738959764475,0.0311706497386109,0.016638141809290952,0.0018045325779036826,0.003018348623853211,0.002962328767123288,0.0054317697228145,0.022779661016949157,0.004624730127576055,0.07283333333333332,0.03954545454545454,0.004406232294617563,0.00463302752293578,0.004625342465753425,0.0541000000000002
1693253346,3.607452771864087,8.963387596672609,0.9898182367149758,0.45401543332371275,8.613617622519069,3.5389828709266395,0.30893283323829607,0.6293636875704103,0.7496121467867555,0.9502943863609346,0,0.4306116150302214,2.111532237827949,4.585905662521302,1.6761420882209195,212492288,86495232,11984896,425971712,111202304,322142208,41664512,11943936,291831808,94945280,4169728,2945024,304308224,24633344,54718464,34,16,40,8,12,2,8,76,0,0,0,0,0,0.011305309734513274,0.0030130111524163568,0.0311706497386109,0.016323185011709606,0.0017403314917127074,0.0030168067226890756,0.0029622641509433967,0.005330437072143234,0.022709439528023595,0.004623420074349441,0.07283333333333332,0.02475409836065574,0.0043922651933701665,0.004630252100840336,0.004625385934819898,0.012177419354838638
