time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693121191,0.7142488658150051,0.029184431526330164,0.34619764127963115,0.8286370714916637,0.7053083545483436,0.06381775268597233,0.7998482441046221,0.9790462114360752,0.4712813026533313,0.5073845186208187,0.0,0.9229397854371337,0.7257324645005897,0.8048828580550761,0.7726144039486745,0.0,0.2163482896490455,0.0,0.0,0.1726472579553161,0.06707759245830454,0.0,0.0,0.0,0.0,0,1.0,0.4181240063592964,0.0,0.0,0.5588235294117647,0.4,0.5365853658536586,0.11381888673497648,0.38461538461538464,0.4935897435897429,0.3076923076923077,0.2972972972972973,0,0,0,0,0.487566085539441,0.0010320414400390619,0.16014632395689274,0.149803043322114,0.27787933047991986,0.3277310924369695,0.9854126682878697,0.6847388512114991
1693121192,0.7142488658150051,0.029184431526330164,0.0,0.8286370714916637,0.7053083545483436,0.06381775268597237,0.7998482441046221,0.9840406226075177,0.4712813026533313,0.5376516270112882,0.5553989387377991,0.9229397854371328,0.7257324645005897,0.786036288630619,0.7726144039486745,0.0,0.2163482896490455,0.0,0.0,0.1726472579553161,0.06707759245830454,0.0,0.0,0.0,0.0,0,1.0,0.4181240063592964,0.16129032258064546,0.0,0.20588235294117646,0.55,0.36585365853658536,0.003046247576848521,0.0,0.4935897435897429,0.0,0.05405405405405406,0,0,0,0,0.487566085539441,0.0010320414400390619,0.16014632395689274,0.149803043322114,0.27787933047991986,0.3277310924369695,0.9854126682878697,0.6423744050283218
1693121193,0.6918547293184009,0.029184431526330164,0.7782056327088734,0.8286370714916637,0.7053083545483436,0.06381775268597237,0.8187648498685273,0.9840406226075177,0.4712813026533313,0.7804442814835053,0.5553989387377991,0.9229397854371328,0.7257324645005897,0.786036288630619,0.7726144039486745,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.06707759245830454,0.043175487465180754,0.0,0.0,0.0,0,1.0,0.4181240063592964,0.16129032258064546,0.0,0.47058823529411764,0.2,0.3902439024390244,0.4461368042093603,0.6153846153846154,0.4935897435897429,0.6153846153846154,0.6036036036036037,0,0,0,0,0.487566085539441,0.0010320414400390619,0.16014632395689274,0.149803043322114,0.27787933047991986,0.3277310924369695,0.9854126682878697,0.6423744050283218
1693121194,0.6918547293184009,0.029184431526330164,0.7782056327088734,0.8238108725946635,0.7053083545483436,0.06381775268597237,0.8187648498685273,0.9840406226075177,0.4712813026533313,0.7804442814835053,0.5553989387377991,0.9229397854371328,0.7257324645005897,0.786036288630619,0.7726144039486745,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.06707759245830454,0.043175487465180754,0.0,0.0,0.0,0,1.0,0.4181240063592964,0.16129032258064546,0.0,0.5882352941176471,0.55,0.5853658536585366,0.6676820825256161,0.7692307692307693,0.4935897435897429,0.7692307692307693,0.6936936936936937,0,0,0,0,0.4621246498589128,0.0010320414400390619,0.16014632395689274,0.13525237039776292,0.30860861742841167,0.3277310924369695,0.9816652793048354,0.5826845805225701
1693121195,0.6918547293184009,0.029184431526330164,0.7782056327088734,0.48688962403194125,0.7053083545483436,0.06381775268597237,0.46765626474691,0.9840406226075177,0.4712813026533313,0.7804442814835053,0.5553989387377991,0.9361729408161964,0.7257324645005897,0.786036288630619,0.8744490451441316,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.06707759245830454,0.043175487465180754,0.0,0.0,0.0,0,0.1794871794871784,0.4181240063592964,0.16129032258064546,0.03795866722901721,0.6470588235294118,0.65,0.5853658536585366,0.11381888673497648,0.23076923076923078,0.4935897435897429,0.23076923076923078,0.3063063063063063,0,0,0,0,0.3160365020018113,0.0,0.19676950785702255,0.16477154196395002,0.269944745412508,0.3277310924369695,0.9743091488265235,0.6529914264447552
1693121196,0.6918547293184009,0.029184431526330164,0.7782056327088734,0.7800259930581139,0.7053083545483436,0.06381775268597237,0.49966309818732535,0.9840406226075177,0.4712813026533313,0.8312259083603923,0.5553989387377991,0.9361729408161964,0.7257324645005897,0.786036288630619,0.8744490451441316,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.06707759245830454,0.043175487465180754,0.0,0.0,0.18063314711359402,0,0.1794871794871784,0.4181240063592964,0.16129032258064546,0.03795866722901721,0.4117647058823529,0.5,0.36585365853658536,0.003046247576848521,0.15384615384615385,0.4935897435897429,0.15384615384615385,0.11711711711711711,0,0,0,0,0.3160365020018113,0.0,0.19676950785702255,0.16477154196395002,0.269944745412508,0.3277310924369695,0.9743091488265235,0.6529914264447552
1693121197,0.6918547293184009,0.029184431526330164,0.7782056327088734,0.7800259930581139,0.7053083545483436,0.0824191295618061,0.5316699316277403,0.9840406226075177,0.4712813026533313,0.8312259083603923,0.5553989387377991,0.9361729408161964,0.7257324645005897,0.786036288630619,0.8744490451441316,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.1852791878172573,0.043175487465180754,0.0,0.0,0.18063314711359402,0,0.1794871794871784,0.4181240063592964,0.16129032258064546,0.03795866722901721,0.29411764705882354,0.3,0.2926829268292683,0.11381888673497648,0.23076923076923078,0.4935897435897429,0.23076923076923078,0.16216216216216217,0,0,0,0,0.3160365020018113,0.0,0.19676950785702255,0.16477154196395002,0.269944745412508,0.3277310924369695,0.9743091488265235,0.7436656779628491
1693121198,0.6918547293184009,0.029184431526330164,0.7782056327088734,0.7800259930581139,0.7053083545483436,0.0824191295618061,0.5636767650681556,0.531884507808731,0.5021787130244806,0.8312259083603923,0.5553989387377991,0.8847514777385678,0.7257324645005897,0.8079704969496058,0.8744490451441316,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.1852791878172573,0.043175487465180754,0.0,0.0,0.18063314711359402,0,0.1794871794871784,0.4181240063592964,0.16129032258064546,0.03795866722901721,0.5,0.75,0.7073170731707317,0.058432567155912496,0.23076923076923078,0.4935897435897429,0.15384615384615385,0.23423423423423423,0,0,0,0,0.3160365020018113,0.0,0.19676950785702255,0.16477154196395002,0.269944745412508,0.3277310924369695,0.9743091488265235,0.7436656779628491
1693121199,0.6918547293184009,0.031234419576111252,0.7782056327088734,0.7800259930581139,0.7053083545483436,0.0824191295618061,0.5956835985085702,0.9738972486445124,0.5021787130244806,0.8312259083603923,0.5553989387377991,0.8847514777385678,0.7257324645005897,0.8079704969496058,0.8744490451441316,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.1852791878172573,0.043175487465180754,0.0028248587570625207,0.0,0.18063314711359402,0,0.1794871794871784,0.4181240063592964,0.16129032258064546,0.03795866722901721,0.4411764705882353,0.4,0.4878048780487805,0.22459152589310438,0.3076923076923077,0.4935897435897429,0.3076923076923077,0.3333333333333333,0,0,0,0,0.33554214794173515,0.0,0.19676950785702255,0.17640642439277718,0.2348512350952052,0.3277310924369695,0.978371177049167,0.6835987475638483
1693121200,0.6918547293184009,0.031234419576111252,0.7782056327088734,0.7800259930581139,0.7053083545483436,0.05576103658328754,0.6276904319489851,0.9738972486445124,0.5021787130244806,0.8312259083603923,0.5553989387377991,0.8847514777385678,0.7257324645005897,0.8079704969496058,0.8744490451441316,0.0,0.2163482896490455,0.018691588785045177,0.0,0.1726472579553161,0.1852791878172573,0.043175487465180754,0.0028248587570625207,0.0,0.18063314711359402,0,0.1794871794871784,0.4181240063592964,0.16129032258064546,0.03795866722901721,0.4411764705882353,0.15,0.17073170731707318,0.22459152589310438,0.46153846153846156,0.4935897435897429,0.46153846153846156,0.2882882882882883,0,0,0,0,0.6219442727386258,0.1366823608100091,0.2658796285311813,0.2032465831800149,0.18548712445634868,0.3277310924369695,0.9482212600649121,0.8509844630671044
