time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693120002,3.4662665382483295,9.249271253226379,0.960500678912776,0.4687588582327882,8.576070319916793,3.1648987894294525,0.31535071034425904,0.64980622263443,0.8462582525145825,1.1398396035159062,0,0.2954023808527552,2.074055146408169,2.8569574602110874,1.0344236075805988,218816512,83181568,13230080,427384832,108343296,333467648,44965888,11894784,292331520,96145408,4632576,2916352,301740032,18100224,48590848,40,22,58,26,26,2,16,138,0,0,0,0,0,0,0.011022408963585435,0.003203477493159014,0.03133699633699634,0.015784823284823283,0.0015485714285714285,0.003,0.002996683250414594,0.0031964329342780355,0.02266386554621849,0.004966259487686226,0.07212371134020625,0.023406444906444904,0.004346285714285714,0.0046,0.004615257048092869,0.004953579281700465
1693120003,3.4662665382483295,9.249271253226379,0.960500678912776,0.4687588582327882,10.027624704990275,2.927672195261626,0.31535071034425904,0.64980622263443,0.8462582525145825,1.1398396035159062,0,0.2954023808527552,2.440639146161649,2.3989514673709973,1.0344236075805988,218816512,83181568,13230080,427384832,108343296,333467648,44965888,11894784,292331520,96145408,4632576,2916352,301740032,18100224,48590848,52,22,54,12,10,2,14,100,0,0,0,0,0,0,0.011021455223880598,0.0031700086116103806,0.03133699633699634,0.015755813953488372,0.0016024096385542168,0.003,0.0029966386554621848,0.0031927415399705737,0.02265205223880597,0.004906015500898684,0.07212371134020625,0.023404862579281184,0.004359036144578313,0.0046,0.00461546218487395,0.004946934771947033
1693120004,3.4662665382483295,9.249271253226379,0.960500678912776,0.4687588582327882,10.027624704990275,2.984836917514267,0.3265031487421914,0.64980622263443,0.8462582525145825,1.1398396035159062,0,0.2954023808527552,2.440639146161649,2.3513355097008124,1.0344236075805988,218816512,83181568,13230080,427384832,108343296,333467648,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18100224,48590848,26,8,40,14,14,2,14,86,0,0,0,0,0,0,0.010753658536585366,0.0031375058959962226,0.03135826771653543,0.015674778761061946,0.0015555555555555553,0.003,0.0029964601769911507,0.0031942627075993955,0.02259560975609756,0.004847510612793201,0.07112087912087914,0.023400442477876107,0.004348538011695906,0.0046,0.004616283185840707,0.004949672873678912
1693120005,3.4662665382483295,9.249271253226379,0.960500678912776,0.4687588582327882,10.027624704990275,3.439202315081057,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0,0.2954023808527552,2.440639146161649,2.3037195520306275,1.0344236075805988,218816512,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18100224,48590848,34,18,48,10,10,2,10,90,0,0,0,0,0,0,0.010930503731343282,0.0031345365711736716,0.03134503982621289,0.015756929637526652,0.0015555555555555553,0.003,0.0029966101694915252,0.0032025575447570333,0.02262266791044776,0.00484216582811261,0.07111222444889782,0.02343283582089552,0.004348538011695906,0.0046,0.0046155932203389835,0.00496460358056266
1693120006,3.4662665382483295,9.249271253226379,0.960500678912776,0.4687588582327882,10.027624704990275,3.897591562795497,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0,0.2954023808527552,2.440639146161649,2.7235393741034777,1.0344236075805988,218816512,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48590848,26,16,40,2,2,2,4,22,0,0,0,0,0,0,0.010930503731343282,0.003134623106018253,0.03134503982621289,0.015756929637526652,0.0015555555555555553,0.003,0.0029966101694915252,0.0031981499513145085,0.02262266791044776,0.004842321590832857,0.07111222444889782,0.02343283582089552,0.004348538011695906,0.0046,0.0046155932203389835,0.004956669912366115
1693120007,3.4411502409798054,9.249271253226379,0.960500678912776,0.4687588582327882,10.027624704990275,3.897591562795497,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0.000035353702782840866,0.2954023808527552,2.440639146161649,2.7235393741034777,1.0344236075805988,218927104,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48590848,40,18,52,10,10,2,10,80,0,0,0,0,0,0,0.010930503731343282,0.003134535884424981,0.03134503982621289,0.015756929637526652,0.0015555555555555553,0.003,0.0029966101694915252,0.0031981499513145085,0.02262266791044776,0.004842164591964965,0.07111222444889782,0.02343283582089552,0.004348538011695906,0.0046,0.0046155932203389835,0.004956669912366115
1693120008,3.4411502409798054,6.896185636740884,0.960500678912776,0.4687588582327882,10.027624704990275,3.897591562795497,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0.000035353702782840866,0.2954023808527552,2.440639146161649,2.7235393741034777,0.8968309007778292,218927104,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48590848,44,18,62,18,20,2,16,106,0,0,0,0,0,0,0.01090613382899628,0.003117456856393503,0.03134503982621289,0.01583688699360341,0.00162874251497006,0.003,0.002996627318718381,0.0032009243493067376,0.022627323420074348,0.004811422341508304,0.07111222444889782,0.02355117270788912,0.004364071856287425,0.0046,0.004615514333895447,0.004961663828752128
1693120009,3.4411502409798054,8.480176628791225,0.9648788611770166,0.45564952537328646,10.027624704990275,3.897591562795497,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0.000035353702782840866,0.286361215817772,2.440639146161649,2.7235393741034777,0.8795905073181528,218927104,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48590848,40,22,50,12,14,2,16,124,0,0,0,0,0,0,0.010706997084548104,0.0030994308878048785,0.03137795275590551,0.01576666666666667,0.0015232558139534884,0.003,0.003,0.0032050639257959384,0.022572886297376093,0.004778975598048781,0.07086021505376346,0.023553333333333336,0.004341860465116278,0.0046,0.004616991150442478,0.00496911506643269
1693120010,3.4411502409798054,8.480176628791225,0.9648788611770164,0.45564952537328646,10.027624704990275,3.897591562795497,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0.000035353702782840866,0.28938103209855864,2.440639146161649,2.7235393741034777,0.8623501138584763,218927104,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48590848,20,6,24,10,10,2,8,60,0,0,0,0,0,0,0.010942698706099811,0.003099451970514677,0.03138105567606652,0.015882663847780126,0.0015232558139534884,0.003,0.0030033277870216307,0.0032098609355246522,0.022632162661737523,0.004779013546926418,0.07112840466926074,0.02360782241014799,0.004341860465116278,0.0046,0.004621963394342762,0.004977749683944374
1693120011,3.4411502409798054,8.480176628791225,0.9648788611770164,0.4490254403942246,10.027624704990275,3.897591562795497,0.34006760328858376,0.64980622263443,0.8462582525145825,1.1398396035159062,0.000035353702782840866,0.28938103209855864,2.440639146161649,2.7235393741034777,0.8451097203987993,218927104,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48590848,52,30,62,10,10,2,8,78,0,0,0,0,0,0,0.010942698706099811,0.003099451688848688,0.03138105567606652,0.015882663847780126,0.0015232558139534884,0.003,0.0030033277870216307,0.0032011039116870647,0.022632162661737523,0.004779013039927639,0.07112840466926074,0.02360782241014799,0.004341860465116278,0.0046,0.004621963394342762,0.004961987041036718
1693120012,3.4411502409798054,8.480176628791225,0.9648788611770164,0.4490254403942246,10.027624704990275,3.897591562795497,0.34006760328858376,0.5231728285734496,0.5614975449999983,0.9745945232173082,0.000035353702782840866,0.28938103209855864,2.440639146161649,2.7235393741034777,1.044933460380444,218927104,83181568,13230080,427384832,108343296,332800000,44945408,11894784,292331520,96145408,4632576,2916352,301740032,18104320,48955392,32,6,34,10,8,2,8,58,0,0,0,0,0,0,0.010942698706099811,0.003099451417332826,0.03138105567606652,0.015882663847780126,0.0015232558139534884,0.003,0.0030033277870216307,0.0032011039116870647,0.022632162661737523,0.004779012551199086,0.07112840466926074,0.02360782241014799,0.004341860465116278,0.0046,0.004621963394342762,0.004961987041036718
