time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693120062,0.24746239197961728,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.14685094112690808,0.7966561312593211,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.33990097551253673,0.886006361860978,0.04996555901185246,0.7956151597823335,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0,0.0,0.0,0.6923076923076923,0.5,0.6428571428571429,0.125,0.125,0.15686274509803927,0.2857142857142857,0.41304347826086957,0,0,0,0,0,0,0.017158961615418272,7.956678025075859e-05,0.17206488687509147,0.031752341521139496,0.4532244542116697,0.39252336448598235,0.21181133010155398,0.031100099536366
1693120063,0.24746239197961728,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.14685094112690808,0.7966561312593211,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.33990097551253673,0.886006361860978,0.04996555901185246,0.7956151597823335,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0,0.0,0.0,0.3076923076923077,0.15384615384615385,0.30357142857142855,0.5,0.5,0.15686274509803927,0.35714285714285715,0.5108695652173914,0,0,0,0,0,0,0.01734177290111041,9.591772912180943e-05,0.17206488687509147,0.032184189136232326,0.6700670438597244,0.39252336448598235,0.2110444697355837,0.03538468679543144
1693120064,0.24746239197961728,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.14685094112690808,0.7375383468180717,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.33990097551253673,0.886006361860978,0.04996555901185246,0.7956151597823335,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0,0.0,0.0,0.5897435897435898,0.5,0.5,0.25,0.25,0.15686274509803927,0.21428571428571427,0.41304347826086957,0,0,0,0,0,0,0.015084869550925592,8.85485903135654e-05,0.16590424543770627,0.027012114146055585,0.45350064243941474,0.3711730950021141,0.21351200690793146,0.03358336550950045
1693120065,0.24746239197961728,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.15891950202089317,0.7375383468180717,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.33990097551253673,0.886006361860978,0.04996555901185246,0.7956151597823335,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0,0.0,0.0,0.28205128205128205,0.15384615384615385,0.35714285714285715,0.25,0.25,0.15686274509803927,0.21428571428571427,0.33695652173913043,0,0,0,0,0,0,0.01815733054038908,0.00012476462578606262,0.17361671702920423,0.02822073153326176,0.45350064243941474,0.3711730950021141,0.20692333835024096,0.040549221677957846
1693120066,0.24746239197961728,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.15891950202089317,0.7375383468180717,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.33990097551253673,0.886006361860978,0.04996555901185246,0.33573295218766885,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0,0.0,0.0,0.5897435897435898,0.38461538461538464,0.48214285714285715,0.375,0.375,0.15686274509803927,0.21428571428571427,0.43478260869565216,0,0,0,0,0,0,0.01815733054038908,0.00012476462578606262,0.17361671702920423,0.02822073153326176,0.45350064243941474,0.3711730950021141,0.20692333835024096,0.02977595155541255
1693120067,0.070627365295589,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.15891950202089317,0.7375383468180717,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.44429372141773377,0.886006361860978,0.04996555901185246,0.3718862132836278,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0,0.0,0.0,0.358974358974359,0.23076923076923078,0.4107142857142857,0.4375,0.375,0.15686274509803927,0.5714285714285714,0.4673913043478261,0,0,0,0,0,0,0.01815733054038908,0.00012476462578606262,0.17361671702920423,0.02822073153326176,0.45350064243941474,0.3711730950021141,0.20692333835024096,0.02977595155541255
1693120068,0.056294872388051684,0.25466329185812786,0.5256968227516662,0.7202298748003821,0.6416394121817116,0.15891950202089317,0.7375383468180717,0.9339678777364532,0.07229888622435718,0.8689879116514789,0.44429372141773377,0.886006361860978,0.06348207013552311,0.7178819602872264,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.21120689655172561,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0027100271002737544,0.0,0.0,0.5641025641025641,0.3076923076923077,0.4107142857142857,0.375,0.375,0.15686274509803927,0.42857142857142855,0.6086956521739131,0,0,0,0,0,0,0.017575895836279137,0.0001233921030493649,0.17361671702920423,0.011872250075475438,0.7726821709827719,0.3692144295550114,0.2068363817654846,0.027496023391209514
1693120069,0.04196237948051436,0.25466329185812786,0.5271849668827964,0.6722338110149613,0.6689691871321236,0.15891950202089317,0.7375383468180717,0.5645477628695568,0.07229888622435718,0.8689879116514789,0.44429372141773377,0.5240432842922048,0.06348207013552311,0.7178819602872264,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.011853448275862686,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0027100271002737544,0.0,0.0,0.4358974358974359,0.2692307692307692,0.42857142857142855,0.125,0.125,0.15686274509803927,0.21428571428571427,0.25,0,0,0,0,0,0,0.012657808384675739,0.00010263584862415403,0.15605076055142317,0.0011222574832748418,0.5233861561901805,0.3711730950021141,0.17437120986181587,0.03153175938478088
1693120070,0.02762988657297704,0.25466329185812786,0.5271849668827964,0.6722338110149613,0.6689691871321236,0.15891950202089317,0.7375383468180717,0.5197587091757034,0.07229888622435718,0.8689879116514789,0.44429372141773377,0.9034242982636792,0.06348207013552311,0.7178819602872264,0.7840000145285593,0.0,0.0,0.9242685025817552,0.15384615384631808,0.011853448275862686,0.45742205677059034,0.0,0.0,0.020746887966797096,0.0,0,0.0,0.0027100271002737544,0.0,0.0,0.5128205128205128,0.23076923076923078,0.30357142857142855,0.375,0.3125,0.15686274509803927,0.5714285714285714,0.6847826086956522,0,0,0,0,0,0,0.013809304705531544,0.0001097056536182276,0.1498608306581803,0.0036898465737997656,0.5233861561901805,0.3711730950021141,0.1732776617953991,0.036109819298069834
1693120071,0.2418120051643,0.25466329185812786,0.5271849668827964,0.6722338110149613,0.6689691871321236,0.15891950202089317,0.7662984832471809,0.9463811258383023,0.07229888622435718,0.9737338334024219,0.44429372141773377,0.9034242982636792,0.06348207013552311,0.7178819602872264,0.8612050257307031,0.025641025641025966,0.0,0.9242685025817552,0.15384615384631808,0.011853448275862686,0.45742205677059034,0.11168164313222112,0.3975903614457849,0.020746887966797096,0.41509433962264103,0,0.0,0.0027100271002737544,0.0,0.023088569265707903,0.3333333333333333,0.15384615384615385,0.19642857142857142,0.4375,0.4375,0.15686274509803927,0.5,0.5434782608695652,0,0,0,0,0,0,0.013809304705531544,0.0001097056536182276,0.1498608306581803,0.0036898465737997656,0.5233861561901805,0.3711730950021141,0.1732776617953991,0.02294929839851881
