time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693164052,0.9332953720435674,0.2030849207906334,0.6817429533860074,0.8997750597137394,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8085450924573537,1.0,0.8832032169798778,0.0,1.0,1.0,0.7862642086879189,0.8797495384230689,0.0,0.0,0.0,0.0,0.34491315136476436,0.0,0.0,0.0,0.0,0.0,0,0.23076923076923034,0.0,0.0,0.0,0.2702702702702703,0.5789473684210527,0.5609756097560976,0.07790795566156869,0.25134134675373293,0.49200492004920043,0.14380507295494274,0.24719101123595505,0,0,0,0,0,0,0.7527564425310473,0.38314561382060297,0.8039494347712932,0.699540168970079,1.0,0.4537815126050455,0.9943269213369298,0.6542580415058407
1693164053,0.9332953720435674,0.2030849207906334,0.6817429533860074,0.8997750597137394,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8085450924573537,1.0,0.5037494151724069,0.0,1.0,1.0,0.7862642086879189,0.8797495384230689,0.0,0.0,0.0,0.0,0.34491315136476436,0.0,0.0,0.0,0.0,0.0,0,0.23076923076923034,0.0,0.0,0.0,0.5675675675675675,0.21052631578947367,0.3170731707317073,0.6391539217061878,0.5008942311691552,0.49200492004920043,0.5719025364774714,0.651685393258427,0,0,0,0,0,0,0.7527564425310473,0.38314561382060297,0.8039494347712932,0.699540168970079,1.0,0.4537815126050455,0.9943269213369298,0.6779185253772386
1693164054,0.9332953720435674,0.2030849207906334,0.7207266647824505,0.5461843780311815,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8085450924573537,0.5622724182239373,0.4599822760339227,0.0,1.0,1.0,0.7862642086879189,0.8797495384230689,0.0,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.0,0,0.23076923076923034,0.0,0.0,0.0,0.4864864864864865,0.47368421052631576,0.5365853658536586,0.3585309386838782,0.33452564155887365,0.49200492004920043,0.2865042274624523,0.42696629213483145,0,0,0,0,0,0,0.7527564425310473,0.38314561382060297,0.8039494347712932,0.699540168970079,1.0,0.4537815126050455,0.9943269213369298,0.6779185253772386
1693164055,0.9332953720435674,0.2030849207906334,0.7207266647824505,0.508674095139063,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8085450924573537,0.5809538647585842,0.42695888568380475,0.0,1.0,1.0,0.7862642086879189,0.8797495384230689,0.0,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.0,0,0.23076923076923034,0.0,0.0,0.0,0.2702702702702703,0.2631578947368421,0.21951219512195122,0.498842430195033,0.584078525974296,0.49200492004920043,0.5719025364774714,0.5168539325842697,0,0,0,0,0,0,0.7766881028907154,0.43681793047862677,0.8039494347712932,0.7254603759281344,0.7210450545859262,0.4537815126050455,0.9722182336836894,0.6480199968537603
1693164056,0.9332953720435674,0.2030849207906334,0.7207266647824505,0.47116381224694354,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8085450924573537,0.7430963663816307,0.7545874965828253,0.0,1.0,1.0,0.7862642086879189,0.9411115739053018,0.0,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.1041666666666708,0,0.23076923076923034,0.0,0.0,0.0,0.24324324324324326,0.15789473684210525,0.0,0.2883751929283008,0.25134134675373293,0.49200492004920043,0.2865042274624523,0.29213483146067415,0,0,0,0,0,0,0.9223959110982544,0.4639895120444159,0.8570281236901155,0.7697555204912041,0.7208103163616653,0.4954128440367013,0.9980988697105168,0.6926270661642987
1693164057,0.9332953720435674,0.2030849207906334,0.7207266647824505,0.8395166471071218,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8085450924573537,0.7430963663816307,0.7545874965828253,0.0,0.14255485229672935,1.0,0.7862642086879189,0.9411115739053018,0.0,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.1041666666666708,0,0.23076923076923034,0.0,0.0,0.0,0.5945945945945946,0.3684210526315789,0.4634146341463415,0.2883751929283008,0.25134134675373293,0.49200492004920043,0.2865042274624523,0.449438202247191,0,0,0,0,0,0,0.9999896820696568,0.49247246337685846,0.992341123694544,0.811943273235418,0.7208103163616653,0.4537815126050455,0.9900476348780035,0.7225293897990919
1693164058,0.9332953720435674,0.2030849207906334,0.7207266647824505,0.8395166471071218,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8158893725678117,0.7430963663816307,0.7545874965828253,0.0,0.20571216511185222,1.0,0.8114261511011407,0.9411115739053018,0.0,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.1041666666666708,0,0.23076923076923034,0.0,0.0,0.0,0.2949864864864865,0.39194736842105266,0.24390243902439024,0.4259155324821103,0.5059268810048662,0.49200492004920043,0.4270985694409761,0.44843820224719105,0,0,0,0,0,0,1.0,0.49247246337685846,0.992341123694544,0.8119523956559604,0.7204725530880124,0.4537815126050455,0.9900089348248594,0.6985501725645672
1693164059,0.9332953720435674,0.2030849207906334,0.7207266647824505,0.8395166471071218,0.7480856085384356,0.8294057839023623,0.6434475381152345,0.8158893725678117,0.7430963663816307,0.7545874965828253,0.0,0.2688694779269741,0.8696602008216769,0.8066661946244693,0.9411115739053018,0.0,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.1041666666666708,0,0.23076923076923034,0.0,0.09672386895475817,0.0,0.4864864864864865,0.42105263157894735,0.34146341463414637,0.14806370141714606,0.25134134675373293,0.49200492004920043,0.14380507295494274,0.2696629213483146,0,0,0,0,0,0,0.9999896820696568,0.49247246337685846,0.992341123694544,0.811943273235418,0.7208103163616653,0.4537815126050455,0.9900476348780035,0.6985895174432992
1693164060,1.0,0.2030849207906334,0.7207266647824505,0.8395166471071218,0.7480856085384356,0.6424719548907121,0.6434475381152345,0.8158893725678117,0.7430963663816307,0.7545874965828253,0.457519847269267,0.3320267907420949,0.8696602008216769,0.8066661946244693,0.9411115739053018,0.5489667565139253,0.0,0.18784530386740217,0.0,0.34491315136476436,0.0,0.0,0.0,0.15910780669145427,0.1041666666666708,0,0.23076923076923034,0.0,0.09672386895475817,0.0,0.24324324324324326,0.10526315789473684,0.0975609756097561,0.498842430195033,0.6672628207794369,0.49200492004920043,0.3578538047162071,0.40557865168539325,0,0,0,0,0,0,0.9039774198382968,0.49782876580979674,0.992341123694544,0.832035310409299,0.681215466833065,0.4537815126050455,0.9571410879411204,0.6615793468917497
1693164061,1.0,0.1925456777021144,0.7207266647824505,0.8395166471071218,0.7480856085384356,0.6474923334291915,0.6434475381152345,0.8158893725678117,0.7430963663816307,0.7545874965828253,0.457519847269267,0.927142360070785,0.8696602008216769,0.8066661946244693,0.9411115739053018,0.5489667565139253,0.020848845867461087,0.18784530386740217,0.0,0.34491315136476436,0.15172413793103726,0.0,0.0,0.15910780669145427,0.1041666666666708,0,0.23076923076923034,0.0,0.09672386895475817,0.0,0.35135135135135137,0.3157894736842105,0.43902439024390244,0.3585309386838782,0.25134134675373293,0.49200492004920043,0.4292033819699619,0.4478314606741573,0,0,0,0,0,0,0.7195249714462609,0.4701155142639078,0.9150275623479786,0.7793884249666878,0.4662200067245145,0.4954128440367013,1.0,0.7274623032046509
