time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693235445,0.36942236516945914,0.3571721790892764,0.9532762471460656,0.9693980906558466,0.9955329799505301,0.3685119243474267,0.14593176019793686,0.9231265244496137,1.0,0.7102215499919609,0.5707342867768834,0.8282978759908958,0.22328405663062922,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.0,0.0,0.0,0.3488372093023255,0.09787928221858137,0.0,0.0,0.5771428571428513,0.0,0,0.0,0.007518796992488264,0.0,0.0,0.3783783783783784,0.23076923076923078,0.3508771929824561,0.14304077697636222,0.14306151645207438,0.448369565217391,0.26710346891941333,0.40262376486772133,0,0.0,0.0,0,0,0,0.016060253047384673,0.9852805887764493,0.19400582245007145,0.0,0.0003491519941474002,0.9634080717488793,0.0013925083213017244,0.2738535070802978
1693235446,0.6004294169298906,0.3302714875197461,0.9532762471460656,0.9693980906558466,0.9955329799505301,0.3685119243474267,0.6846588333558383,0.4998170495896906,1.0,0.7102215499919609,0.5832859664121849,0.8282978759908958,0.22328405663062922,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.0,0.0,0.0,0.3488372093023255,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.5771428571428513,0.0,0,0.0,0.007518796992488264,0.0,0.0,0.4864864864864865,0.34615384615384615,0.40350877192982454,0.10733414268371062,0.14306151645207438,0.448369565217391,0.20058535936408686,0.40262376486772133,0,0.0,0.0,0,0,0,0.040328821067793404,0.9852805887764493,0.19400582245007145,0.0,0.0003491519941474002,0.9634080717488793,0.0013925083213017244,0.2738535070802978
1693235447,0.6004294169298906,0.573478970648757,0.9444103732166432,0.9693980906558466,0.9955329799505301,0.37175541571551635,0.6846588333558383,0.8939004393380235,1.0,0.7102215499919609,0.5958376460474865,0.8282978759908958,0.22328405663062922,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.3488372093023255,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.5771428571428513,0.0,0,0.0,0.007518796992488264,0.0,0.0,0.02702702702702703,0.34615384615384615,0.3508771929824561,0.10733414268371062,0.1072961373390558,0.448369565217391,0.20058535936408686,0.2236798693709563,0,0.0,0.0,0,0,0,0.021962792809130483,0.9898336414048097,0.1861755873005612,1.5323450841656805e-05,0.0003102192017914233,0.9505687986783101,0.0014539365763360376,0.30460296304103324
1693235448,0.6004294169298906,0.573478970648757,0.9444103732166432,0.9693980906558466,0.6074718784040942,0.37175541571551635,0.6846588333558383,0.8939004393380235,0.8127649727332259,0.7102215499919609,0.6083893256827879,0.8282978759908958,0.22328405663062922,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.3488372093023255,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.5771428571428513,0.0,0,0.0,0.007518796992488264,0.0,0.0,0.28624324324324324,0.3093269230769231,0.35455263157894734,0.11847461258301793,0.2449749642346209,0.4701086956521736,0.21515282535670333,0.22768373903269642,0,0.0,0.0,0,0,0,0.0219043114431794,0.9899745706134191,0.18617558730056225,1.5301272891287504e-05,0.0003102192017914233,0.9146188340807182,0.0014539365763360376,0.30459603259829615
1693235449,0.6004294169298906,0.573478970648757,0.9444103732166432,0.7423345836599587,0.9618706149591825,0.37175541571551635,0.6846588333558383,0.8939004393380235,0.7889265361249705,0.7102215499919609,0.6209410053180893,0.8282978759908958,0.22328405663062922,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.034271725826193616,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.5771428571428513,0.0,0,0.0,0.007518796992488264,0.0,0.0,0.40540540540540543,0.23076923076923078,0.3684210526315789,0.25016067985431695,0.2145922746781116,0.448369565217391,0.46665779758539266,0.5480156799588429,0,0.0,0.0,0,0,0,0.021962792809130483,0.9898336414048097,0.1861755873005612,1.5323450841656805e-05,0.0003102192017914233,0.9146188340807176,0.0014986925285284595,0.3316869827473988
1693235450,0.6004294169298906,0.573478970648757,0.9444103732166432,0.7423345836599587,0.9618706149591825,0.37175541571551635,0.6846588333558383,0.8939004393380235,0.7650880995167153,0.7102215499919609,0.6334926849533906,0.8282978759908958,0.22328405663062922,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.034271725826193616,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.5771428571428513,0.0,0,0.0,0.007518796992488264,0.0,0.0,0.2702702702702703,0.34615384615384615,0.3508771929824561,0.035920874098407475,0.07153075822603719,0.448369565217391,0.06754914025343399,0.11183993468547815,0,0.0,0.0,0,0,0,0.021962792809130483,0.9898336414048097,0.1861755873005612,1.5323450841656805e-05,0.0003102192017914233,0.9146188340807176,0.0014491211142548003,0.3316869827473988
1693235451,0.5324598299063112,0.573478970648757,0.5991085803009571,0.7423345836599587,0.9618706149591825,0.37175541571551635,0.6846588333558383,0.8939004393380235,0.7412496629084601,0.6672584781437123,0.7531007781180871,0.8282978759908958,0.23115301543975686,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.034271725826193616,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.5771428571428513,0.0,0,0.0,0.0,0.0,0.0,0.2972972972972973,0.34615384615384615,0.43859649122807015,0.21445404556166536,0.14306151645207438,0.448369565217391,0.4001396880300662,0.5591996734273907,0,0.0,0.0,0,0,0,0.0,0.9898336414048097,0.1861755873005612,1.5323450841656805e-05,0.0003102192017914233,0.9146188340807176,0.0014491211142548003,0.3316869827473988
1693235452,0.5324598299063112,0.573478970648757,0.555580400846493,0.7423345836599587,0.9618706149591825,0.37175541571551635,0.6846588333558383,0.8939004393380235,0.8861906430225132,0.6672584781437123,0.7531007781180871,0.7914482374431494,0.23115301543975686,0.8193951704237155,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.034271725826193616,0.09787928221858137,0.07808340727595348,0.027027027027019108,0.0,0.0,0,1.0,0.0,0.0,0.0,0.9459459459459459,1.0,1.0,0.10733414268371062,0.035765379113018594,0.448369565217391,0.20058535936408686,0.6263036342386776,0,0.0,0.0,0,0,0,0.011614558307479272,0.9843749999999668,0.17665663076601895,2.839199854063276e-05,0.000355274847765902,0.9505687986783101,0.001390382010173963,0.33834634327521984
1693235453,0.5324598299063112,0.573478970648757,0.5120522213920293,0.7423345836599587,0.9618706149591825,0.3925894735232905,0.25668034810651214,0.8939004393380235,0.8861906430225132,0.6672584781437123,0.7531007781180871,0.7914482374431494,0.23115301543975686,0.847362967722008,0.8127645439079932,0.9883720930232711,0.03707627118644099,0.0,0.0,0.034271725826193616,0.10440456769982767,0.07808340727595348,0.027027027027019108,0.0,0.0,0,1.0,0.0,0.004854368932039489,0.0,0.32432432432432434,0.2692307692307692,0.38596491228070173,0.14304077697636222,0.14306151645207438,0.448369565217391,0.26710346891941333,0.4361757452733648,0,0.0,0.0,0,0,0,0.011614558307479272,0.9843749999999668,0.17665663076601895,2.839199854063276e-05,0.000355274847765902,0.9146188340807176,0.001390382010173963,0.33834634327521984
1693235454,0.5324598299063112,0.573478970648757,0.4685240419375654,0.7423345836599587,0.9618706149591825,0.3925894735232905,0.6780181810536118,0.8939004393380235,0.8861906430225132,0.6672584781437123,0.4989033311557359,0.7914482374431494,0.23115301543975686,0.847362967722008,0.38181099892516923,0.9883720930232711,0.03707627118644099,0.0,0.0,0.034271725826193616,0.10440456769982767,0.07808340727595348,0.027027027027019108,0.0,0.0,0,1.0,0.0,0.004854368932039489,0.0,0.2702702702702703,0.2692307692307692,0.3508771929824561,0.14304077697636222,0.07153075822603719,0.448369565217391,0.26710346891941333,0.41380775833626915,0,0.0,0.0,0,0,0,0.011614558307479272,0.9843749999999668,0.17665663076601895,2.839199854063276e-05,0.000355274847765902,0.9146188340807176,0.0014239680282086976,0.36185356013297054
