time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,payment_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693145866,0.9623193470639326,0.01733786678010887,0.8144490475456023,0.43491220012614373,0.892155911902509,0.3938425676340176,0.33000036100305824,0.01178681608201701,0.57195533424223,0.8823146445751016,0.0,0.8976644354654949,0.5921625492584477,0.8275966272659965,0.868302696532266,0.0,0.033302919708029274,0.0,0,0.17063081695967125,0.0,0.0,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.0,0.0,0.6176470588235294,0.45,0.6122448979591837,0.11827832240849238,0.08991430026327478,0.0,0.11814532036852243,0.45348837209302323,0,0,0.0,0,0,0.7080043425561908,0.8057439800654483,0.43249550249259533,0.003113597404707221,7.92786132534304e-06,0.0,0.1590405692149655,0.8093316447580774
1693145867,0.9623193470639326,0.008668933390054355,0.8144490475456023,0.930166750678914,0.892155911902509,0.3938425676340176,0.7448596020053,0.01178681608201701,0.57195533424223,0.8823146445751016,0.0,0.8976644354654949,0.5790137184986216,0.8275966272659965,0.868302696532266,0.0,0.033302919708029274,0.0,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.0,0.0,0.35294117647058826,0.65,0.42857142857142855,0.18788792853413772,0.13325171453645215,0.0,0.16455872455965284,0.5813953488372093,0,0,0.0,0,0,0.7080043425561908,0.8057439800654483,0.43249550249259533,0.003113597404707221,7.92786132534304e-06,0.0,0.1590405692149655,0.8076381324523444
1693145868,0.9623193470639326,0.0,0.8144490475456023,0.930166750678914,0.8795095215924987,0.3938425676340176,0.7448596020053,0.01178681608201701,0.57195533424223,0.8823146445751016,0.0,0.8976644354654949,0.5790137184986216,0.8275966272659965,0.868302696532266,0.0,0.033302919708029274,0.0,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.0,0.0,0.5882352941176471,0.65,0.5510204081632653,0.07187191832472882,0.08991430026327478,0.0,0.07173191617739204,0.38372093023255816,0,0,0.0,0,0,0.7080043425561908,0.8057439800654483,0.43249550249259533,0.003113597404707221,7.92786132534304e-06,0.0,0.1590405692149655,0.8076381324523444
1693145869,0.9623193470639326,0.15144294582859805,0.8144490475456023,0.930166750678914,0.8795095215924987,0.3938425676340176,0.7448596020053,0.011575022053295273,0.57195533424223,0.8823146445751016,0.0,0.8976644354654949,0.5790137184986216,0.8275966272659965,0.868302696532266,0.0,0.05930656934306487,0.0,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.0,0.0,0.5,0.35,0.46938775510204084,0.14148152445037418,0.0682455931266861,0.0,0.11814532036852243,0.4418604651162791,0,0,0.0,0,0,0.7080043425561908,0.8057439800654483,0.43249550249259533,0.003113597404707221,7.92786132534304e-06,0.0,0.1590405692149655,0.8076381324523444
1693145870,0.9623193470639326,0.15144294582859805,0.8144490475456023,0.35291818575938416,0.8795095215924987,0.3938425676340176,0.7448596020053,0.011575022053295273,0.57195533424223,0.8823146445751016,0.0,0.8976644354654949,0.5790137184986216,0.8275966272659965,0.8110655280988177,0.0,0.05930656934306487,0.0,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.0,0.0,0.4117647058823529,0.4,0.46938775510204084,0.0950751203666106,0.08991430026327478,0.0,0.09493861827295723,0.38372093023255816,0,0,0.0,0,0,0.7975689488194886,0.8697997838680309,0.4518777145722823,0.004433641109139679,5.600858173117643e-06,0.0,0.14197381778944154,0.8091324605052682
1693145871,0.9623193470639326,0.1733479547776901,0.5590138299209102,0.40588942743300627,0.8795095215924987,0.3938425676340176,0.7448596020053,0.011575022053295273,0.3675670249224502,0.8823146445751016,0.0,0.8976644354654949,0.5790137184986216,0.8275966272659965,0.8654934344330181,0.0,0.05930656934306487,0.02564102564102906,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.0,0.03896653960186367,0.29411764705882354,0.55,0.42857142857142855,0.0950751203666106,0.08991430026327478,0.0,0.09493861827295723,0.32558139534883723,0,0,0.0,0,0,0.9342215969715735,0.8355157388789644,0.4518777145722823,0.004433641109139679,5.600858173117643e-06,0.0,0.14224827589920114,0.8091324605052682
1693145872,0.9623193470639326,0.1733479547776901,0.8758737802277764,0.45886066910662765,0.8795095215924987,0.3938425676340176,0.7448596020053,0.011575022053295273,0.46771939907925086,0.8823146445751016,0.0,0.9387555757261733,0.5790137184986216,0.8544125081567019,0.8654934344330181,0.0,0.05930656934306487,0.02564102564102906,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.24621212121212113,0.03896653960186367,0.38235294117647056,0.6,0.42857142857142855,0.0950751203666106,0.13325171453645215,0.0,0.11814532036852243,0.43023255813953487,0,0,0.0,0,0,0.9342215969715735,0.8355157388789644,0.4518777145722823,0.004433641109139679,5.600858173117643e-06,0.0,0.14224827589920114,0.7973339719985064
1693145873,0.9623193470639326,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8795095215924987,0.3938425676340176,0.7448596020053,0.011575022053295273,0.46771939907925086,0.8823146445751016,0.0,0.9387555757261733,0.5790137184986216,0.8544125081567019,0.8654934344330181,0.0,0.05930656934306487,0.02564102564102906,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.24621212121212113,0.03896653960186367,0.20588235294117646,0.35,0.3877551020408163,0.0022623121990834744,0.0032394717169200115,0.0,0.0021118098906964325,0.03488372093023256,0,0,0.0,0,0,0.9342215969715735,0.8355157388789644,0.4518777145722823,0.004433641109139679,5.600858173117643e-06,0.0,0.14224827589920114,0.7973339719985064
1693145874,0.9623193470639326,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8795095215924987,0.3938425676340176,0.7448596020053,0.011575022053295273,0.46771939907925086,0.8823146445751016,0.0,0.9387555757261733,0.5790137184986216,0.8544125081567019,0.8654934344330181,0.0,0.05930656934306487,0.02564102564102906,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.0,0.24621212121212113,0.03896653960186367,0.35294117647058826,0.05,0.24489795918367346,0.16468472649225593,0.19825783594621824,0.0,0.16455872455965284,0.4069767441860465,0,0,0.0,0,0,0.9342215969715735,0.8355157388789644,0.4518777145722823,0.004433641109139679,5.600858173117643e-06,0.0,0.14224827589920114,0.7973339719985064
1693145875,0.9623193470639326,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8795095215924987,0.21160062035031188,0.7448596020053,0.011575022053295273,0.46771939907925086,0.8823146445751016,0.0,0.9387555757261733,0.49815775698362175,0.8544125081567019,0.8654934344330181,0.0,0.05930656934306487,0.02564102564102906,0,0.17063081695967125,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.0,0.0,0.1794871794871807,0.01754385964911996,0.24621212121212113,0.03896653960186367,0.029411764705882353,0.3,0.1836734693877551,0.02546551424096526,0.0465768859900974,0.0,0.02531851198626163,0.0,0,0,0.0,0,0,0.9855905052073496,0.8504443938012733,0.44097437149687896,0.0042426509295461915,5.143307413996694e-06,0.0,0.14279995976353005,0.7282391452709759
1693145876,0.7797773168720974,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8316046082416925,0.22009535010276238,0.7448596020053,0.011575022053295273,0.46771939907925086,0.8675288302374699,0.5293463529902355,0.9387555757261733,0.49815775698362175,0.8544125081567019,0.8654934344330181,0.0,0.05930656934306487,0.02564102564102906,0,0.0,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.005228758169935346,0.5660377358490561,0.1794871794871807,0.01754385964911996,0.24621212121212113,0.03896653960186367,0.6176470588235294,0.35,0.46938775510204084,0.11827832240849238,0.13325171453645215,0.0,0.11814532036852243,0.4418604651162791,0,0,0.0,0,0,0.937559324563985,0.7990810629626554,0.44097437149687896,0.0042426509295461915,5.143307413996694e-06,0.0,0.144477490834854,0.7282391452709759
1693145877,0.9689435683797989,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8316046082416925,0.2285900798552129,0.7448596020053,0.011575022053295273,0.46771939907925086,0.8675288302374699,0.5293463529902355,0.9387555757261733,0.49815775698362175,0.8544125081567019,0.8654934344330181,0.20320855614973335,0.05930656934306487,0.02564102564102906,0,0.0,0.0,0.0641304347826088,0.0,0.0005854800936692797,0.005228758169935346,0.5660377358490561,0.1794871794871807,0.01754385964911996,0.24621212121212113,0.03896653960186367,0.4411764705882353,0.35,0.3673469387755102,0.0950751203666106,0.0465768859900974,0.0,0.07173191617739204,0.37209302325581395,0,0,0.0,0,0,0.937559324563985,0.7990810629626554,0.44097437149687896,0.0042426509295461915,5.143307413996694e-06,0.0,0.144477490834854,0.7129169814345196
1693145878,0.9689435683797989,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8316046082416925,0.23708480960766345,0.7457807446128876,0.0029326453997265472,0.366086161206165,0.8675288302374699,0.5293463529902355,0.9387555757261733,0.4489191968904321,0.824349685631554,0.8654934344330181,0.20320855614973335,0.05930656934306487,0.02564102564102906,0,0.0,0.0,0.1206521739130436,0.0,0.0005854800936692797,0.005228758169935346,0.5660377358490561,0.1794871794871807,0.01754385964911996,0.24621212121212113,0.03896653960186367,0.47058823529411764,0.3,0.2857142857142857,0.14148152445037418,0.13325171453645215,0.0,0.14135202246408762,0.5581395348837209,0,0,0.0,0,0,0.937559324563985,0.7990810629626554,0.44097437149687896,0.0042426509295461915,5.143307413996694e-06,0.0,0.144477490834854,0.7129169814345196
1693145879,0.7661469535527684,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8316046082416925,0.23839299798954078,0.4098827012716864,0.01265601531079572,0.4310918205198346,0.5396218221804834,0.7702576290041212,0.9387555757261733,0.4489191968904321,0.824349685631554,0.8654934344330181,0.20320855614973335,0.05930656934306487,0.02564102564102906,0,0.0,0.0,0.1206521739130436,4.013861200679633e-05,0.0,0.005228758169935346,0.5660377358490561,0.1794871794871807,0.01754385964911996,0.24621212121212113,0.03896653960186367,0.4411764705882353,0.5,0.46938775510204084,0.14148152445037418,0.08991430026327478,0.0,0.14135202246408762,0.5465116279069767,0,0,0.0,0,0,0.937559324563985,0.7990810629626554,0.44097437149687896,0.0042426509295461915,5.143307413996694e-06,0.0,0.144477490834854,0.7129169814345196
1693145880,0.7868390146794506,0.1733479547776901,0.8758737802277764,0.9142367766942013,0.8316046082416925,0.2298982682370903,0.4433052987287951,0.01265601531079572,0.4310918205198346,0.8583418314906659,0.7702576290041212,0.9387555757261733,0.4489191968904321,0.824349685631554,0.8654934344330181,0.20320855614973335,0.05930656934306487,0.02564102564102906,0,0.0,0.0,0.1206521739130436,4.013861200679633e-05,0.0,0.005228758169935346,0.5660377358490561,0.1794871794871807,0.01754385964911996,0.24621212121212113,0.03896653960186367,0.08823529411764706,0.2,0.3673469387755102,0.04866871628284704,0.024908178853508708,0.0,0.048525214081826834,0.13953488372093023,0,0,0.0,0,0,0.9914155234600047,0.890085162646699,0.43626809071707007,0.00529961305284944,7.603571119971937e-06,0.0,0.12992498072642306,0.5658847972424161
