time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,orders_error,payment_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693145806,13.660727585886725,2.9527557756842087,0.8460701104201043,0.47235047887782466,8.967262709282844,9.67714999872602,0.2930369631626236,0.633332219827586,3.0980460328902986,1.0932593206712895,0,0.31092302811727796,3.932083934068583,2.898893653968373,1.0955706831822856,199421952,71168000,10530816,424828928,106573824,319508480,38010880,8323072,277614592,91049984,4042752,2936832,296218624,13729792,35950592,40,14,50,14,14,2,12,90,0,0,,0,0,0.008543423271500844,0.003113699906803355,0.031030000000000002,0.017342105263157895,0.001283950617283951,0.003033898305084746,0.003249534450651769,0.0032911266201395813,0.02405468750000001,0.00480465983224604,0.0755785123966942,0.04359375000000002,0.004266666666666667,0.0046610169491525435,0.005532258064516128,0.006137111517367457
1693145807,12.507166388232335,2.9527557756842087,0.7339916729317034,0.47235047887782466,7.144099127499998,9.67714999872602,0.2930369631626236,0.633332219827586,3.0980460328902986,1.0932593206712895,0,0.31092302811727796,3.8621266693141205,2.898893653968373,1.0955706831822856,199421952,71168000,10530816,424828928,106573824,319508480,38010880,8323072,277614592,91049984,4042752,2936832,296808448,13729792,35950592,50,24,64,8,6,2,8,68,0,0,,0,0,0.008543423271500844,0.003113699906803355,0.031030000000000002,0.017342105263157895,0.001283950617283951,0.003033898305084746,0.003249534450651769,0.0032920353982300882,0.02405468750000001,0.00480465983224604,0.0755785123966942,0.04359375000000002,0.004266666666666667,0.0046610169491525435,0.005532258064516128,0.006149280575539569
1693145808,12.507166388232335,2.9527557756842087,0.7198905044247016,0.47235047887782466,11.793184054301802,9.67714999872602,0.2930369631626236,0.65442024691358,3.0980460328902986,1.0932593206712895,0,0.31092302811727796,3.8621266693141205,2.898893653968373,1.0955706831822856,199421952,71168000,10530816,424828928,107732992,319508480,38010880,8323072,277614592,91049984,4042752,2936832,296808448,13729792,35950592,36,26,54,6,8,2,6,50,0,0,,0,0,0.008543423271500844,0.003113699906803355,0.031030000000000002,0.017342105263157895,0.001283950617283951,0.003033898305084746,0.003249534450651769,0.0032920353982300882,0.02405468750000001,0.00480465983224604,0.0755785123966942,0.04359375000000002,0.004266666666666667,0.0046610169491525435,0.005532258064516128,0.006149280575539569
1693145809,12.507166388232335,2.5091452308845406,0.7057893359176999,0.47235047887782466,11.793184054301802,9.67714999872602,0.2930369631626236,0.6426047077504076,3.0980460328902986,1.0932593206712895,0,0.31092302811727796,3.8621266693141205,2.898893653968373,1.0955706831822856,199421952,71168000,10530816,424828928,107732992,319508480,38010880,8474624,277614592,91049984,4042752,2936832,296808448,13729792,35950592,22,2,38,14,18,2,16,80,0,0,,0,0,0.008543423271500844,0.003113699906803355,0.031030000000000002,0.017342105263157895,0.001283950617283951,0.003037037037037037,0.003249534450651769,0.0032920353982300882,0.02405468750000001,0.00480465983224604,0.0755785123966942,0.04359375000000002,0.004266666666666667,0.004666666666666666,0.005532258064516128,0.006149280575539569
1693145810,12.507166388232335,2.4599326346231365,0.6916881674106982,0.48804544006660266,11.793184054301802,9.67714999872602,0.24860374002308233,0.6426047077504076,3.0980460328902986,1.0932593206712895,0,0.31092302811727796,3.8621266693141205,2.496705854101637,1.105236754908527,199421952,71168000,10530816,424951808,107732992,319508480,38010880,8474624,277614592,91049984,4042752,2936832,296808448,13729792,36372480,34,24,48,12,14,2,12,72,0,0,,0,0,0.008603265666372461,0.0031240157480314956,0.03119951534733441,0.017598167539267018,0.0012909090909090913,0.003033898305084746,0.003238532110091743,0.003297945205479452,0.024341397849462362,0.004823228346456693,0.07635467980295567,0.04781746031746032,0.0042678787878787875,0.0046610169491525435,0.005333333333333332,0.006217657342657343
1693145811,12.507166388232335,3.0978833205253595,0.8537000419984252,0.48804544006660266,11.793184054301802,9.67714999872602,0.30075761715044586,0.6426047077504076,2.813743744330346,1.0932593206712895,0,0.31092302811727796,3.8621266693141205,3.020041252674462,1.105236754908527,199421952,71471104,10555392,424951808,107732992,319508480,38010880,8474624,277635072,91049984,4042752,2936832,296808448,13729792,36372480,42,30,74,10,10,2,10,88,0,0,,0,0,0.008579593564775613,0.003119626168224299,0.03119951534733441,0.017598167539267018,0.0012909090909090913,0.003033898305084746,0.003235934664246824,0.003297945205479452,0.024247448979591843,0.004815327102803739,0.07635467980295567,0.04781746031746032,0.0042678787878787875,0.0046610169491525435,0.005283333333333333,0.006217657342657343
1693145812,12.507166388232335,3.0978833205253595,0.8537000419984252,0.48804544006660266,11.793184054301802,9.67714999872602,0.30075761715044586,0.6426047077504076,2.813743744330346,1.0920060531911764,0,0.31092302811727796,3.8621266693141205,3.020041252674462,1.105236754908527,199421952,71471104,10555392,424951808,107732992,319508480,38010880,8474624,277635072,91049984,4042752,2936832,296808448,13729792,36372480,44,22,60,4,2,2,4,56,0,0,,0,0,0.008579593564775613,0.003119626168224299,0.03119951534733441,0.017598167539267018,0.0012909090909090913,0.003033898305084746,0.003235934664246824,0.0032986381322957195,0.024247448979591843,0.004815327102803739,0.07635467980295567,0.04781746031746032,0.0042678787878787875,0.0046610169491525435,0.005283333333333333,0.006223183391003461
1693145813,12.507166388232335,3.0978833205253595,0.8537000419984252,0.48804544006660266,11.793184054301802,9.67714999872602,0.30075761715044586,0.6426047077504076,2.813743744330346,1.0920060531911764,0,0.31092302811727796,3.8621266693141205,3.020041252674462,1.105236754908527,199421952,71471104,10555392,424951808,107732992,319508480,38010880,8474624,277635072,91049984,4042752,2936832,296808448,13729792,36372480,46,12,42,20,18,2,22,162,0,0,,0,0,0.008579593564775613,0.003119626168224299,0.03119951534733441,0.017598167539267018,0.0012909090909090913,0.003033898305084746,0.003235934664246824,0.0032986381322957195,0.024247448979591843,0.004815327102803739,0.07635467980295567,0.04781746031746032,0.0042678787878787875,0.0046610169491525435,0.005283333333333333,0.006223183391003461
1693145814,12.507166388232335,2.979813217379535,0.8582184455179819,0.48804544006660266,11.793184054301802,9.67714999872602,0.30075761715044586,0.6426047077504076,2.813743744330346,1.0920060531911764,0,0.31092302811727796,2.4717922453361845,3.020041252674462,1.0905336015513554,199421952,71471104,10555392,424951808,107732992,319508480,38010880,8474624,277635072,91049984,4042752,2936832,296808448,13729792,36372480,20,8,36,10,8,2,10,68,0,0,,0,0,0.008579593564775613,0.003119626168224299,0.03119951534733441,0.017598167539267018,0.0012909090909090913,0.003037037037037037,0.003235934664246824,0.0032986381322957195,0.024247448979591843,0.004815327102803739,0.07635467980295567,0.04781746031746032,0.0042678787878787875,0.004666666666666666,0.005283333333333333,0.006223183391003461
1693145815,12.507166388232335,2.979813217379535,0.8582184455179819,0.5040380048687285,11.793184054301802,9.544773825455069,0.30075761715044586,0.6426047077504076,2.813743744330346,1.0920060531911764,0,0.31092302811727796,2.4717922453361845,3.020041252674462,1.0905336015513554,199421952,71471104,10555392,424951808,107732992,323510272,38010880,8474624,277635072,91049984,4042752,2936832,296808448,13729792,36372480,23.22,18.391,45.01,15.022,11.597,2,12.59,82.59,0,0,,0,0,0.008506649375853456,0.0031220112372134547,0.031571654790182105,0.017686041650335764,0.0012615314772881575,0.003033898305084746,0.0032222222222222222,0.003317430514093469,0.023648145990996235,0.004819620226984219,0.07648780487804877,0.04695034627999106,0.00426164147395534,0.0046610169491525435,0.005,0.006435170480572684
