time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693142002,10.332983658453122,3.1988003786707875,0.8135755328241016,0.4398877537405884,10.387995644911355,8.844961643473225,0.3048200190865712,0.6347484779888103,3.7926444470918224,1.0426055331670192,0,0.30305261228230995,3.8829508378145228,2.8134459214359553,1.0466702791861313,201048064,71610368,12365824,424501248,108269568,321581056,37691392,11300864,270544896,90517504,4612096,2945024,294240256,13684736,36044800,16,10,36,4,5.952,2,2,20,0,0,0,0,0,0.008107566191682715,0.0030152235965746907,0.028607644305772232,0.017214673913043477,0.001415394673371022,0.003018348623853211,0.003764436626756481,0.003067508610792193,0.02086842105263157,0.004627402473834444,0.06746136865342166,0.041293103448275845,0.004283078934674204,0.00463302752293578,0.008425248330433807,0.0047215154994259476
1693142003,10.332983658453122,3.1988003786707875,0.8135755328241016,0.4398877537405884,10.387995644911355,9.075613126309081,0.3048200190865712,0.6347484779888103,3.7926444470918224,1.0426055331670192,0,0.3062297415034563,2.7050434395293332,2.8134459214359553,1.0466702791861313,201048064,71610368,12365824,424501248,108269568,321552384,37691392,11300864,270544896,90517504,4612096,2949120,294240256,13684736,36044800,44.141,23.547,62,16,12,2.101,14,116.78,0,0,0,0,0,0.008099525510617529,0.0030166051660516606,0.02856719367588933,0.017015503875968993,0.0014345238095238094,0.0030168067226890756,0.003832512315270936,0.0030664240218380347,0.020964601769911495,0.004629889298892989,0.06693621867881547,0.039912280701754406,0.004286904761904762,0.004630252100840336,0.008506289308176101,0.004719563239308463
1693142004,10.332983658453122,3.1988003786707875,0.8135755328241016,0.4398877537405884,10.387995644911355,9.075613126309081,0.2647336464098614,0.6347484779888103,3.7926444470918224,1.0426055331670192,0,0.3062297415034563,2.7050434395293332,2.8134459214359553,1.0466702791861313,201048064,71610368,12365824,424501248,108269568,321552384,37691392,11300864,270544896,90517504,4612096,2949120,294240256,13684736,36044800,54,16,64,2,2,2,4,54,0,0,0,0,0,0.008099525510617529,0.0030166051660516606,0.02856719367588933,0.017015503875968993,0.0014345238095238094,0.0030168067226890756,0.0037842227378190258,0.0030634201585503966,0.020964601769911495,0.004629889298892989,0.06693621867881547,0.039912280701754406,0.004286904761904762,0.004630252100840336,0.008427672955974842,0.004714156285390713
1693142005,10.332983658453122,3.224277553687586,0.8135755328241016,0.4398877537405884,10.387995644911355,9.075613126309081,0.30681730539508467,0.6347484779888103,3.7926444470918224,1.0390256835102192,0,0.3062297415034563,2.7050434395293332,2.8134459214359553,1.0466702791861313,201048064,71610368,12365824,424501248,108269568,321552384,37920768,11300864,270544896,90517504,4612096,2949120,294240256,13684736,36044800,42,18,58,10,10,2,10,80,0,0,0,0,0,0.008099525510617529,0.0030166051660516606,0.02856719367588933,0.017015503875968993,0.0014345238095238094,0.0030168067226890756,0.0037842227378190258,0.0030634201585503966,0.020964601769911495,0.004629889298892989,0.06693621867881547,0.039912280701754406,0.004286904761904762,0.004630252100840336,0.008427672955974842,0.004714156285390713
1693142006,8.25515901301456,3.224277553687586,0.8226114710419298,0.4398877537405884,10.387995644911355,9.075613126309081,0.30681730539508467,0.64485634560509,3.7926444470918224,1.0390256835102192,0,0.3062297415034563,2.7050434395293332,2.8134459214359553,1.0466702791861313,201048064,71610368,12390400,424501248,108269568,321552384,37920768,11300864,270544896,90517504,4612096,2949120,294240256,13684736,36044800,26,22,58,12,8,2,10,78,0,0,0,0,0,0.008099525510617529,0.0030166051660516606,0.02856719367588933,0.017015503875968993,0.0014345238095238094,0.0030168067226890756,0.0037842227378190258,0.0030634201585503966,0.020964601769911495,0.004629889298892989,0.06693621867881547,0.039912280701754406,0.004286904761904762,0.004630252100840336,0.008427672955974842,0.004714156285390713
1693142007,8.25515901301456,3.224277553687586,0.8226114710419298,0.4398877537405884,9.838418836850234,9.075613126309081,0.30681730539508467,0.64485634560509,3.7926444470918224,1.0390256835102192,0,0.3030510180571185,2.7050434395293332,2.8134459214359553,1.0466702791861313,201048064,71610368,12390400,424501248,108269568,321552384,37920768,11300864,270544896,90517504,4612096,2949120,294240256,13684736,36044800,22,22,40,2,4,2,4,18,0,0,0,0,0,0.008096406282991483,0.003017341040462428,0.02856719367588933,0.017104221635883907,0.0014140127388535032,0.003018348623853211,0.0037429906542056075,0.0030616297648938602,0.020931184668989546,0.004631213872832371,0.06693621867881547,0.03897321428571428,0.0042828025477707,0.00463302752293578,0.008343333333333335,0.004710933576808948
1693142008,8.25515901301456,3.224277553687586,0.8352657875176216,0.4398877537405884,9.892974302439855,6.911714875883189,0.30681730539508467,0.64485634560509,3.7926444470918224,1.0390256835102192,0,0.3030510180571185,2.7050434395293332,2.8134459214359553,1.0466702791861313,201048064,71610368,12390400,424501248,107307008,321552384,37920768,11300864,270544896,90517504,4612096,2949120,294240256,13684736,36044800,50,22,60,12,10,2,12,112,0,0,0,0,0,0.008074662363744305,0.0030199095022624437,0.028586620262954367,0.016855036855036854,0.0014222873900293254,0.0030168067226890756,0.003830097087378641,0.0030596680125616867,0.02089254766031195,0.004635837104072399,0.06586405529953915,0.03545454545454541,0.004284457478005865,0.004630252100840336,0.008478395061728398,0.004707402422611036
1693142009,8.25515901301456,3.224277553687586,0.8352657875176216,0.3718102362075242,9.892974302439855,8.001187710239368,0.30681730539508467,0.64485634560509,3.1059552580575662,1.0688402570464062,0,0.3030510180571185,2.461594091797914,2.8134459214359553,1.0466702791861313,201048064,71610368,12390400,424501248,107307008,321552384,37920768,11300864,271323136,90529792,4612096,2949120,294596608,13684736,36044800,46,26,70,14,16,2,16,112,0,0,0,0,0,0.008074662363744305,0.0030199095022624437,0.028586620262954367,0.016855036855036854,0.0014222873900293254,0.0030168067226890756,0.003779043280182232,0.0030578677943467617,0.02089254766031195,0.004635837104072399,0.06586405529953915,0.03545454545454541,0.004284457478005865,0.004630252100840336,0.00839506172839506,0.0047041620298241705
1693142010,8.25515901301456,3.224277553687586,0.8352657875176216,0.3644787736451811,9.892974302439855,8.001187710239368,0.30681730539508467,0.64485634560509,3.1059552580575662,1.0688402570464062,0,0.3030510180571185,2.461594091797914,2.8134459214359553,1.0390636862491924,201048064,71610368,12390400,424501248,107307008,321552384,37920768,11300864,271323136,90529792,4612096,2949120,294596608,13684736,36044800,46,26,68,10,12,2,12,84,0,0,0,0,0,0.008074662363744305,0.0030199095022624437,0.028586620262954367,0.016855036855036854,0.0014222873900293254,0.0030168067226890756,0.003779043280182232,0.0030578677943467617,0.02089254766031195,0.004635837104072399,0.06586405529953915,0.03545454545454541,0.004284457478005865,0.004630252100840336,0.00839506172839506,0.0047041620298241705
1693142011,8.25515901301456,3.224277553687586,0.8352657875176216,0.4435884217283166,9.892974302439855,8.001187710239368,0.30681730539508467,0.64485634560509,3.1059552580575662,1.0688402570464062,0,0.3030510180571184,2.461594091797914,2.4012292031802307,1.0390636862491924,201048064,71610368,12390400,424501248,107307008,321552384,37920768,11300864,271323136,90529792,4612096,2949120,294596608,13684736,36044800,44,18,46,16,16,2,16,108,0,0,0,0,0,0.008074662363744305,0.0030199095022624437,0.028586620262954367,0.016855036855036854,0.0014222873900293254,0.0030168067226890756,0.003779043280182232,0.0030578677943467617,0.02089254766031195,0.004635837104072399,0.06586405529953915,0.03545454545454541,0.004284457478005865,0.004630252100840336,0.00839506172839506,0.0047041620298241705
