time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,user_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693123023,12.151288031499224,2.818234499266623,0.8370262355956972,0.4524023958735056,10.01360947677992,8.576019294294298,0.2890188931828721,0.6375214173716102,2.9985915961402494,1.0136682963135255,0.000042901980179188176,0.30115467271901947,4.9254540531823405,2.7722149470899464,1.049673013359502,201703424,71110656,10526720,424910848,106430464,327151616,37031936,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,32,12,36,2,4,2,2,50,0,0,0,0,0,0,0.008227546253593655,0.003077285579641847,0.029948116833205224,0.017378048780487806,0.0014588235294117648,0.0030512820512820517,0.003216911764705882,0.003208537782139352,0.02204143646408839,0.0047391140433553245,0.07066739606126914,0.05223684210526315,0.004291764705882353,0.004692307692307693,0.004990441176470588,0.0049753680078508345
1693123024,12.151288031499224,2.2529018216901058,0.8370262355956972,0.3880456417138557,10.01360947677992,8.576019294294298,0.2890188931828721,0.6375214173716102,2.9985915961402494,1.0136682963135255,0.000042901980179188176,0.3011546727190194,2.3420633087829335,2.7722149470899464,1.049673013359502,201703424,71110656,10526720,424910848,106430464,327151616,37031936,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,30,4,32,10,8,2,10,74,0,0,0,0,0,0,0.008227546253593655,0.003077285579641847,0.029948116833205224,0.017378048780487806,0.0014588235294117648,0.0030512820512820517,0.003216911764705882,0.003208537782139352,0.02204143646408839,0.0047391140433553245,0.07066739606126914,0.05223684210526315,0.004291764705882353,0.004692307692307693,0.004990441176470588,0.0049753680078508345
1693123025,12.151288031499224,2.2995936035719535,0.8370262355956972,0.3805056017826306,10.01360947677992,8.576019294294298,0.2890188931828721,0.6375214173716102,2.9985915961402494,1.0136682963135255,0.000042901980179188176,0.3011546727190194,2.3900726420366554,2.7722149470899464,1.049673013359502,201703424,71110656,10526720,424910848,106430464,327151616,37031936,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,38,18,58,4,6,2,2,62,0,0,0,0,0,0,0.008227546253593655,0.003077285579641847,0.029948116833205224,0.017378048780487806,0.0014588235294117648,0.0030512820512820517,0.003216911764705882,0.0032064579256360077,0.02204143646408839,0.0047391140433553245,0.07066739606126914,0.05223684210526315,0.004291764705882353,0.004692307692307693,0.004990441176470588,0.0049716242661448145
1693123026,12.151288031499224,2.3462853854538017,0.8370262355956972,0.3729655618514055,10.01360947677992,8.576019294294298,0.2890188931828721,0.6375214173716102,2.9985915961402494,1.0136682963135255,0.000042901980179188176,0.3011546727190194,2.438081975290377,2.7722149470899464,1.049673013359502,201703424,71110656,10526720,424910848,106430464,327151616,37031936,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,38,10,36,6,6,2,6,58,0,0,0,0,0,0,0.008227546253593655,0.003077285579641847,0.029948116833205224,0.017378048780487806,0.0014588235294117648,0.0030512820512820517,0.003216911764705882,0.0032064579256360077,0.02204143646408839,0.0047391140433553245,0.07066739606126914,0.05223684210526315,0.004291764705882353,0.004692307692307693,0.004990441176470588,0.0049716242661448145
1693123027,12.151288031499224,2.8015069129108783,0.8303013306038892,0.44139032985386223,10.01360947677992,8.576019294294298,0.2890188931828721,0.6329919523936091,2.9985915961402494,1.0136682963135255,0.000042901980179188176,0.3015502814654971,2.4860913085440988,2.7722149470899464,1.049673013359502,201703424,71110656,10534912,424910848,106430464,327151616,37031936,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,32,24,50,10,16,2,8,106,0,0,0,0,0,0,0.008167277274777243,0.003073469387755102,0.030035446205170978,0.01731301939058172,0.0015,0.003033898305084746,0.0032247619047619048,0.0032083958020989504,0.021815384615384608,0.004732244897959184,0.07095294117647058,0.04990384615384615,0.004309638554216868,0.0046610169491525435,0.005066666666666666,0.004975112443778112
1693123028,12.796422521017606,2.8015069129108783,0.8303013306038892,0.4428816799452668,10.01360947677992,8.576019294294298,0.2890188931828721,0.6329919523936091,2.9985915961402494,1.0136682963135255,0.000042901980179188176,0.3015502814654971,2.8805599952233036,2.7722149470899464,1.049673013359502,201703424,71110656,10534912,424910848,106430464,327151616,37031936,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,32,14,32,10,12,2,10,90,0,0,0,0,0,0,0.008170257143298932,0.0030724499523355573,0.030109631949882535,0.017340425531914897,0.0014561403508771933,0.003033898305084746,0.0032145454545454543,0.0032056392805055903,0.021988700564971736,0.004730409914204003,0.07184100418410043,0.049150943396226415,0.004300584795321637,0.0046610169491525435,0.0049861818181818176,0.004970150704910063
1693123029,12.796422521017606,2.3819579068115337,0.8303013306038892,0.4428816799452668,10.043483037353482,7.684600360385188,0.29258503954218484,0.6329919523936091,2.9985915961402494,1.0136682963135255,0.000057006369426754164,0.3015502814654971,2.8805599952233036,2.7722149470899464,1.049673013359502,201703424,71110656,10534912,424910848,107700224,327573504,37257216,10506240,294092800,89333760,4673536,2945024,299851776,10817536,35930112,38,26,52,10,10,2,10,84,0,0,0,0,0,0,0.008170232797841412,0.0030724499523355573,0.030109631949882535,0.017340010049945724,0.0014564344474599666,0.003033898305084746,0.0032145824940873276,0.0032056724048254276,0.021988607573294697,0.004730409914204003,0.07184100418410043,0.04915005772426829,0.004300644727516861,0.0046610169491525435,0.004986248489357189,0.00497021032868577
1693123030,12.796422521017606,2.3352661249296855,0.8303013306038892,0.4428816799452668,10.043483037353482,7.684600360385188,0.29258503954218484,0.6329919523936091,2.9985915961402494,1.0136682963135255,0.000057006369426754164,0.3015502814654971,2.8745660813155856,2.7722149470899464,1.049673013359502,201703424,71110656,10534912,424910848,107700224,327573504,37257216,10506240,294092800,89333760,4673536,2945024,299753472,10817536,35930112,26,10,36,20,16,2,22,82,0,0,0,0,0,0,0.008170257143298932,0.0030724499523355573,0.030109631949882535,0.017340425531914897,0.0014561403508771933,0.003033898305084746,0.0032145454545454543,0.0032017374517374518,0.021988700564971736,0.004730409914204003,0.07184100418410043,0.049150943396226415,0.004300584795321637,0.0046610169491525435,0.0049861818181818176,0.004963127413127413
1693123031,12.796422521017606,2.9235568457391277,0.8303013306038892,0.4428816799452668,10.043483037353482,7.684600360385188,0.29258503954218484,0.6329919523936091,2.9985915961402494,1.0136682963135255,0.000057006369426754164,0.3015502814654971,2.8745660813155856,2.7722149470899464,1.049673013359502,201703424,71274496,10534912,424910848,107700224,327573504,37257216,10506240,294092800,89333760,4673536,2945024,299753472,10817536,35930112,48,30,74,8,12,2,8,100,0,0,0,0,0,0,0.00817022549161214,0.0030724499523355573,0.030109631949882535,0.017339885378405598,0.0014565226900773007,0.003033898305084746,0.0032145713857580456,0.00320178040300571,0.021988579663894454,0.004730409914204003,0.07184100418410043,0.04914979195913657,0.004300662709955552,0.0046610169491525435,0.0049862284943644804,0.0049632047254102776
1693123032,12.24502052083746,2.9235568457391277,0.8303013306038892,0.4428816799452668,8.37753641506484,7.684600360385188,0.29258503954218484,0.6329919523936091,2.6441560685542425,1.0136682963135255,0.000045230121327586526,0.3015502814654971,2.8745660813155856,2.7196653928748407,1.0257128442405994,202653696,71274496,10534912,424910848,107700224,327573504,37257216,10506240,294154240,89333760,4673536,2945024,299753472,10817536,36139008,42,14,38,10,12,2,8,98,0,0,0,0,0,0,0.00812242666909603,0.0030723888314374355,0.0301358234295416,0.017272099447513813,0.001516516516516516,0.003033898305084746,0.0032053231939163495,0.003203970223325062,0.021867125984251962,0.0047302998965873845,0.07155251141552513,0.04995,0.004312912912912912,0.0046610169491525435,0.004969581749049428,0.004967146401985111
