time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693115414,0.9171291681022589,0.11941663716281717,0.7303324786272282,0.8217365221456692,0.9055481009141592,0.3875866361591128,0.2713242446558662,0.8820070143039018,0.9451915412473985,0.7169005197697365,0.0,0.8759507569045565,1.0,0.226185589934589,0.8791385362852511,0.0,0.006938421509107612,0.0,0.0,0.39765554553652016,0.0,0.0,0.32972972972972925,0.0,0.9612068965517152,0,0.9749999999999994,0.051679586563304666,0.0,0.0,0.3939393939393939,0.8333333333333334,0.6923076923076923,0.2857142857142857,0.2857142857142857,0.42719999999999986,0.2857142857142857,0.25609756097560976,0,0,0,0,0,0.7251280642278717,0.5418331960639937,0.6818332513994584,1.0,0.6467411433475361,0.49166666666665126,1.0,0.3951570036761342
1693115415,0.9171291681022589,0.11941663716281717,0.7303324786272276,0.8217365221456692,0.9055481009141592,0.40056796296954983,0.0,0.8820070143039018,0.9451915412473985,0.7614112411578294,0.0,0.4961640779643179,1.0,0.2778021251619509,0.8791385362852511,0.0,0.006938421509107612,0.0,0.0,0.39765554553652016,0.0,0.0,0.32972972972972925,0.0,0.9741379310344868,0,0.9749999999999994,0.051679586563304666,0.0,0.0,0.15151515151515152,0.3333333333333333,0.3333333333333333,0.0,0.0,0.42719999999999986,0.0,0.0975609756097561,0,0,0,0,0,0.6836500762474096,0.7065908253500353,0.6399050716843208,0.9608131334040863,0.6467411433475361,0.49166666666665126,1.0,0.16192273596067613
1693115416,0.9171291681022589,0.11941663716281717,0.7303324786272276,0.8217365221456692,0.9055481009141592,0.41354928977998645,0.0,0.8820070143039018,0.9451915412473985,0.7614112411578294,0.0,0.4531490694953907,1.0,0.3294186603893118,0.8791385362852511,0.0,0.006938421509107612,0.0,0.0,0.39765554553652016,0.0,0.0,0.32972972972972925,0.0,0.9741379310344868,0,0.9749999999999994,0.051679586563304666,0.0,0.0,0.3939393939393939,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.42719999999999986,0.14285714285714285,0.2804878048780488,0,0,0,0,0,0.6836500869853784,0.7065908253500353,0.6399050716843208,0.9608131334040863,0.6467411433475361,0.49166666666665126,1.0,0.16192273596067613
1693115417,0.9171291681022589,0.1382663986209243,0.7303324786272276,0.8217365221456692,0.9055481009141592,0.5242540448193913,0.0,0.38587095451698794,0.9451915412473985,0.7614112411578294,0.0,0.4101340610264627,1.0,0.3810351956166747,0.957252917009572,0.0,0.05290546400693727,0.0,0.0,0.39765554553652016,0.0,0.0,0.32972972972972925,0.0,0.9741379310344868,0,0.9749999999999994,0.051679586563304666,0.0,0.0,0.30303030303030304,0.6111111111111112,0.41025641025641024,0.5,0.5,0.42719999999999986,0.5,0.32926829268292684,0,0,0,0,0,0.6933851887180575,0.7065908253500353,0.6399050716843208,0.9983154966847926,0.5297190447126591,0.49166666666665126,0.7972865858512819,0.14006695414268291
1693115418,0.7507778388504912,0.15404868855354723,0.7303324786272276,0.8217365221456692,0.4305604418026139,0.5242540448193913,0.0,0.43289258695742605,0.7265848574695333,0.3262429826453142,0.0,0.36711905255753624,1.0,0.43265173084403663,0.957252917009572,0.0,0.05290546400693727,0.0,0.0,0.39765554553652016,0.0,0.0,0.32972972972972925,0.0,0.9741379310344868,0,0.9749999999999994,0.051679586563304666,0.0,0.0,0.7272727272727273,0.2777777777777778,0.358974358974359,0.5,0.5,0.42719999999999986,0.5,0.6463414634146342,0,0,0,0,0,0.6793857206848238,0.6393892621469819,0.6399050716843208,0.9482398072235785,0.669527354362423,0.49166666666665126,0.9600545557630425,0.16475940147605467
1693115419,0.7305269009660468,0.15404868855354723,0.7303324786272276,0.8217365221456692,0.8871429025175663,0.5242540448193913,0.7692654557564679,0.4799142193978657,0.7006979050998485,0.370498562472871,0.49197682292674405,0.3241040440886088,1.0,0.4842682660713985,0.957252917009572,0.0,0.05290546400693727,0.0,0.0,0.7610459873760161,0.0,0.0554371002132195,0.32972972972972925,0.0,0.9741379310344868,0,0.9749999999999994,0.051679586563304666,0.0,0.0,0.15151515151515152,0.5,0.5128205128205128,0.07142857142857142,0.07142857142857142,0.42719999999999986,0.07142857142857142,0.24390243902439024,0,0,0,0,0,0.6131969912774246,0.6152254581765316,0.6437002794434479,0.9257557415831413,0.48681553726480453,0.49166666666665126,0.8168093336875193,0.2104729760443392
1693115420,0.7694717427300406,0.15404868855354723,0.7303324786272276,0.8669723443096119,0.8871429025175663,0.5242540448193913,0.7692654557564679,0.5269358518383048,0.6748109527301634,0.41475414230042784,0.49197682292674405,0.9822626608701845,0.8259680821536216,0.8589785035544317,0.9613391473588941,0.12243074173368901,0.05290546400693727,0.0,0.0,0.7610459873760161,0.0,0.0554371002132195,0.32972972972972925,0.0,0.9741379310344868,0,1.0,0.0,0.0,0.029914529914528965,0.3939393939393939,0.3888888888888889,0.5384615384615384,0.5,0.5,0.42719999999999986,0.5,0.524390243902439,0,0,0,0,0,0.5383683293551659,0.6422614702769796,0.6460191513215349,0.9044427210281432,0.48681553726480453,0.49166666666665126,0.8168093336875193,0.1537043935193906
1693115421,0.7694717427300406,0.15404868855354723,0.7303324786272276,0.8669723443096119,0.8871429025175663,0.5242540448193913,0.7692654557564679,0.8992766483179204,0.6489240003604787,0.778461249183229,0.49197682292674405,0.9822626608701845,0.8259680821536216,0.47079635037705675,0.9613391473588941,0.12243074173368901,0.05290546400693727,0.0,0.0,0.7610459873760161,0.0,0.0554371002132195,0.32972972972972925,0.0,0.9741379310344868,0,1.0,0.0,0.0,0.029914529914528965,0.2727272727272727,0.3333333333333333,0.28205128205128205,0.21428571428571427,0.14285714285714285,0.42719999999999986,0.14285714285714285,0.2804878048780488,0,0,0,0,0,0.5384452843252914,0.6420127454770213,0.6460191513215383,0.9044627121280312,0.48494065836940314,0.49166666666665126,0.8168886551064156,0.15370411330879846
1693115422,0.7694717427300406,0.15404868855354723,0.30794535589193034,0.8669723443096119,0.8871429025175663,0.5242540448193913,0.7692654557564679,0.8992766483179204,0.7748915753480369,0.778461249183229,0.49197682292674405,0.9822626608701845,0.3465475914970094,0.4191798151496944,0.9613391473588941,0.12243074173368901,0.05290546400693727,0.0,0.0,0.7610459873760161,0.0,0.0554371002132195,0.32972972972972925,0.2671052631578891,0.9741379310344868,0,1.0,0.0,0.0,0.029914529914528965,0.09090909090909091,0.3888888888888889,0.2564102564102564,0.21428571428571427,0.21428571428571427,0.42719999999999986,0.2857142857142857,0.12195121951219512,0,0,0,0,0,0.5489027213489828,0.6422614702769796,0.6460191513215349,0.7173097163749175,0.3736757664479634,0.49166666666665126,0.6746794804156979,0.1347146118052032
1693115423,0.7694717427300406,0.15404868855354723,0.3444595227015492,0.8669723443096119,0.8871429025175663,0.5242540448193913,0.7692654557564679,0.8992766483179204,0.7748915753480369,0.778461249183229,0.49197682292674405,0.9822626608701845,0.3465475914970094,0.36756327992233345,0.9613391473588941,0.12243074173368901,0.05290546400693727,0.0,0.0,0.7610459873760161,0.0,0.0554371002132195,0.32972972972972925,0.2671052631578891,0.9741379310344868,0,1.0,0.0,0.0,0.029914529914528965,0.9090909090909091,0.6666666666666666,0.6923076923076923,0.6428571428571429,0.6428571428571429,0.42719999999999986,0.6428571428571429,0.8536585365853658,0,0,0,0,0,0.5352348337977951,0.6403448533097682,0.6460191513215349,0.6665630098906197,0.6370449254695424,0.49166666666665126,0.785424571503333,0.15840538644863694
