time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693116184,0.67261914754613,0.3171623633651419,1.0,0.7716470057601325,0.6752881976519992,0.36431114610168447,0.8016486648029931,0.9817918330858083,0.33718455187996543,0.8542444466853426,0.0,0.8056412360064515,0.5046828238932779,0.19403833896574826,0.8293908797661663,0.0,0.0,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.0,0,0.0,1.0,0.0,0.0,0.2647058823529412,0.34615384615384615,0.45,0.1875,0.1875,0.43515358361774736,0.13333333333333333,0.25252525252525254,0,0,0,0,0,0.4617850702729668,1.0,1.0,1.0,0.22027129119422473,0.4528514612775483,0.7218594393994493,1.0
1693116185,0.67261914754613,0.3171623633651419,1.0,0.7716470057601325,0.6752881976519992,0.36431114610168447,0.8016486648029931,0.9817918330858083,0.3875869316012747,0.8542444466853426,0.0,0.8056412360064515,0.5046828238932779,0.24767809555019984,0.8293908797661663,0.0,0.0,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.0,0,0.0,1.0,0.0,0.0,0.29411764705882354,0.19230769230769232,0.375,0.3125,0.3125,0.43515358361774736,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0.4561051392655553,0.9133980161117875,0.9215795279205761,0.9699070616069524,0.22027129119422473,0.4528514612775483,0.7218594393994493,0.2925101196611818
1693116186,0.67261914754613,0.3171623633651419,0.24071089324780004,0.7716470057601325,0.6752881976519992,0.36431114610168447,0.8016486648029931,0.9817918330858083,0.3875869316012747,0.8542444466853426,0.0,0.8056412360064515,0.5046828238932779,0.3013178521346525,0.8293908797661663,0.0,0.0,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.0,0,0.0,1.0,0.0,0.0,0.4117647058823529,0.4230769230769231,0.425,0.0625,0.0625,0.43515358361774736,0.06666666666666667,0.18181818181818182,0,0,0,0,0,0.4561051392655553,0.9133980161117875,0.9215795279205761,0.9699070616069524,0.22027129119422473,0.4528514612775483,0.7218594393994493,0.2925101196611818
1693116187,0.67261914754613,0.3171623633651419,0.24071089324780004,0.7716470057601325,0.6752881976519992,0.36431114610168447,0.8016486648029931,0.9817918330858083,0.3875869316012747,0.8566424887050466,0.0,0.8056412360064515,0.5046828238932779,0.35495760871910464,0.8293908797661663,0.0,0.0,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.0,0,0.0,1.0,0.0,0.0,0.5294117647058824,0.23076923076923078,0.35,0.375,0.375,0.43515358361774736,0.4,0.5252525252525253,0,0,0,0,0,0.4561051392655553,0.9133980161117875,0.9215795279205761,0.9699070616069524,0.22027129119422473,0.4528514612775483,0.7218594393994493,0.2925101196611818
1693116188,0.67261914754613,0.3171623633651419,0.24071089324780004,0.7716470057601325,0.2077208922846672,0.26359067341206954,0.8016486648029931,0.9817918330858083,0.3875869316012747,0.8566424887050466,0.0,0.8056412360064515,0.5046828238932779,0.3611261807263171,0.8293908797661663,0.0,0.0,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.0,0,0.0,1.0,0.0,0.0,0.8529411764705882,0.5384615384615384,0.55,0.4375,0.375,0.43515358361774736,0.3333333333333333,0.6868686868686869,0,0,0,0,0,0.459454339963028,0.598673733200975,0.9215795279205761,0.9215404232654487,0.37295623689574914,0.4528514612775483,0.758877968186161,0.2849875122814653
1693116189,0.67261914754613,0.3388416095035141,0.24071089324780004,0.7716470057601325,0.24658734420068276,0.39764117039382285,0.8016486648029931,0.9817918330858083,0.3875869316012747,0.8786674829602331,0.0,0.8056412360064515,0.5046828238932779,0.30748642414186494,0.8293908797661663,0.0,0.04155313351498774,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.21328671328670967,0,0.0,1.0,0.0,0.0,0.4411764705882353,0.19230769230769232,0.35,0.1875,0.1875,0.43515358361774736,0.2,0.32323232323232326,0,0,0,0,0,0.3300426205129107,0.18185768066585647,0.650413681840629,0.8883513553888065,0.23479153216050203,0.4528514612775483,0.7627983204762694,0.23697202615526622
1693116190,0.8403850214026604,0.3388416095035141,0.24071089324780004,0.7716470057601325,0.28545379611669813,0.27034335404119253,0.8016486648029931,0.9579934231635258,0.3875869316012747,0.8786674829602331,0.0,0.8056412360064515,0.5046828238932779,0.2538466675574128,0.8293908797661663,0.022364217252396307,0.04155313351498774,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.21328671328670967,0,0.0,1.0,0.0,0.0,0.5294117647058824,0.5384615384615384,0.65,0.1875,0.125,0.43515358361774736,0.13333333333333333,0.2828282828282828,0,0,0,0,0,0.29630781990665706,0.1289107766951789,0.6238339378151779,0.8899909428332954,0.23479153216050203,0.4528514612775483,0.7627983204762694,0.18608661849686456
1693116191,0.8663570951225666,0.3388416095035141,0.24071089324780004,0.830449483127777,0.6504194962210639,0.2563626488049133,0.7848198867437858,0.9579934231635258,0.3875869316012747,0.8786674829602331,0.0,0.8056412360064515,0.5046828238932779,0.20020691097296014,0.8293908797661663,0.022364217252396307,0.04155313351498774,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.21328671328670967,0,0.0,1.0,0.0,0.0,0.6260294117647058,0.34786538461538463,0.43655,0.26953125,0.21115625,0.02047781569965835,0.31396666666666667,0.3989090909090909,0,0,0,0,0,0.29574109095835777,0.12888004357239646,0.6238339378151743,0.8901862650252179,0.23412569534517105,0.4528514612775483,0.7626444532750735,0.18250153254739226
1693116192,0.8663570951225666,0.3388416095035141,0.24071089324780004,0.830449483127777,0.28533719676095,0.2423819435686343,0.7848198867437858,0.9579934231635258,0.3875869316012747,0.8786674829602331,0.0,0.8056412360064515,0.5046828238932779,0.14656715438850804,0.8884994739495476,0.022364217252396307,0.04155313351498774,0.9896519285042336,0,0.5558620689655133,0.29411764705881754,0.0,0.88405797101449,0.20512820512822794,0.21328671328670967,0,0.0,1.0,0.0,0.03295128939828146,0.2751764705882353,0.19915384615384615,0.332625,0.19121875,0.14603124999999997,0.43515358361774736,0.20079999999999998,0.16760606060606065,0,0,0,0,0,0.29630781990665706,0.1289107766951789,0.6238339378151779,0.8899909428332954,0.23479153216050203,0.4528514612775483,0.7627983204762694,0.18608661849686456
1693116193,0.8663570951225666,0.3388416095035141,0.24071089324780004,0.830449483127777,0.24647074484493461,0.7993206000368902,0.7848198867437858,0.9579934231635258,0.3875869316012747,0.8786674829602331,0.0,0.7829953676523231,0.5046828238932779,0.809584027674476,0.8884994739495476,0.022364217252396307,0.04155313351498774,0.9896519285042336,0,0.5558620689655133,0.06250000000001275,0.0,0.88405797101449,0.20512820512822794,0.21328671328670967,0,0.0,1.0,0.0,0.03295128939828146,0.35294117647058826,0.23076923076923078,0.375,0.25,0.25,0.43515358361774736,0.26666666666666666,0.26262626262626265,0,0,0,0,0,0.2929916814075823,0.0015387498578811713,0.6238339378151779,0.9422728313451665,0.32035817251486204,0.4528514612775483,0.875426781332451,0.17601998911346772
