time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693116184,3.1214121616674992,8.412204652587288,11.573892959580387,0.44296389653274687,9.648331252105088,3.1786670557661094,0.2981444811249974,0.6557187739141391,0.9885594895377449,1.0509634584147178,0,0.29274938047425725,3.7725901346093584,2.157793674346898,1.0347323093697414,214843392,85151744,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95010816,4706304,2916352,312000512,17969152,49000448,24,20,56,8,8,2,6,62,0,0,0,0,0,0.010309597523219817,0.0035301204819277107,0.031729948805460755,0.016095890410958904,0.0014314868804664721,0.0029832895935922384,0.003023776143872826,0.003235667107001321,0.022842105263157896,0.22656250000000067,0.08054398148148151,0.02426027397260274,0.004304956268221574,0.004596657918718447,0.004702559575971359,0.005266279069767444
1693116185,3.1214121616674992,8.412204652587288,11.573892959580387,0.44296389653274687,9.648331252105088,3.1786670557661094,0.2981444811249974,0.6557187739141391,1.0501249484245976,1.0509634584147178,0,0.29274938047425725,3.7725901346093584,2.2014579454976,1.0347323093697414,214843392,85151744,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95010816,4706304,2916352,312000512,17969152,49000448,26,12,50,12,12,2,12,78,0,0,0,0,0,0.010403788634097709,0.003505166475315729,0.03159992223950232,0.016160130718954245,0.0014314868804664721,0.0029832895935922384,0.003023776143872826,0.0032217879824132877,0.022834496510468594,0.20734375,0.07934829059829056,0.024225490196078427,0.004304956268221574,0.004596657918718447,0.004702559575971359,0.004999218368343918
1693116186,3.1214121616674992,8.412204652587288,3.273489609571828,0.44296389653274687,9.648331252105088,3.1786670557661094,0.2981444811249974,0.6557187739141391,1.0501249484245976,1.0509634584147178,0,0.29274938047425725,3.7725901346093584,2.245122216648303,1.0347323093697414,214843392,85151744,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95010816,4706304,2916352,312000512,17969152,49000448,34,24,54,4,4,2,4,48,0,0,0,0,0,0.010403788634097709,0.003505166475315729,0.03159992223950232,0.016160130718954245,0.0014314868804664721,0.0029832895935922384,0.003023776143872826,0.0032217879824132877,0.022834496510468594,0.20734375,0.07934829059829056,0.024225490196078427,0.004304956268221574,0.004596657918718447,0.004702559575971359,0.004999218368343918
1693116187,3.1214121616674992,8.412204652587288,3.273489609571828,0.44296389653274687,9.648331252105088,3.1786670557661094,0.2981444811249974,0.6557187739141391,1.0501249484245976,1.0516723865509543,0,0.29274938047425725,3.7725901346093584,2.288786487799006,1.0347323093697414,214843392,85151744,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95010816,4706304,2916352,312000512,17969152,49000448,42,14,48,14,14,2,14,116,0,0,0,0,0,0.010403788634097709,0.003505166475315729,0.03159992223950232,0.016160130718954245,0.0014314868804664721,0.0029832895935922384,0.003023776143872826,0.0032217879824132877,0.022834496510468594,0.20734375,0.07934829059829056,0.024225490196078427,0.004304956268221574,0.004596657918718447,0.004702559575971359,0.004999218368343918
1693116188,3.1214121616674992,8.412204652587288,3.273489609571828,0.44296389653274687,7.734236968754106,2.7812096210377923,0.2981444811249974,0.6557187739141391,1.0501249484245976,1.0516723865509543,0,0.29274938047425725,3.7725901346093584,2.2938078789813368,1.0347323093697414,214843392,85151744,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95010816,4706304,2916352,312000512,17969152,49000448,64,30,64,16,14,2,12,148,0,0,0,0,0,0.010426221335992025,0.0034302325581395347,0.03159992223950232,0.016121444201312913,0.0015060240963855422,0.0029832895935922384,0.003025187323082755,0.0032202104232933694,0.02283898305084746,0.13749999999999937,0.07934829059829056,0.024169584245076585,0.004320481927710843,0.004596657918718447,0.004708646767492577,0.004996378761928065
1693116189,3.1214121616674992,8.510790514694444,3.273489609571828,0.44296389653274687,7.893345727156569,3.310192113193205,0.2981444811249974,0.6557187739141391,1.0501249484245976,1.0581835894404998,0,0.29274938047425725,3.7725901346093584,2.250143607830634,1.0347323093697414,214843392,85401600,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95260672,4706304,2916352,312000512,17969152,49000448,36,12,48,8,8,2,8,76,0,0,0,0,0,0.010140625000000004,0.003327113062568606,0.03135330578512397,0.016040723981900453,0.0014385964912280705,0.0029832895935922384,0.0030240621122462714,0.003210141139571354,0.022665625000000005,0.045,0.0752137767220903,0.024131221719457016,0.004306432748538011,0.004596657918718447,0.004709291415889007,0.004978254051228438
1693116190,3.4261036333678803,8.510790514694444,3.273489609571828,0.44296389653274687,8.05245448555903,2.8078566675489984,0.2981444811249974,0.6504049841452856,1.0501249484245976,1.0581835894404998,0,0.29274938047425725,3.7725901346093584,2.206479336679932,1.0347323093697414,214900736,85401600,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95260672,4706304,2916352,312000512,17969152,49000448,42,30,72,8,6,2,6,68,0,0,0,0,0,0.010318361303060216,0.003315899581589958,0.031343843843843845,0.016120129870129868,0.0014385964912280705,0.0029832895935922384,0.0030240621122462714,0.0031994700072271744,0.022620434353405727,0.03325,0.07480851063829788,0.024133116883116885,0.004306432748538011,0.004596657918718447,0.004709291415889007,0.004959046013008914
1693116191,3.4732733537819165,8.510790514694444,3.273489609571828,0.4499058270975953,9.546525504147755,2.7526867989957777,0.2960817573221755,0.6504049841452856,1.0501249484245976,1.0581835894404998,0,0.29274938047425725,3.7725901346093584,2.162815065529229,1.0347323093697414,214900736,85401600,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95260672,4706304,2916352,312000512,17969152,49000448,48.57,20.089,54.924,10.625,8.757,1.757,11.419,90.984,0,0,0,0,0,0.010314667080286067,0.003315902014270026,0.031343843843843845,0.016121091103878993,0.0014382525782699073,0.0029832895935922384,0.0030240269300029175,0.0031987181821285355,0.022619675171576956,0.03324317969200062,0.07480851063829783,0.02413334265181336,0.004306365043397712,0.004596657918718447,0.004709266114529034,0.004957692727831363
1693116192,3.4732733537819165,8.510790514694444,3.273489609571828,0.4499058270975953,8.051977159283823,2.6975169304425584,0.2960817573221755,0.6504049841452856,1.0501249484245976,1.0581835894404998,0,0.29274938047425725,3.7725901346093584,2.1191507943785264,1.051405623190428,214900736,85401600,16441344,428040192,109293568,324415488,41254912,12111872,300515328,95260672,4706304,2916352,312000512,17969152,49188864,24.712,12.356,46.61,8.119,6.673,2,8.024,45.186,0,0,0,0,0,0.010318361303060216,0.003315899581589958,0.031343843843843845,0.016120129870129868,0.0014385964912280705,0.0029832895935922384,0.0030240621122462714,0.0031994700072271744,0.022620434353405727,0.03325,0.07480851063829788,0.024133116883116885,0.004306432748538011,0.004596657918718447,0.004709291415889007,0.004959046013008914
1693116193,3.4732733537819165,8.510790514694444,3.273489609571828,0.4499058270975953,7.89286840088136,4.895276768038439,0.2960817573221755,0.6504049841452856,1.0501249484245976,1.0581835894404998,0,0.2910286937769562,3.7725901346093584,2.658865184899099,1.051405623190428,214900736,85401600,16441344,428040192,109293568,324157440,41254912,12111872,300515328,95260672,4706304,2916352,312000512,17969152,49188864,30,14,50,10,10,2,10,64,0,0,0,0,0,0.01029615004935834,0.0032130801687763715,0.031343843843843845,0.016193548387096773,0.0015281899109792286,0.0029832895935922384,0.0030324984957074298,0.0031973589435774306,0.022615992102665353,0.004983544303797468,0.07480851063829788,0.024193548387096777,0.004315133531157271,0.004596657918718447,0.004727811628183822,0.0049552460984393755
