time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693116244,0.263532487495864,0.1956966638296251,0.005777811634241934,0.4384080201904735,0.7067908855801623,0.13288139902941598,0.7587278615152234,0.973479509657433,0.07782523559048725,0.8471665243162029,0.0,0.7053183516038689,0.07805413503925769,0.8565894633918705,0.6727829635996635,0.0,0.0,0.013908827433029073,0.02380952380954741,0.620749782040106,0.04733727810651033,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.7647058823529411,0.5151515151515151,0.6444444444444445,0.35294117647058826,0.44135812048043205,0.457377049180328,0.4,0.48,0,0.0,0,0,0,0.0,3.67319969270986e-05,0.012621113026530151,0.015614728648327485,0.682468340976032,1.0,0.5734080234080113,0.011743924857870625
1693116245,0.263532487495864,0.1956966638296251,0.005777811634241934,0.4384080201904735,0.7067908855801623,0.13288139902941598,0.7587278615152234,0.973479509657433,0.07782523559048725,0.8471665243162029,0.0,0.7053183516038689,0.07805413503925769,0.85658946339187,0.6727829635996635,0.0,0.0,0.013908827433029073,0.02380952380954741,0.620749782040106,0.04733727810651033,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.058823529411764705,0.15151515151515152,0.13333333333333333,0.11764705882352941,0.06893020080072004,0.457377049180328,0.06666666666666667,0.09,0,0.0,0,0,0,0.004897907823074222,4.361393922830952e-05,0.013179747779064025,0.015655973818595393,0.682468340976032,1.0,0.5734080234080113,0.0067356425206067765
1693116246,0.263532487495864,0.1956966638296251,0.005777811634241934,0.4384080201904735,0.7009709432241462,0.13288139902941598,0.7587278615152234,0.973479509657433,0.07782523559048725,0.8471665243162029,0.0,0.7053183516038689,0.07805413503925769,0.85658946339187,0.6727829635996635,0.0,0.0,0.013908827433029073,0.02380952380954741,0.5501307759372278,0.04733727810651033,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.6470588235294118,0.21212121212121213,0.35555555555555557,0.47058823529411764,0.44135812048043205,0.457377049180328,0.4666666666666667,0.58,0,0.0,0,0,0,0.004897907823074222,4.361393922830952e-05,0.013179747779064025,0.015655973818595393,0.682468340976032,1.0,0.5734080234080113,0.0067356425206067765
1693116247,0.263532487495864,0.1956966638296251,0.005777811634241934,0.4384080201904735,0.7009709432241462,0.13288139902941598,0.7587278615152234,0.973479509657433,0.07782523559048725,0.8471665243162029,0.0,0.7044693914014875,0.07805413503925769,0.85658946339187,0.6727829635996635,0.0,0.0,0.013908827433029073,0.02380952380954741,0.5501307759372278,0.04733727810651033,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.7058823529411765,0.45454545454545453,0.5333333333333333,0.17647058823529413,0.1310015207473387,0.457377049180328,0.13333333333333333,0.51,0,0.0,0,0,0,0.004897907823074222,4.361393922830952e-05,0.013179747779064025,0.015655973818595393,0.682468340976032,1.0,0.5734080234080113,0.0067356425206067765
1693116248,0.263532487495864,0.1956966638296251,0.005919522693937198,0.4384080201904735,0.7009709432241462,0.13288139902941598,0.7587278615152234,0.973479509657433,0.07782523559048725,0.7978992040509556,0.0,0.7044693914014875,0.07805413503925769,0.85658946339187,0.6727829635996635,0.0,0.0,0.013963000081258978,0.02380952380954741,0.5501307759372278,0.04733727810651033,0.0,0.0,0.0,0.005050505050510095,0,0.0,1.0,0.0,0.0,0.29411764705882354,0.12121212121212122,0.2222222222222222,0.4117647058823529,0.31721548058719473,0.457377049180328,0.3333333333333333,0.4,0,0.0,0,0,0,0.004521899059397688,4.998853853072351e-05,0.013179747779064025,0.015667315317846087,0.8054154983785596,0.9738691744422441,0.541952698702245,0.008147982763143881
1693116249,0.263532487495864,0.17898204964119124,0.005919522693937198,0.4384080201904735,0.7009709432241462,0.13288139902941598,0.7587278615152234,0.9242428308744646,0.07782523559048725,0.3625506295050056,0.0,0.7044693914014875,0.07805413503925769,0.85658946339187,0.23337474913393372,0.0,0.0,0.013963000081258978,0.02380952380954741,0.5501307759372278,0.04733727810651033,0.0,0.0,0.0,0.005050505050510095,0,0.0,1.0,0.0,0.0,0.35294117647058826,0.09090909090909091,0.15555555555555556,0.17647058823529413,0.1310015207473387,0.457377049180328,0.13333333333333333,0.3,0,0.0,0,0,0,0.000823002417520001,4.421532182612535e-05,0.010953361457101043,0.014343692551951198,0.6794851784706596,0.9738691744422441,0.5200879631739648,0.013833055934282353
1693116250,0.2512597385904554,0.17898204964119124,0.005919522693937198,0.4384080201904735,0.7009709432241462,0.13288139902941598,0.7587278615152234,0.9242428308744646,0.07782523559048725,0.3986690801273251,0.0,0.7044693914014875,0.07805413503925769,0.85658946339187,0.18430535854794855,0.0,0.0,0.013963000081258978,0.02380952380954741,0.5501307759372278,0.04733727810651033,0.0,0.0,0.0,0.005050505050510095,0,0.0,1.0,0.0,0.0,0.5588235294117647,0.15151515151515152,0.4666666666666667,0.4117647058823529,0.3792868005338134,0.457377049180328,0.4,0.53,0,0.0,0,0,0,0.0030319144768132704,4.655177089380008e-05,0.013214767327348676,0.014455192585433891,0.6794851784706596,0.9738691744422441,0.5200879631739648,0.008914330620397766
1693116251,0.2512597385904554,0.22091285566104268,0.005919522693937198,0.4113681816662366,0.7009709432241462,0.13288139902941598,0.7866901753713358,0.9242428308744646,0.07782523559048725,0.43478753074964455,0.0,0.7044693914014875,0.07805413503925769,0.85658946339187,0.135235967961964,0.0,0.02375407545412313,0.013963000081258978,0.02380952380954741,0.5501307759372278,0.04733727810651033,0.024907749077491683,0.0,0.0,0.005050505050510095,0,0.0,1.0,0.0,0.0,0.5294117647058824,0.48484848484848486,0.6888888888888889,0.23529411764705882,0.1930728406939574,0.457377049180328,0.2,0.31,0,0.0,0,0,0,0.003117920571004318,4.656156365050205e-05,0.013214767327348676,0.014458073239468816,0.6782363632973711,0.9738691744422441,0.5200856119633283,0.009274931816857724
1693116252,0.2512597385904554,0.22091285566104268,0.005919522693937198,0.4113681816662366,0.7009709432241462,0.11202753967990056,0.7866901753713358,0.9242428308744646,0.07782523559048725,0.47090598137196427,0.0,0.7044693914014875,0.07805413503925769,0.85658946339187,0.11018250763952311,0.0,0.02375407545412313,0.013963000081258978,0.02380952380954741,0.5501307759372278,0.046022353714661554,0.024907749077491683,0.0,0.0,0.005050505050510095,0,0.0,1.0,0.0,0.0,0.4117647058823529,0.15151515151515152,0.26666666666666666,0.17647058823529413,0.1310015207473387,0.457377049180328,0.2,0.2,0,0.0,0,0,0,0.0030319144768132704,4.655177089380008e-05,0.013214767327348676,0.014455192585433891,0.6794851784706596,0.9738691744422441,0.5200879631739648,0.008914330620397766
1693116253,0.2512597385904554,0.22091285566104268,0.005919522693937198,0.4113681816662366,0.7009709432241462,0.0436693232088261,0.7866901753713358,0.9242428308744646,0.12359779791045394,0.7889349588432581,0.0,0.695890481858259,0.07805413503925769,0.868558087225088,0.6607887790871625,0.0,0.02375407545412313,0.013963000081258978,0.02380952380954741,0.5501307759372278,0.046022353714661554,0.024907749077491683,0.0,0.008326394671115685,0.005050505050510095,0,0.0,1.0,0.0,0.056066579062636714,0.35294117647058826,0.24242424242424243,0.28888888888888886,0.17647058823529413,0.1310015207473387,0.457377049180328,0.13333333333333333,0.2,0,0.0,0,0,0,0.0032206440443099463,4.620293080231173e-05,0.013214767327348676,0.005771386620033086,0.8740878203965382,0.9738691744422441,0.24911022133243615,0.008756332697048702
