carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,front-end_error,orders_error,queue-master_error,shipping_error,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
0.014825892025766228,0.23481054737920135,1.0,0.7143915756714763,0.8072164367009681,0.7624439722295209,0.6386230519137582,0.8965451081058295,0.4571057304354571,0.8562879647395188,0.6466733107428064,1.0,0.3571464191082025,0.9404505694629912,0.920885012829568,0.0,0.0,0.1203319502074687,0.0,0.5204460966542749,0.025125628140660064,0.0,0.0,0.0,0.003636363636367261,0,0.0,0.0,0.0,0.0,0.5151515151515151,0.6242020144701377,0.5488337283273045,0.1678801747451633,0.25635199338979553,0.9438414346389804,0.2570272836091964,0.4555555555555556,0,0,0,0,0,0.0,0.0,0.02151129807126084,0.0004708682818890242,0.0,0.0,0.8549775808094351,0.14245275724879825
0.014825892025766228,0.23481054737920135,1.0,0.7143915756714763,0.8072164367009681,0.7624439722295209,0.6386230519137582,0.8965451081058295,0.4571057304354571,0.8562879647395188,0.6466733107428064,0.9146533819767192,0.3644098936470348,0.9404505694629912,0.920885012829568,0.0,0.0,0.1203319502074687,0.0,0.5204460966542749,0.025125628140660064,0.0,0.0,0.0,0.003636363636367261,0,0.0,0.0,0.0,0.0,0.2106818181818182,0.2269825507164137,0.27441686416365224,0.1678801747451633,0.17372443709977278,0.9438414346389804,0.17447475956577374,0.2,0,0,0,0,0,3.5706271362567994e-07,0.0,0.02151129807126084,0.0004708682818890242,0.0,0.0,0.8549775808094351,0.14245275724879825
0.014825892025766228,0.05521009140850379,0.8847469073423568,0.7143915756714763,0.8072164367009681,0.7624439722295209,0.14648691713882586,0.8765772898945086,0.4571057304354571,0.8562879647395188,0.6466733107428064,0.9146533819767192,0.3644098936470348,0.9404505694629912,0.920885012829568,0.0,0.0,0.0,0.0,0.5204460966542749,0.025125628140660064,0.0,0.0,0.0,0.003636363636367261,0,0.0,0.0,0.0,0.0,0.12121212121212123,0.17023691303731026,0.1995759012099289,0.08466819221967964,0.09109688080975006,0.9438414346389804,0.09192223552235107,0.1,0,0,0,0,0,0.0,0.0,0.02151129807126084,0.0004708682818890242,0.0,0.0,0.8549775808094351,0.14245275724879825
0.014825892025766228,0.07450170613954565,0.8847469073423568,0.7013595748780542,0.8072164367009681,0.7624439722295209,0.09821106214459577,0.8765772898945086,0.4571057304354571,0.6640472248477073,0.6466733107428064,0.9146533819767192,0.3644098936470348,0.9404505694629912,0.920885012829568,0.0,0.0,0.0,0.0,0.5204460966542749,0.025125628140660064,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4848484848484849,0.2269825507164137,0.5737807159785456,0.1678801747451633,0.25635199338979553,0.9438414346389804,0.2570272836091964,0.4555555555555556,0,0,0,0,0,0.0007298147678748713,0.0006949650912193281,0.02151129807126084,0.0,0.12476329455873728,0.0,0.8658082060239146,0.13457012134220386
0.014825892025766228,0.2580180141722629,0.8847469073423568,0.7013595748780542,0.8072164367009681,0.7624439722295209,0.6862514130153718,0.8765772898945086,0.4571057304354571,0.6640472248477073,0.5097347051739033,0.9146533819767192,0.3644098936470348,0.9404505694629912,0.544965342618963,0.0,0.0,0.0,0.0,0.5204460966542749,0.025125628140660064,0.06205250596658717,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4545454545454545,0.4539651014328274,0.5737807159785456,0.33430413979613066,0.33897954967981825,0.9438414346389804,0.33957980765261897,0.3555555555555556,0,0,0,0,0,0.0027286970438975024,0.022437099649036285,0.0,0.0004821053617272461,0.210025261280902,0.0,0.9827815619820924,0.057164030231229374
0.014825892025766228,0.2580180141722629,0.8847469073423568,0.7013595748780542,0.8072164367009681,0.7624439722295209,0.6862514130153718,0.8765772898945086,0.5503700086296742,0.6640472248477073,0.5097347051739033,0.9146533819767192,0.3644098936470348,0.9404505694629912,0.501474578258475,0.0,0.0,0.0,0.0,0.5204460966542749,0.025125628140660064,0.06205250596658717,0.0,0.05985552115581915,0.0,0,0.0,0.0,0.0,0.0,0.6363636363636364,0.5674563767910342,0.5737807159785456,0.251092157270647,0.25635199338979553,0.9438414346389804,0.2570272836091964,0.2777777777777778,0,0,0,0,0,0.002734053887113425,0.022430535475187623,2.246631097652058e-15,0.00048433832203166203,0.2084520729334264,0.0,0.9828854823747688,0.011432588495787077
0.014825892025766228,0.07822498778263666,0.8847469073423568,0.7013595748780542,0.8072164367009681,0.7624439722295209,0.6862514130153718,0.8765772898945086,0.5503700086296742,0.6640472248477073,0.5097347051739033,0.9146533819767192,0.3644098936470348,0.4821148462730861,0.8676053402823622,0.0,0.0,0.0,0.0,0.5204460966542749,0.025125628140660064,0.06205250596658717,0.0,0.05985552115581915,0.0,0,0.0,0.0,0.0,0.047552447552447835,0.4862424242424242,0.553667186835012,0.5488337283273045,0.1682130226752652,0.1738896922123528,0.9457291175082584,0.19886903042060508,0.2,0,0,0,0,0,0.0027259774857462515,0.02234077851580875,0.0,0.00048111323875033534,0.2027177814584088,0.0,0.9821447432448293,0.011324846796951091
0.0015307570235854654,0.22508142557891125,0.8847469073423568,0.7013595748780542,0.7919488920258555,0.7624439722295209,0.6862514130153718,0.8765772898945086,0.5503700086296742,0.6640472248477073,0.5097347051739033,0.7724212920361792,0.3644098936470348,0.8933603575443813,0.8676053402823622,0.0,0.03723056825604275,0.0,0.0,0.23866171003717626,0.025125628140660064,0.06205250596658717,0.0,0.05985552115581915,0.0,0,1.0,0.0,0.041666666666660135,0.047552447552447835,0.4663333333333333,0.5382040005674564,0.5245603093426467,0.17794882463074688,0.18925841768229704,0.9438414346389804,0.17447475956577374,0.29830555555555555,0,0,0,0,0,0.0027246363079151976,0.022437099649036285,0.0,0.0004821053617272461,0.210025261280902,0.0,0.9827815619820924,0.01120241095574849
0.0,0.22508142557891125,0.8847469073423568,0.7013595748780542,0.7919488920258555,0.6884563106297169,0.6862514130153718,0.8765772898945086,0.4189906715268175,0.6640472248477073,0.5097347051739033,0.7724212920361792,0.5762751796495251,0.8933603575443813,0.8676053402823622,0.0,0.03723056825604275,0.0,0.0,0.23866171003717626,0.025125628140660064,0.06205250596658717,0.0,0.05985552115581915,0.0,0,1.0,0.0666666666666324,0.041666666666660135,0.047552447552447835,0.5151515151515151,0.5674563767910342,0.44904577772234,0.33430413979613066,0.33897954967981825,0.9438414346389804,0.4221323316960416,0.5333333333333333,0,0,0,0,0,0.017032411284114483,0.05978020908416134,0.0,0.0049618367121412365,0.2001287830006543,0.0,0.9901092888508544,0.0
0.10944010674742068,0.22508142557891125,0.8847469073423568,0.7013595748780542,0.7919488920258555,0.7127072172843003,0.6862514130153718,0.4569057249312076,0.5503210783188139,0.6640472248477073,0.5097347051739033,0.7724212920361792,0.5762751796495251,0.8933603575443813,0.8667502097214946,0.3649775497113532,0.03723056825604275,0.0,0.0,0.23866171003717626,0.025125628140660064,0.06205250596658717,0.0,0.05985552115581915,0.0,0,1.0,0.0666666666666324,0.041666666666660135,0.047552447552447835,0.18181818181818185,0.397219463753724,0.3243108394661345,0.1678801747451633,0.17372443709977278,0.9438414346389804,0.17447475956577374,0.2777777777777778,0,0,0,0,0,0.027879128402650458,0.09773090352885612,0.0769999559299526,0.00914425985104201,0.21664260795185605,0.0,1.0,0.008273756164396963
